inter,jaccard,online_recall,precision,size,target_size,pool,pool_rate,rerank,example_id,sub_q_idx
104,0.1750841750841751,0.2979942693409742,0.2979942693409742,349,349,draft_freq_pool50,0.5,head,12,1
75,0.195822454308094,0.32751091703056767,0.32751091703056767,229,229,draft_freq_pool50,0.5,head,114,1
51,0.12655086848635236,0.22466960352422907,0.22466960352422907,227,227,draft_freq_pool50,0.5,head,133,1
71,0.21580547112462006,0.355,0.355,200,200,draft_freq_pool50,0.5,head,161,0
101,0.21627408993576017,0.35563380281690143,0.35563380281690143,284,284,draft_freq_pool50,0.5,head,186,1
97,0.16468590831918506,0.282798833819242,0.282798833819242,343,343,draft_freq_pool50,0.5,head,85,0
69,0.21362229102167182,0.3520408163265306,0.3520408163265306,196,196,draft_freq_pool50,0.5,head,13,0
33,0.08753315649867374,0.16097560975609757,0.16097560975609757,205,205,draft_freq_pool50,0.5,head,59,1
57,0.22178988326848248,0.3630573248407643,0.3630573248407643,157,157,draft_freq_pool50,0.5,head,86,0
96,0.26519337016574585,0.4192139737991266,0.4192139737991266,229,229,draft_freq_pool50,0.5,head,117,0
62,0.1962025316455696,0.328042328042328,0.328042328042328,189,189,draft_freq_pool50,0.5,head,40,0
79,0.2316715542521994,0.3761904761904762,0.3761904761904762,210,210,draft_freq_pool50,0.5,head,135,0
55,0.1791530944625407,0.30386740331491713,0.30386740331491713,181,181,draft_freq_pool50,0.5,head,117,1
64,0.1415929203539823,0.24806201550387597,0.24806201550387597,258,258,draft_freq_pool50,0.5,head,40,1
60,0.14150943396226415,0.24793388429752067,0.24793388429752067,242,242,draft_freq_pool50,0.5,head,86,1
81,0.23076923076923078,0.375,0.375,216,216,draft_freq_pool50,0.5,head,60,0
50,0.12953367875647667,0.22935779816513763,0.22935779816513763,218,218,draft_freq_pool50,0.5,head,135,1
72,0.1791044776119403,0.3037974683544304,0.3037974683544304,237,237,draft_freq_pool50,0.5,head,118,0
107,0.2899728997289973,0.4495798319327731,0.4495798319327731,238,238,draft_freq_pool50,0.5,head,88,0
46,0.17164179104477612,0.2929936305732484,0.2929936305732484,157,157,draft_freq_pool50,0.5,head,188,0
113,0.2088724584103512,0.345565749235474,0.345565749235474,327,327,draft_freq_pool50,0.5,head,60,1
66,0.28205128205128205,0.44,0.44,150,150,draft_freq_pool50,0.5,head,43,0
67,0.29515418502202645,0.4557823129251701,0.4557823129251701,147,147,draft_freq_pool50,0.5,head,136,0
57,0.15702479338842976,0.2714285714285714,0.2714285714285714,210,210,draft_freq_pool50,0.5,head,188,1
60,0.19607843137254902,0.32786885245901637,0.32786885245901637,183,183,draft_freq_pool50,0.5,head,88,1
50,0.16339869281045752,0.2808988764044944,0.2808988764044944,178,178,draft_freq_pool50,0.5,head,43,1
31,0.08683473389355742,0.15979381443298968,0.15979381443298968,194,194,draft_freq_pool50,0.5,head,88,2
63,0.2012779552715655,0.3351063829787234,0.3351063829787234,188,188,draft_freq_pool50,0.5,head,191,0
58,0.09294871794871795,0.17008797653958943,0.17008797653958943,341,341,draft_freq_pool50,0.5,head,13,1
67,0.1614457831325301,0.27800829875518673,0.27800829875518673,241,241,draft_freq_pool50,0.5,head,136,1
66,0.14732142857142858,0.25680933852140075,0.25680933852140075,257,257,draft_freq_pool50,0.5,head,191,1
64,0.16666666666666666,0.2857142857142857,0.2857142857142857,224,224,draft_freq_pool50,0.5,head,89,0
87,0.16698656429942418,0.28618421052631576,0.28618421052631576,304,304,draft_freq_pool50,0.5,head,161,1
86,0.32575757575757575,0.49142857142857144,0.49142857142857144,175,175,draft_freq_pool50,0.5,head,44,0
84,0.18340611353711792,0.30996309963099633,0.30996309963099633,271,271,draft_freq_pool50,0.5,head,89,1
47,0.1346704871060172,0.23737373737373738,0.23737373737373738,198,198,draft_freq_pool50,0.5,head,14,0
91,0.21311475409836064,0.35135135135135137,0.35135135135135137,259,259,draft_freq_pool50,0.5,head,138,0
78,0.18660287081339713,0.31451612903225806,0.31451612903225806,248,248,draft_freq_pool50,0.5,head,119,0
70,0.16826923076923078,0.2880658436213992,0.2880658436213992,243,243,draft_freq_pool50,0.5,head,162,0
54,0.1067193675889328,0.19285714285714287,0.19285714285714287,280,280,draft_freq_pool50,0.5,head,14,1
67,0.20615384615384616,0.34183673469387754,0.34183673469387754,196,196,draft_freq_pool50,0.5,head,44,1
96,0.21621621621621623,0.35555555555555557,0.35555555555555557,270,270,draft_freq_pool50,0.5,head,90,0
84,0.15053763440860216,0.2616822429906542,0.2616822429906542,321,321,draft_freq_pool50,0.5,head,138,1
56,0.1590909090909091,0.27450980392156865,0.27450980392156865,204,204,draft_freq_pool50,0.5,head,119,1
85,0.2078239608801956,0.3441295546558704,0.3441295546558704,247,247,draft_freq_pool50,0.5,head,63,0
40,0.18518518518518517,0.3125,0.3125,128,128,draft_freq_pool50,0.5,head,15,0
109,0.18076285240464346,0.3061797752808989,0.3061797752808989,356,356,draft_freq_pool50,0.5,head,120,0
69,0.14838709677419354,0.25842696629213485,0.25842696629213485,267,267,draft_freq_pool50,0.5,head,44,2
81,0.30337078651685395,0.46551724137931033,0.46551724137931033,174,174,draft_freq_pool50,0.5,head,141,0
98,0.2832369942196532,0.44144144144144143,0.44144144144144143,222,222,draft_freq_pool50,0.5,head,163,0
78,0.22807017543859648,0.37142857142857144,0.37142857142857144,210,210,draft_freq_pool50,0.5,head,90,1
39,0.1449814126394052,0.2532467532467532,0.2532467532467532,154,154,draft_freq_pool50,0.5,head,63,1
73,0.17339667458432304,0.29554655870445345,0.29554655870445345,247,247,draft_freq_pool50,0.5,head,141,1
67,0.2012012012012012,0.335,0.335,200,200,draft_freq_pool50,0.5,head,15,1
59,0.21454545454545454,0.3532934131736527,0.3532934131736527,167,167,draft_freq_pool50,0.5,head,64,0
102,0.2056451612903226,0.3411371237458194,0.3411371237458194,299,299,draft_freq_pool50,0.5,head,142,0
81,0.147005444646098,0.2563291139240506,0.2563291139240506,316,316,draft_freq_pool50,0.5,head,163,1
97,0.23261390887290168,0.377431906614786,0.377431906614786,257,257,draft_freq_pool50,0.5,head,45,0
106,0.15634218289085547,0.27040816326530615,0.27040816326530615,392,392,draft_freq_pool50,0.5,head,142,1
122,0.30808080808080807,0.47104247104247104,0.47104247104247104,259,259,draft_freq_pool50,0.5,head,16,0
35,0.09859154929577464,0.1794871794871795,0.1794871794871795,195,195,draft_freq_pool50,0.5,head,64,1
93,0.17714285714285713,0.30097087378640774,0.30097087378640774,309,309,draft_freq_pool50,0.5,head,90,2
68,0.12927756653992395,0.22895622895622897,0.22895622895622897,297,297,draft_freq_pool50,0.5,head,121,0
104,0.22510822510822512,0.3674911660777385,0.3674911660777385,283,283,draft_freq_pool50,0.5,head,164,0
111,0.18107667210440456,0.30662983425414364,0.30662983425414364,362,362,draft_freq_pool50,0.5,head,16,1
94,0.18076923076923077,0.30618892508143325,0.30618892508143325,307,307,draft_freq_pool50,0.5,head,45,1
83,0.1824175824175824,0.30855018587360594,0.30855018587360594,269,269,draft_freq_pool50,0.5,head,66,0
95,0.13067400275103164,0.23114355231143552,0.23114355231143552,411,411,draft_freq_pool50,0.5,head,164,1
111,0.2138728323699422,0.3523809523809524,0.3523809523809524,315,315,draft_freq_pool50,0.5,head,121,1
78,0.1902439024390244,0.319672131147541,0.319672131147541,244,244,draft_freq_pool50,0.5,head,17,0
55,0.11827956989247312,0.21153846153846154,0.21153846153846154,260,260,draft_freq_pool50,0.5,head,46,0
105,0.19337016574585636,0.32407407407407407,0.32407407407407407,324,324,draft_freq_pool50,0.5,head,17,1
64,0.2191780821917808,0.3595505617977528,0.3595505617977528,178,178,draft_freq_pool50,0.5,head,68,0
73,0.2597864768683274,0.4124293785310734,0.4124293785310734,177,177,draft_freq_pool50,0.5,head,91,0
104,0.19117647058823528,0.32098765432098764,0.32098765432098764,324,324,draft_freq_pool50,0.5,head,46,1
87,0.17864476386036962,0.30313588850174217,0.30313588850174217,287,287,draft_freq_pool50,0.5,head,165,0
51,0.1588785046728972,0.27419354838709675,0.27419354838709675,186,186,draft_freq_pool50,0.5,head,68,1
46,0.1419753086419753,0.24864864864864866,0.24864864864864866,185,185,draft_freq_pool50,0.5,head,18,0
116,0.22393822393822393,0.3659305993690852,0.3659305993690852,317,317,draft_freq_pool50,0.5,head,123,0
53,0.14763231197771587,0.25728155339805825,0.25728155339805825,206,206,draft_freq_pool50,0.5,head,18,1
63,0.15632754342431762,0.2703862660944206,0.2703862660944206,233,233,draft_freq_pool50,0.5,head,91,1
77,0.16488222698072805,0.28308823529411764,0.28308823529411764,272,272,draft_freq_pool50,0.5,head,71,0
115,0.28255528255528256,0.44061302681992337,0.44061302681992337,261,261,draft_freq_pool50,0.5,head,123,1
76,0.26573426573426573,0.4198895027624309,0.4198895027624309,181,181,draft_freq_pool50,0.5,head,19,0
82,0.2192513368983957,0.35964912280701755,0.35964912280701755,228,228,draft_freq_pool50,0.5,head,166,0
80,0.11834319526627218,0.21164021164021163,0.21164021164021163,378,378,draft_freq_pool50,0.5,head,71,1
110,0.2777777777777778,0.43478260869565216,0.43478260869565216,253,253,draft_freq_pool50,0.5,head,123,2
63,0.1331923890063425,0.23507462686567165,0.23507462686567165,268,268,draft_freq_pool50,0.5,head,19,1
52,0.10743801652892562,0.19402985074626866,0.19402985074626866,268,268,draft_freq_pool50,0.5,head,166,1
99,0.2296983758700696,0.37358490566037733,0.37358490566037733,265,265,draft_freq_pool50,0.5,head,72,0
73,0.19466666666666665,0.32589285714285715,0.32589285714285715,224,224,draft_freq_pool50,0.5,head,93,0
64,0.18181818181818182,0.3076923076923077,0.3076923076923077,208,208,draft_freq_pool50,0.5,head,72,1
89,0.18503118503118504,0.312280701754386,0.312280701754386,285,285,draft_freq_pool50,0.5,head,123,3
75,0.1724137931034483,0.29411764705882354,0.29411764705882354,255,255,draft_freq_pool50,0.5,head,93,1
100,0.2958579881656805,0.45662100456621,0.45662100456621,219,219,draft_freq_pool50,0.5,head,143,0
103,0.25060827250608275,0.40077821011673154,0.40077821011673154,257,257,draft_freq_pool50,0.5,head,20,0
79,0.22507122507122507,0.3674418604651163,0.3674418604651163,215,215,draft_freq_pool50,0.5,head,167,0
41,0.12023460410557185,0.21465968586387435,0.21465968586387435,191,191,draft_freq_pool50,0.5,head,143,1
143,0.2288,0.3723958333333333,0.3723958333333333,384,384,draft_freq_pool50,0.5,head,20,1
64,0.17679558011049723,0.3004694835680751,0.3004694835680751,213,213,draft_freq_pool50,0.5,head,167,1
120,0.2575107296137339,0.40955631399317405,0.40955631399317405,293,293,draft_freq_pool50,0.5,head,21,0
46,0.1419753086419753,0.24864864864864866,0.24864864864864866,185,185,draft_freq_pool50,0.5,head,95,0
68,0.22972972972972974,0.37362637362637363,0.37362637362637363,182,182,draft_freq_pool50,0.5,head,144,0
77,0.21813031161473087,0.3581395348837209,0.3581395348837209,215,215,draft_freq_pool50,0.5,head,74,0
70,0.11400651465798045,0.2046783625730994,0.2046783625730994,342,342,draft_freq_pool50,0.5,head,21,1
87,0.29692832764505117,0.45789473684210524,0.45789473684210524,190,190,draft_freq_pool50,0.5,head,96,0
114,0.28078817733990147,0.43846153846153846,0.43846153846153846,260,260,draft_freq_pool50,0.5,head,74,1
51,0.15501519756838905,0.26842105263157895,0.26842105263157895,190,190,draft_freq_pool50,0.5,head,169,0
58,0.12340425531914893,0.2196969696969697,0.2196969696969697,264,264,draft_freq_pool50,0.5,head,169,1
63,0.17746478873239438,0.3014354066985646,0.3014354066985646,209,209,draft_freq_pool50,0.5,head,96,1
100,0.2347417840375587,0.38022813688212925,0.38022813688212925,263,263,draft_freq_pool50,0.5,head,24,0
99,0.17773788150807898,0.3018292682926829,0.3018292682926829,328,328,draft_freq_pool50,0.5,head,24,1
82,0.25,0.4,0.4,205,205,draft_freq_pool50,0.5,head,97,0
53,0.14209115281501342,0.24882629107981222,0.24882629107981222,213,213,draft_freq_pool50,0.5,head,144,1
59,0.19344262295081968,0.3241758241758242,0.3241758241758242,182,182,draft_freq_pool50,0.5,head,145,0
134,0.3526315789473684,0.5214007782101168,0.5214007782101168,257,257,draft_freq_pool50,0.5,head,173,0
62,0.14903846153846154,0.2594142259414226,0.2594142259414226,239,239,draft_freq_pool50,0.5,head,145,1
58,0.16201117318435754,0.27884615384615385,0.27884615384615385,208,208,draft_freq_pool50,0.5,head,97,1
73,0.21037463976945245,0.3476190476190476,0.3476190476190476,210,210,draft_freq_pool50,0.5,head,98,0
91,0.3408239700374532,0.5083798882681564,0.5083798882681564,179,179,draft_freq_pool50,0.5,head,146,0
80,0.1606425702811245,0.2768166089965398,0.2768166089965398,289,289,draft_freq_pool50,0.5,head,146,1
60,0.2222222222222222,0.36363636363636365,0.36363636363636365,165,165,draft_freq_pool50,0.5,head,147,0
79,0.1867612293144208,0.3147410358565737,0.3147410358565737,251,251,draft_freq_pool50,0.5,head,173,1
83,0.1399662731871838,0.2455621301775148,0.2455621301775148,338,338,draft_freq_pool50,0.5,head,147,1
67,0.18256130790190736,0.3087557603686636,0.3087557603686636,217,217,draft_freq_pool50,0.5,head,98,1
98,0.1952191235059761,0.32666666666666666,0.32666666666666666,300,300,draft_freq_pool50,0.5,head,149,0
69,0.26848249027237353,0.4233128834355828,0.4233128834355828,163,163,draft_freq_pool50,0.5,head,174,0
63,0.17355371900826447,0.29577464788732394,0.29577464788732394,213,213,draft_freq_pool50,0.5,head,174,1
142,0.3463414634146341,0.5144927536231884,0.5144927536231884,276,276,draft_freq_pool50,0.5,combined_edge,75,0
52,0.21311475409836064,0.35135135135135137,0.35135135135135137,148,148,draft_freq_pool50,0.5,combined_edge,25,0
103,0.3377049180327869,0.5049019607843137,0.5049019607843137,204,204,draft_freq_pool50,0.5,combined_edge,176,0
68,0.26356589147286824,0.4171779141104294,0.4171779141104294,163,163,draft_freq_pool50,0.5,combined_edge,150,0
85,0.2733118971061093,0.4292929292929293,0.4292929292929293,198,198,draft_freq_pool50,0.5,combined_edge,25,1
154,0.36492890995260663,0.5347222222222222,0.5347222222222222,288,288,draft_freq_pool50,0.5,combined_edge,150,1
121,0.24151696606786427,0.3890675241157556,0.3890675241157556,311,311,draft_freq_pool50,0.5,combined_edge,77,0
107,0.24044943820224718,0.38768115942028986,0.38768115942028986,276,276,draft_freq_pool50,0.5,combined_edge,50,0
123,0.3716012084592145,0.5418502202643172,0.5418502202643172,227,227,draft_freq_pool50,0.5,combined_edge,0,0
128,0.2549800796812749,0.40634920634920635,0.40634920634920635,315,315,draft_freq_pool50,0.5,combined_edge,50,1
152,0.2611683848797251,0.4141689373297003,0.4141689373297003,367,367,draft_freq_pool50,0.5,combined_edge,77,1
71,0.21981424148606812,0.3604060913705584,0.3604060913705584,197,197,draft_freq_pool50,0.5,combined_edge,178,0
106,0.30113636363636365,0.462882096069869,0.462882096069869,229,229,draft_freq_pool50,0.5,combined_edge,100,0
154,0.2779783393501805,0.4350282485875706,0.4350282485875706,354,354,draft_freq_pool50,0.5,combined_edge,125,0
105,0.30791788856304986,0.47085201793721976,0.47085201793721976,223,223,draft_freq_pool50,0.5,combined_edge,1,0
95,0.2560646900269542,0.40772532188841204,0.40772532188841204,233,233,draft_freq_pool50,0.5,combined_edge,100,1
128,0.2549800796812749,0.40634920634920635,0.40634920634920635,315,315,draft_freq_pool50,0.5,combined_edge,50,2
137,0.3577023498694517,0.5269230769230769,0.5269230769230769,260,260,draft_freq_pool50,0.5,combined_edge,26,0
95,0.2646239554317549,0.4185022026431718,0.4185022026431718,227,227,draft_freq_pool50,0.5,combined_edge,126,0
74,0.2824427480916031,0.44047619047619047,0.44047619047619047,168,168,draft_freq_pool50,0.5,combined_edge,151,0
101,0.2650918635170604,0.4190871369294606,0.4190871369294606,241,241,draft_freq_pool50,0.5,combined_edge,2,0
87,0.37339055793991416,0.54375,0.54375,160,160,draft_freq_pool50,0.5,combined_edge,101,0
45,0.16483516483516483,0.2830188679245283,0.2830188679245283,159,159,draft_freq_pool50,0.5,combined_edge,78,0
121,0.35693215339233036,0.5260869565217391,0.5260869565217391,230,230,draft_freq_pool50,0.5,combined_edge,27,0
123,0.3761467889908257,0.5466666666666666,0.5466666666666666,225,225,draft_freq_pool50,0.5,combined_edge,151,1
146,0.1931216931216931,0.3237250554323725,0.3237250554323725,451,451,draft_freq_pool50,0.5,combined_edge,50,3
73,0.27756653992395436,0.43452380952380953,0.43452380952380953,168,168,draft_freq_pool50,0.5,combined_edge,178,1
153,0.3501144164759725,0.5186440677966102,0.5186440677966102,295,295,draft_freq_pool50,0.5,combined_edge,78,1
149,0.371571072319202,0.5418181818181819,0.5418181818181819,275,275,draft_freq_pool50,0.5,combined_edge,101,1
89,0.2807570977917981,0.43842364532019706,0.43842364532019706,203,203,draft_freq_pool50,0.5,combined_edge,3,0
93,0.3217993079584775,0.4869109947643979,0.4869109947643979,191,191,draft_freq_pool50,0.5,combined_edge,51,0
96,0.34532374100719426,0.5133689839572193,0.5133689839572193,187,187,draft_freq_pool50,0.5,combined_edge,179,0
128,0.378698224852071,0.5493562231759657,0.5493562231759657,233,233,draft_freq_pool50,0.5,combined_edge,3,1
134,0.3031674208144796,0.4652777777777778,0.4652777777777778,288,288,draft_freq_pool50,0.5,combined_edge,152,0
105,0.3211009174311927,0.4861111111111111,0.4861111111111111,216,216,draft_freq_pool50,0.5,combined_edge,102,0
105,0.3115727002967359,0.4751131221719457,0.4751131221719457,221,221,draft_freq_pool50,0.5,combined_edge,79,0
92,0.21100917431192662,0.3484848484848485,0.3484848484848485,264,264,draft_freq_pool50,0.5,combined_edge,51,1
105,0.2229299363057325,0.3645833333333333,0.3645833333333333,288,288,draft_freq_pool50,0.5,combined_edge,152,1
124,0.3425414364640884,0.5102880658436214,0.5102880658436214,243,243,draft_freq_pool50,0.5,combined_edge,27,1
127,0.297423887587822,0.4584837545126354,0.4584837545126354,277,277,draft_freq_pool50,0.5,combined_edge,102,1
100,0.30864197530864196,0.4716981132075472,0.4716981132075472,212,212,draft_freq_pool50,0.5,combined_edge,4,0
109,0.3720136518771331,0.5422885572139303,0.5422885572139303,201,201,draft_freq_pool50,0.5,combined_edge,179,1
91,0.3127147766323024,0.47643979057591623,0.47643979057591623,191,191,draft_freq_pool50,0.5,combined_edge,52,0
116,0.30851063829787234,0.4715447154471545,0.4715447154471545,246,246,draft_freq_pool50,0.5,combined_edge,32,0
121,0.2847058823529412,0.4432234432234432,0.4432234432234432,273,273,draft_freq_pool50,0.5,combined_edge,79,1
119,0.35103244837758113,0.519650655021834,0.519650655021834,229,229,draft_freq_pool50,0.5,combined_edge,153,0
139,0.25788497217068646,0.41002949852507375,0.41002949852507375,339,339,draft_freq_pool50,0.5,combined_edge,4,1
134,0.3526315789473684,0.5214007782101168,0.5214007782101168,257,257,draft_freq_pool50,0.5,combined_edge,180,0
111,0.296,0.4567901234567901,0.4567901234567901,243,243,draft_freq_pool50,0.5,combined_edge,103,0
146,0.3348623853211009,0.5017182130584192,0.5017182130584192,291,291,draft_freq_pool50,0.5,combined_edge,32,1
121,0.3467048710601719,0.5148936170212766,0.5148936170212766,235,235,draft_freq_pool50,0.5,combined_edge,52,1
93,0.3089700996677741,0.4720812182741117,0.4720812182741117,197,197,draft_freq_pool50,0.5,combined_edge,103,1
71,0.3271889400921659,0.4930555555555556,0.4930555555555556,144,144,draft_freq_pool50,0.5,combined_edge,33,0
127,0.2731182795698925,0.42905405405405406,0.42905405405405406,296,296,draft_freq_pool50,0.5,combined_edge,52,2
102,0.24757281553398058,0.3968871595330739,0.3968871595330739,257,257,draft_freq_pool50,0.5,combined_edge,126,1
141,0.39275766016713093,0.564,0.564,250,250,draft_freq_pool50,0.5,combined_edge,154,0
124,0.34065934065934067,0.5081967213114754,0.5081967213114754,244,244,draft_freq_pool50,0.5,combined_edge,79,2
92,0.22772277227722773,0.3709677419354839,0.3709677419354839,248,248,draft_freq_pool50,0.5,combined_edge,6,0
130,0.3651685393258427,0.5349794238683128,0.5349794238683128,243,243,draft_freq_pool50,0.5,combined_edge,53,0
92,0.2893081761006289,0.44878048780487806,0.44878048780487806,205,205,draft_freq_pool50,0.5,combined_edge,35,0
178,0.3212996389891697,0.48633879781420764,0.48633879781420764,366,366,draft_freq_pool50,0.5,combined_edge,104,0
85,0.31135531135531136,0.4748603351955307,0.4748603351955307,179,179,draft_freq_pool50,0.5,combined_edge,127,0
123,0.2963855421686747,0.45724907063197023,0.45724907063197023,269,269,draft_freq_pool50,0.5,combined_edge,7,0
104,0.2857142857142857,0.4444444444444444,0.4444444444444444,234,234,draft_freq_pool50,0.5,combined_edge,180,1
102,0.3248407643312102,0.49038461538461536,0.49038461538461536,208,208,draft_freq_pool50,0.5,combined_edge,35,1
112,0.32941176470588235,0.49557522123893805,0.49557522123893805,226,226,draft_freq_pool50,0.5,combined_edge,80,0
86,0.31386861313868614,0.4777777777777778,0.4777777777777778,180,180,draft_freq_pool50,0.5,combined_edge,54,0
72,0.1565217391304348,0.2706766917293233,0.2706766917293233,266,266,draft_freq_pool50,0.5,combined_edge,183,0
110,0.28061224489795916,0.43824701195219123,0.43824701195219123,251,251,draft_freq_pool50,0.5,combined_edge,7,1
109,0.3215339233038348,0.48660714285714285,0.48660714285714285,224,224,draft_freq_pool50,0.5,combined_edge,155,0
92,0.23,0.37398373983739835,0.37398373983739835,246,246,draft_freq_pool50,0.5,combined_edge,36,0
118,0.28365384615384615,0.4419475655430712,0.4419475655430712,267,267,draft_freq_pool50,0.5,combined_edge,183,1
136,0.3617021276595745,0.53125,0.53125,256,256,draft_freq_pool50,0.5,combined_edge,155,1
113,0.22736418511066397,0.3704918032786885,0.3704918032786885,305,305,draft_freq_pool50,0.5,combined_edge,54,1
222,0.3894736842105263,0.5606060606060606,0.5606060606060606,396,396,draft_freq_pool50,0.5,combined_edge,105,0
113,0.23014256619144602,0.3741721854304636,0.3741721854304636,302,302,draft_freq_pool50,0.5,combined_edge,36,1
95,0.2560646900269542,0.40772532188841204,0.40772532188841204,233,233,draft_freq_pool50,0.5,combined_edge,81,0
106,0.2548076923076923,0.4061302681992337,0.4061302681992337,261,261,draft_freq_pool50,0.5,combined_edge,55,0
163,0.3306288032454361,0.4969512195121951,0.4969512195121951,328,328,draft_freq_pool50,0.5,combined_edge,9,0
95,0.328719723183391,0.4947916666666667,0.4947916666666667,192,192,draft_freq_pool50,0.5,combined_edge,37,0
66,0.2214765100671141,0.3626373626373626,0.3626373626373626,182,182,draft_freq_pool50,0.5,combined_edge,156,0
170,0.4358974358974359,0.6071428571428571,0.6071428571428571,280,280,draft_freq_pool50,0.5,combined_edge,128,0
199,0.2484394506866417,0.398,0.398,500,500,draft_freq_pool50,0.5,combined_edge,105,1
211,0.31075110456553756,0.47415730337078654,0.47415730337078654,445,445,draft_freq_pool50,0.5,combined_edge,9,1
113,0.39372822299651566,0.565,0.565,200,200,draft_freq_pool50,0.5,combined_edge,186,0
107,0.32326283987915405,0.4885844748858447,0.4885844748858447,219,219,draft_freq_pool50,0.5,combined_edge,56,0
142,0.28286852589641437,0.4409937888198758,0.4409937888198758,322,322,draft_freq_pool50,0.5,combined_edge,129,0
114,0.26146788990825687,0.41454545454545455,0.41454545454545455,275,275,draft_freq_pool50,0.5,combined_edge,81,1
109,0.2831168831168831,0.44129554655870445,0.44129554655870445,247,247,draft_freq_pool50,0.5,combined_edge,37,1
121,0.3142857142857143,0.4782608695652174,0.4782608695652174,253,253,draft_freq_pool50,0.5,combined_edge,156,1
107,0.20226843100189035,0.33647798742138363,0.33647798742138363,318,318,draft_freq_pool50,0.5,combined_edge,109,0
95,0.26170798898071623,0.4148471615720524,0.4148471615720524,229,229,draft_freq_pool50,0.5,combined_edge,82,0
60,0.21428571428571427,0.35294117647058826,0.35294117647058826,170,170,draft_freq_pool50,0.5,combined_edge,130,0
59,0.2388663967611336,0.38562091503267976,0.38562091503267976,153,153,draft_freq_pool50,0.5,combined_edge,112,0
68,0.2956521739130435,0.4563758389261745,0.4563758389261745,149,149,draft_freq_pool50,0.5,combined_edge,38,0
110,0.29891304347826086,0.4602510460251046,0.4602510460251046,239,239,draft_freq_pool50,0.5,combined_edge,158,0
122,0.2747747747747748,0.43109540636042404,0.43109540636042404,283,283,draft_freq_pool50,0.5,combined_edge,82,1
91,0.2182254196642686,0.35826771653543305,0.35826771653543305,254,254,draft_freq_pool50,0.5,combined_edge,10,0
104,0.348993288590604,0.5174129353233831,0.5174129353233831,201,201,draft_freq_pool50,0.5,combined_edge,57,0
104,0.26262626262626265,0.416,0.416,250,250,draft_freq_pool50,0.5,combined_edge,130,1
111,0.38144329896907214,0.5522388059701493,0.5522388059701493,201,201,draft_freq_pool50,0.5,combined_edge,112,1
126,0.28,0.4375,0.4375,288,288,draft_freq_pool50,0.5,combined_edge,10,1
102,0.35172413793103446,0.5204081632653061,0.5204081632653061,196,196,draft_freq_pool50,0.5,combined_edge,158,1
97,0.3745173745173745,0.5449438202247191,0.5449438202247191,178,178,draft_freq_pool50,0.5,combined_edge,38,1
99,0.3378839590443686,0.5051020408163265,0.5051020408163265,196,196,draft_freq_pool50,0.5,combined_edge,58,0
122,0.33152173913043476,0.49795918367346936,0.49795918367346936,245,245,draft_freq_pool50,0.5,combined_edge,113,0
91,0.26843657817109146,0.4232558139534884,0.4232558139534884,215,215,draft_freq_pool50,0.5,combined_edge,11,0
64,0.21333333333333335,0.3516483516483517,0.3516483516483517,182,182,draft_freq_pool50,0.5,combined_edge,39,0
81,0.30337078651685395,0.46551724137931033,0.46551724137931033,174,174,draft_freq_pool50,0.5,combined_edge,131,0
103,0.2968299711815562,0.4577777777777778,0.4577777777777778,225,225,draft_freq_pool50,0.5,combined_edge,113,1
82,0.2751677852348993,0.43157894736842106,0.43157894736842106,190,190,draft_freq_pool50,0.5,combined_edge,160,0
106,0.3375796178343949,0.5047619047619047,0.5047619047619047,210,210,draft_freq_pool50,0.5,combined_edge,11,1
111,0.3687707641196013,0.5388349514563107,0.5388349514563107,206,206,draft_freq_pool50,0.5,combined_edge,58,1
91,0.2563380281690141,0.4080717488789238,0.4080717488789238,223,223,draft_freq_pool50,0.5,combined_edge,84,0
75,0.2148997134670487,0.35377358490566035,0.35377358490566035,212,212,draft_freq_pool50,0.5,combined_edge,131,1
125,0.35816618911174786,0.5274261603375527,0.5274261603375527,237,237,draft_freq_pool50,0.5,combined_edge,39,1
72,0.144,0.2517482517482518,0.2517482517482518,286,286,draft_freq_pool50,0.5,combined_edge,114,0
92,0.1619718309859155,0.2787878787878788,0.2787878787878788,330,330,draft_freq_pool50,0.5,combined_edge,160,1
139,0.25981308411214954,0.4124629080118694,0.4124629080118694,337,337,draft_freq_pool50,0.5,combined_edge,12,0
114,0.35185185185185186,0.5205479452054794,0.5205479452054794,219,219,draft_freq_pool50,0.5,combined_edge,59,0
124,0.40522875816993464,0.5767441860465117,0.5767441860465117,215,215,draft_freq_pool50,0.5,combined_edge,84,1
77,0.22580645161290322,0.3684210526315789,0.3684210526315789,209,209,draft_freq_pool50,0.5,combined_edge,133,0
181,0.35009671179883944,0.5186246418338109,0.5186246418338109,349,349,draft_freq_pool50,0.5,combined_edge,12,1
99,0.2757660167130919,0.43231441048034935,0.43231441048034935,229,229,draft_freq_pool50,0.5,combined_edge,114,1
94,0.2611111111111111,0.41409691629955947,0.41409691629955947,227,227,draft_freq_pool50,0.5,combined_edge,133,1
109,0.3745704467353952,0.545,0.545,200,200,draft_freq_pool50,0.5,combined_edge,161,0
133,0.3057471264367816,0.46830985915492956,0.46830985915492956,284,284,draft_freq_pool50,0.5,combined_edge,186,1
119,0.20987654320987653,0.3469387755102041,0.3469387755102041,343,343,draft_freq_pool50,0.5,combined_edge,85,0
68,0.20987654320987653,0.3469387755102041,0.3469387755102041,196,196,draft_freq_pool50,0.5,combined_edge,13,0
