rate,example_id,sub_q_idx,offline_size,online_size,hit,missing,extra,jaccard,online_recall,offline_precision
0.3,93,0,376,379,224,155,152,0.4218455743879473,0.5910290237467019,0.5957446808510638
0.3,93,1,454,457,266,191,188,0.4124031007751938,0.5820568927789934,0.5859030837004405
0.3,95,0,311,317,194,123,117,0.4470046082949309,0.61198738170347,0.6237942122186495
0.3,96,0,320,325,193,132,127,0.4269911504424779,0.5938461538461538,0.603125
0.3,96,1,357,359,190,169,167,0.3612167300380228,0.5292479108635098,0.5322128851540616
0.3,97,0,343,346,228,118,115,0.4945770065075922,0.6589595375722543,0.6647230320699709
0.3,97,1,352,355,198,157,154,0.3889980353634578,0.5577464788732395,0.5625
0.3,98,0,355,359,219,140,136,0.44242424242424244,0.6100278551532033,0.6169014084507042
0.3,98,1,371,374,198,176,173,0.3619744058500914,0.5294117647058824,0.5336927223719676
0.3,100,0,395,399,237,162,158,0.4254937163375224,0.5939849624060151,0.6
0.3,100,1,411,416,246,170,165,0.423407917383821,0.5913461538461539,0.5985401459854015
0.3,101,0,263,267,166,101,97,0.45604395604395603,0.6217228464419475,0.6311787072243346
0.3,101,1,467,472,312,160,155,0.49760765550239233,0.6610169491525424,0.6680942184154176
0.3,102,0,373,378,236,142,137,0.458252427184466,0.6243386243386243,0.6327077747989276
0.3,102,1,500,506,303,203,197,0.4310099573257468,0.5988142292490118,0.606
0.3,103,0,407,411,240,171,167,0.41522491349480967,0.583941605839416,0.5896805896805897
0.3,103,1,333,337,194,143,139,0.40756302521008403,0.5756676557863502,0.5825825825825826
0.3,104,0,644,650,426,224,218,0.49078341013824883,0.6553846153846153,0.6614906832298136
0.3,105,0,720,723,472,251,248,0.486096807415036,0.65283540802213,0.6555555555555556
0.3,105,1,919,923,575,348,344,0.4538279400157853,0.6229685807150596,0.6256800870511425
0.3,109,0,562,564,301,263,261,0.36484848484848487,0.5336879432624113,0.5355871886120996
0.3,112,0,242,246,148,98,94,0.43529411764705883,0.6016260162601627,0.6115702479338843
0.3,112,1,341,348,188,160,153,0.37524950099800397,0.5402298850574713,0.5513196480938416
0.3,113,0,433,436,285,151,148,0.488013698630137,0.6536697247706422,0.6581986143187067
0.3,113,1,396,399,244,155,152,0.44283121597096187,0.6115288220551378,0.6161616161616161
0.3,114,0,514,517,310,207,204,0.42995839112343964,0.5996131528046421,0.603112840466926
0.3,114,1,397,402,241,161,156,0.43189964157706096,0.599502487562189,0.6070528967254408
0.3,117,0,397,402,279,123,118,0.5365384615384615,0.6940298507462687,0.7027707808564232
0.3,117,1,300,307,170,137,130,0.3890160183066362,0.5537459283387622,0.5666666666666667
0.3,118,0,419,424,231,193,188,0.37745098039215685,0.5448113207547169,0.5513126491646778
0.3,119,0,419,423,267,156,152,0.4643478260869565,0.6312056737588653,0.6372315035799523
0.3,119,1,349,355,192,163,157,0.375,0.5408450704225352,0.5501432664756447
0.3,120,0,644,646,381,265,263,0.41914191419141916,0.5897832817337462,0.5916149068322981
0.3,121,0,536,538,292,246,244,0.3734015345268542,0.5427509293680297,0.5447761194029851
0.3,121,1,559,563,343,220,216,0.44030808729139925,0.6092362344582594,0.6135957066189625
0.3,123,0,579,582,347,235,232,0.4262899262899263,0.5962199312714777,0.5993091537132987
0.3,123,1,463,466,288,178,175,0.44929797191887677,0.6180257510729614,0.6220302375809935
0.3,123,2,438,441,253,188,185,0.40415335463258784,0.5736961451247166,0.5776255707762558
0.3,123,3,500,504,291,213,209,0.40813464235624125,0.5773809523809523,0.582
0.3,125,0,639,646,420,226,219,0.48554913294797686,0.6501547987616099,0.6572769953051644
0.3,126,0,391,394,239,155,152,0.43772893772893773,0.6065989847715736,0.6112531969309463
0.3,126,1,449,455,217,238,232,0.3158660844250364,0.47692307692307695,0.48329621380846327
0.3,127,0,304,308,191,117,113,0.45368171021377673,0.6201298701298701,0.6282894736842105
0.3,128,0,494,500,279,221,215,0.3902097902097902,0.558,0.5647773279352226
0.3,129,0,588,592,374,218,214,0.4640198511166253,0.6317567567567568,0.6360544217687075
0.3,130,0,282,285,177,108,105,0.45384615384615384,0.6210526315789474,0.6276595744680851
0.3,130,1,439,443,242,201,197,0.378125,0.54627539503386,0.55125284738041
0.3,131,0,288,292,172,120,116,0.4215686274509804,0.589041095890411,0.5972222222222222
0.3,131,1,362,368,223,145,139,0.43984220907297833,0.6059782608695652,0.6160220994475138
0.3,133,0,356,361,199,162,157,0.3841698841698842,0.5512465373961218,0.5589887640449438
0.3,133,1,388,393,242,151,146,0.4489795918367347,0.6157760814249363,0.6237113402061856
0.3,135,0,364,368,263,105,101,0.5607675906183369,0.7146739130434783,0.7225274725274725
0.3,135,1,367,372,214,158,153,0.4076190476190476,0.5752688172043011,0.5831062670299727
0.3,136,0,232,237,145,92,87,0.44753086419753085,0.6118143459915611,0.625
0.3,136,1,407,414,244,170,163,0.42287694974003465,0.5893719806763285,0.5995085995085995
0.3,138,0,465,469,262,207,203,0.3898809523809524,0.55863539445629,0.5634408602150538
0.3,138,1,579,586,317,269,262,0.3738207547169811,0.5409556313993175,0.5474956822107081
0.3,141,0,279,284,160,124,119,0.3970223325062035,0.5633802816901409,0.5734767025089605
0.3,141,1,430,437,238,199,192,0.3783783783783784,0.5446224256292906,0.5534883720930233
0.3,142,0,531,537,365,172,166,0.519203413940256,0.6797020484171322,0.687382297551789
0.3,142,1,693,700,464,236,229,0.49946178686759957,0.6628571428571428,0.6695526695526696
0.3,143,0,383,387,243,144,140,0.46110056925996207,0.627906976744186,0.6344647519582245
0.3,143,1,312,316,170,146,142,0.37117903930131,0.5379746835443038,0.5448717948717948
0.3,144,0,295,299,178,121,117,0.42788461538461536,0.5953177257525084,0.6033898305084746
0.3,144,1,350,356,215,141,135,0.4378818737270876,0.6039325842696629,0.6142857142857143
0.3,145,0,303,308,195,113,108,0.46875,0.6331168831168831,0.6435643564356436
0.3,145,1,416,420,282,138,134,0.5090252707581228,0.6714285714285714,0.6778846153846154
0.3,146,0,299,304,185,119,114,0.44258373205741625,0.6085526315789473,0.6187290969899666
0.3,146,1,512,518,265,253,247,0.3464052287581699,0.5115830115830116,0.517578125
0.3,147,0,271,274,190,84,81,0.5352112676056338,0.6934306569343066,0.7011070110701108
0.3,147,1,598,604,350,254,248,0.4107981220657277,0.5794701986754967,0.5852842809364549
0.3,149,0,532,537,361,176,171,0.5098870056497176,0.6722532588454376,0.6785714285714286
0.3,150,0,249,252,151,101,98,0.43142857142857144,0.5992063492063492,0.606425702811245
0.3,150,1,516,520,311,209,205,0.4289655172413793,0.5980769230769231,0.6027131782945736
0.3,151,0,275,281,170,111,105,0.44041450777202074,0.604982206405694,0.6181818181818182
0.3,151,1,395,399,216,183,179,0.3737024221453287,0.5413533834586466,0.5468354430379747
0.3,152,0,504,508,325,183,179,0.47307132459970885,0.639763779527559,0.6448412698412699
0.3,152,1,513,517,325,192,188,0.46099290780141844,0.6286266924564797,0.6335282651072125
0.3,153,0,395,401,245,156,150,0.44464609800362975,0.6109725685785536,0.620253164556962
0.3,154,0,443,445,266,179,177,0.42765273311897106,0.597752808988764,0.600451467268623
0.3,155,0,374,378,221,157,153,0.416195856873823,0.5846560846560847,0.5909090909090909
0.3,155,1,455,460,275,185,180,0.4296875,0.5978260869565217,0.6043956043956044
0.3,156,0,310,313,199,114,111,0.4693396226415094,0.6357827476038339,0.6419354838709678
0.3,156,1,449,453,239,214,210,0.36048265460030166,0.5275938189845475,0.532293986636971
0.3,158,0,413,419,252,167,161,0.43448275862068964,0.6014319809069213,0.6101694915254238
0.3,158,1,332,336,185,151,147,0.3830227743271222,0.5505952380952381,0.5572289156626506
0.3,160,0,323,327,194,133,129,0.42543859649122806,0.5932721712538226,0.6006191950464397
0.3,160,1,587,592,305,287,282,0.3489702517162471,0.5152027027027027,0.5195911413969335
0.3,161,0,342,346,215,131,127,0.45454545454545453,0.6213872832369942,0.6286549707602339
0.3,161,1,540,545,313,232,227,0.405440414507772,0.5743119266055046,0.5796296296296296
0.3,162,0,414,420,260,160,154,0.4529616724738676,0.6190476190476191,0.6280193236714976
0.3,163,0,379,384,247,137,132,0.4786821705426357,0.6432291666666666,0.6517150395778364
0.3,163,1,562,568,340,228,222,0.43037974683544306,0.5985915492957746,0.604982206405694
0.3,164,0,498,504,330,174,168,0.49107142857142855,0.6547619047619048,0.6626506024096386
0.3,164,1,749,756,471,285,278,0.45551257253384914,0.623015873015873,0.6288384512683578
0.3,165,0,496,502,306,196,190,0.4421965317919075,0.6095617529880478,0.6169354838709677
0.3,166,0,390,395,230,165,160,0.4144144144144144,0.5822784810126582,0.5897435897435898
0.3,166,1,469,475,221,254,248,0.30567081604426005,0.4652631578947368,0.47121535181236673
0.3,167,0,370,373,227,146,143,0.43992248062015504,0.6085790884718498,0.6135135135135135
0.3,167,1,368,374,205,169,163,0.3817504655493482,0.5481283422459893,0.5570652173913043
0.3,169,0,323,327,201,126,122,0.44766146993318484,0.6146788990825688,0.6222910216718266
0.3,169,1,463,468,244,224,219,0.3551673944687045,0.5213675213675214,0.5269978401727862
0.3,173,0,451,455,267,188,184,0.41784037558685444,0.5868131868131868,0.5920177383592018
0.3,173,1,429,434,246,188,183,0.3987034035656402,0.5668202764976958,0.5734265734265734
0.3,174,0,268,274,162,112,106,0.4263157894736842,0.5912408759124088,0.6044776119402985
0.3,174,1,363,368,207,161,156,0.3950381679389313,0.5625,0.5702479338842975
0.3,176,0,346,351,213,138,133,0.44008264462809915,0.6068376068376068,0.615606936416185
0.3,178,0,332,337,208,129,124,0.4511930585683297,0.6172106824925816,0.6265060240963856
0.3,178,1,277,282,155,127,122,0.38366336633663367,0.549645390070922,0.5595667870036101
0.3,179,0,315,319,204,115,111,0.4744186046511628,0.6394984326018809,0.6476190476190476
0.3,179,1,336,342,189,153,147,0.38650306748466257,0.5526315789473685,0.5625
0.3,180,0,461,465,298,167,163,0.4745222929936306,0.6408602150537634,0.6464208242950108
0.3,180,1,394,400,209,191,185,0.3572649572649573,0.5225,0.5304568527918782
0.3,183,0,473,478,323,155,150,0.5143312101910829,0.6757322175732218,0.6828752642706131
0.3,183,1,474,479,269,210,205,0.3932748538011696,0.5615866388308977,0.5675105485232067
0.3,186,0,342,346,214,132,128,0.45147679324894513,0.6184971098265896,0.6257309941520468
0.3,186,1,502,507,297,210,205,0.41713483146067415,0.5857988165680473,0.5916334661354582
0.3,188,0,255,258,154,104,101,0.42896935933147634,0.5968992248062015,0.6039215686274509
0.3,188,1,349,355,199,156,150,0.3940594059405941,0.5605633802816902,0.5702005730659025
0.3,191,0,318,322,179,143,139,0.3882863340563991,0.5559006211180124,0.5628930817610063
0.3,191,1,455,459,259,200,196,0.39541984732824426,0.5642701525054467,0.5692307692307692
