base_method,example_id,sub_q_idx,num_chunks,budget_chunks,gate_method,residual_size,covered_residual,coverage
freq,96,1,13,5,highest_base_count,64,12,0.1875
freq,96,1,13,5,highest_base_density,64,12,0.1875
freq,96,1,13,5,lowest_base_density,64,30,0.46875
freq,96,1,13,5,oracle_residual,64,64,1.0
freq,96,1,13,6,retrieval_first,64,12,0.1875
freq,96,1,13,6,longest,64,0,0.0
freq,96,1,13,6,highest_base_count,64,33,0.515625
freq,96,1,13,6,highest_base_density,64,33,0.515625
freq,96,1,13,6,lowest_base_density,64,30,0.46875
freq,96,1,13,6,oracle_residual,64,64,1.0
freq,24,0,11,1,retrieval_first,145,33,0.22758620689655173
freq,24,0,11,1,longest,145,33,0.22758620689655173
freq,24,0,11,1,highest_base_count,145,33,0.22758620689655173
freq,24,0,11,1,highest_base_density,145,0,0.0
freq,24,0,11,1,lowest_base_density,145,30,0.20689655172413793
freq,24,0,11,1,oracle_residual,145,33,0.22758620689655173
freq,24,0,11,2,retrieval_first,145,47,0.32413793103448274
freq,24,0,11,2,longest,145,47,0.32413793103448274
freq,24,0,11,2,highest_base_count,145,43,0.296551724137931
freq,24,0,11,2,highest_base_density,145,33,0.22758620689655173
freq,24,0,11,2,lowest_base_density,145,45,0.3103448275862069
freq,24,0,11,2,oracle_residual,145,63,0.43448275862068964
freq,24,0,11,3,retrieval_first,145,57,0.3931034482758621
freq,24,0,11,3,longest,145,57,0.3931034482758621
freq,24,0,11,3,highest_base_count,145,57,0.3931034482758621
freq,24,0,11,3,highest_base_density,145,43,0.296551724137931
freq,24,0,11,3,lowest_base_density,145,55,0.3793103448275862
freq,24,0,11,3,oracle_residual,145,84,0.5793103448275863
freq,24,0,11,4,retrieval_first,145,57,0.3931034482758621
freq,24,0,11,4,longest,145,72,0.496551724137931
freq,24,0,11,4,highest_base_count,145,57,0.3931034482758621
freq,24,0,11,4,highest_base_density,145,64,0.4413793103448276
freq,24,0,11,4,lowest_base_density,145,59,0.4068965517241379
freq,24,0,11,4,oracle_residual,145,99,0.6827586206896552
freq,24,0,11,5,retrieval_first,145,61,0.4206896551724138
freq,24,0,11,5,longest,145,76,0.5241379310344828
freq,24,0,11,5,highest_base_count,145,78,0.5379310344827586
freq,24,0,11,5,highest_base_density,145,78,0.5379310344827586
freq,24,0,11,5,lowest_base_density,145,66,0.45517241379310347
freq,24,0,11,5,oracle_residual,145,113,0.7793103448275862
freq,24,0,11,6,retrieval_first,145,82,0.5655172413793104
freq,24,0,11,6,longest,145,97,0.6689655172413793
freq,24,0,11,6,highest_base_count,145,82,0.5655172413793104
freq,24,0,11,6,highest_base_density,145,79,0.5448275862068965
freq,24,0,11,6,lowest_base_density,145,67,0.46206896551724136
freq,24,0,11,6,oracle_residual,145,123,0.8482758620689655
freq,24,1,13,1,retrieval_first,133,23,0.17293233082706766
freq,24,1,13,1,longest,133,23,0.17293233082706766
freq,24,1,13,1,highest_base_count,133,0,0.0
freq,24,1,13,1,highest_base_density,133,0,0.0
freq,24,1,13,1,lowest_base_density,133,29,0.21804511278195488
freq,24,1,13,1,oracle_residual,133,30,0.22556390977443608
freq,24,1,13,2,retrieval_first,133,37,0.2781954887218045
freq,24,1,13,2,longest,133,53,0.39849624060150374
freq,24,1,13,2,highest_base_count,133,0,0.0
freq,24,1,13,2,highest_base_density,133,0,0.0
freq,24,1,13,2,lowest_base_density,133,43,0.3233082706766917
freq,24,1,13,2,oracle_residual,133,59,0.44360902255639095
freq,24,1,13,3,retrieval_first,133,51,0.38345864661654133
freq,24,1,13,3,longest,133,67,0.5037593984962406
freq,24,1,13,3,highest_base_count,133,23,0.17293233082706766
freq,24,1,13,3,highest_base_density,133,0,0.0
freq,24,1,13,3,lowest_base_density,133,66,0.49624060150375937
freq,24,1,13,3,oracle_residual,133,82,0.6165413533834586
freq,24,1,13,4,retrieval_first,133,51,0.38345864661654133
freq,24,1,13,4,longest,133,90,0.6766917293233082
freq,24,1,13,4,highest_base_count,133,53,0.39849624060150374
freq,24,1,13,4,highest_base_density,133,0,0.0
freq,24,1,13,4,lowest_base_density,133,80,0.6015037593984962
freq,24,1,13,4,oracle_residual,133,105,0.7894736842105263
freq,24,1,13,5,retrieval_first,133,51,0.38345864661654133
freq,24,1,13,5,longest,133,90,0.6766917293233082
freq,24,1,13,5,highest_base_count,133,53,0.39849624060150374
freq,24,1,13,5,highest_base_density,133,0,0.0
freq,24,1,13,5,lowest_base_density,133,80,0.6015037593984962
freq,24,1,13,5,oracle_residual,133,119,0.8947368421052632
freq,24,1,13,6,retrieval_first,133,51,0.38345864661654133
freq,24,1,13,6,longest,133,104,0.7819548872180451
freq,24,1,13,6,highest_base_count,133,53,0.39849624060150374
freq,24,1,13,6,highest_base_density,133,0,0.0
freq,24,1,13,6,lowest_base_density,133,103,0.7744360902255639
freq,24,1,13,6,oracle_residual,133,133,1.0
freq,97,0,11,1,retrieval_first,87,16,0.1839080459770115
freq,97,0,11,1,longest,87,5,0.05747126436781609
freq,97,0,11,1,highest_base_count,87,16,0.1839080459770115
freq,97,0,11,1,highest_base_density,87,16,0.1839080459770115
freq,97,0,11,1,lowest_base_density,87,32,0.367816091954023
freq,97,0,11,1,oracle_residual,87,32,0.367816091954023
freq,97,0,11,2,retrieval_first,87,18,0.20689655172413793
freq,97,0,11,2,longest,87,5,0.05747126436781609
freq,97,0,11,2,highest_base_count,87,18,0.20689655172413793
freq,97,0,11,2,highest_base_density,87,18,0.20689655172413793
freq,97,0,11,2,lowest_base_density,87,32,0.367816091954023
freq,97,0,11,2,oracle_residual,87,50,0.5747126436781609
freq,97,0,11,3,retrieval_first,87,23,0.26436781609195403
freq,97,0,11,3,longest,87,13,0.14942528735632185
freq,97,0,11,3,highest_base_count,87,36,0.41379310344827586
freq,97,0,11,3,highest_base_density,87,36,0.41379310344827586
freq,97,0,11,3,lowest_base_density,87,32,0.367816091954023
freq,97,0,11,3,oracle_residual,87,66,0.7586206896551724
freq,97,0,11,4,retrieval_first,87,31,0.3563218390804598
freq,97,0,11,4,longest,87,31,0.3563218390804598
freq,97,0,11,4,highest_base_count,87,41,0.47126436781609193
freq,97,0,11,4,highest_base_density,87,39,0.4482758620689655
freq,97,0,11,4,lowest_base_density,87,32,0.367816091954023
freq,97,0,11,4,oracle_residual,87,74,0.8505747126436781
freq,97,0,11,5,retrieval_first,87,31,0.3563218390804598
freq,97,0,11,5,longest,87,34,0.39080459770114945
freq,97,0,11,5,highest_base_count,87,49,0.5632183908045977
freq,97,0,11,5,highest_base_density,87,42,0.4827586206896552
freq,97,0,11,5,lowest_base_density,87,40,0.45977011494252873
freq,97,0,11,5,oracle_residual,87,79,0.9080459770114943
freq,97,0,11,6,retrieval_first,87,34,0.39080459770114945
freq,97,0,11,6,longest,87,34,0.39080459770114945
freq,97,0,11,6,highest_base_count,87,52,0.5977011494252874
freq,97,0,11,6,highest_base_density,87,47,0.5402298850574713
freq,97,0,11,6,lowest_base_density,87,45,0.5172413793103449
freq,97,0,11,6,oracle_residual,87,82,0.9425287356321839
freq,144,1,13,1,retrieval_first,105,18,0.17142857142857143
freq,144,1,13,1,longest,105,0,0.0
freq,144,1,13,1,highest_base_count,105,0,0.0
freq,144,1,13,1,highest_base_density,105,5,0.047619047619047616
freq,144,1,13,1,lowest_base_density,105,35,0.3333333333333333
freq,144,1,13,1,oracle_residual,105,35,0.3333333333333333
freq,144,1,13,2,retrieval_first,105,23,0.21904761904761905
freq,144,1,13,2,longest,105,18,0.17142857142857143
freq,144,1,13,2,highest_base_count,105,5,0.047619047619047616
freq,144,1,13,2,highest_base_density,105,10,0.09523809523809523
freq,144,1,13,2,lowest_base_density,105,35,0.3333333333333333
freq,144,1,13,2,oracle_residual,105,64,0.6095238095238096
freq,144,1,13,3,retrieval_first,105,23,0.21904761904761905
freq,144,1,13,3,longest,105,47,0.44761904761904764
freq,144,1,13,3,highest_base_count,105,10,0.09523809523809523
freq,144,1,13,3,highest_base_density,105,10,0.09523809523809523
freq,144,1,13,3,lowest_base_density,105,36,0.34285714285714286
freq,144,1,13,3,oracle_residual,105,82,0.780952380952381
freq,144,1,13,4,retrieval_first,105,23,0.21904761904761905
freq,144,1,13,4,longest,105,47,0.44761904761904764
freq,144,1,13,4,highest_base_count,105,16,0.1523809523809524
freq,144,1,13,4,highest_base_density,105,16,0.1523809523809524
freq,144,1,13,4,lowest_base_density,105,54,0.5142857142857142
freq,144,1,13,4,oracle_residual,105,88,0.8380952380952381
freq,144,1,13,5,retrieval_first,105,29,0.2761904761904762
freq,144,1,13,5,longest,105,47,0.44761904761904764
freq,144,1,13,5,highest_base_count,105,16,0.1523809523809524
freq,144,1,13,5,highest_base_density,105,16,0.1523809523809524
freq,144,1,13,5,lowest_base_density,105,83,0.7904761904761904
freq,144,1,13,5,oracle_residual,105,94,0.8952380952380953
freq,144,1,13,6,retrieval_first,105,30,0.2857142857142857
freq,144,1,13,6,longest,105,48,0.45714285714285713
freq,144,1,13,6,highest_base_count,105,16,0.1523809523809524
freq,144,1,13,6,highest_base_density,105,16,0.1523809523809524
freq,144,1,13,6,lowest_base_density,105,83,0.7904761904761904
freq,144,1,13,6,oracle_residual,105,99,0.9428571428571428
freq,145,0,11,1,retrieval_first,85,1,0.011764705882352941
freq,145,0,11,1,longest,85,0,0.0
freq,145,0,11,1,highest_base_count,85,1,0.011764705882352941
freq,145,0,11,1,highest_base_density,85,6,0.07058823529411765
freq,145,0,11,1,lowest_base_density,85,28,0.32941176470588235
freq,145,0,11,1,oracle_residual,85,28,0.32941176470588235
freq,145,0,11,2,retrieval_first,85,1,0.011764705882352941
freq,145,0,11,2,longest,85,0,0.0
freq,145,0,11,2,highest_base_count,85,7,0.08235294117647059
freq,145,0,11,2,highest_base_density,85,6,0.07058823529411765
freq,145,0,11,2,lowest_base_density,85,28,0.32941176470588235
freq,145,0,11,2,oracle_residual,85,48,0.5647058823529412
freq,145,0,11,3,retrieval_first,85,7,0.08235294117647059
freq,145,0,11,3,longest,85,0,0.0
freq,145,0,11,3,highest_base_count,85,7,0.08235294117647059
freq,145,0,11,3,highest_base_density,85,7,0.08235294117647059
freq,145,0,11,3,lowest_base_density,85,37,0.43529411764705883
freq,145,0,11,3,oracle_residual,85,68,0.8
freq,145,0,11,4,retrieval_first,85,7,0.08235294117647059
freq,145,0,11,4,longest,85,1,0.011764705882352941
freq,145,0,11,4,highest_base_count,85,7,0.08235294117647059
freq,145,0,11,4,highest_base_density,85,27,0.3176470588235294
freq,145,0,11,4,lowest_base_density,85,37,0.43529411764705883
freq,145,0,11,4,oracle_residual,85,77,0.9058823529411765
freq,145,0,11,5,retrieval_first,85,7,0.08235294117647059
freq,145,0,11,5,longest,85,10,0.11764705882352941
freq,145,0,11,5,highest_base_count,85,27,0.3176470588235294
freq,145,0,11,5,highest_base_density,85,28,0.32941176470588235
freq,145,0,11,5,lowest_base_density,85,37,0.43529411764705883
freq,145,0,11,5,oracle_residual,85,83,0.9764705882352941
freq,145,0,11,6,retrieval_first,85,8,0.09411764705882353
freq,145,0,11,6,longest,85,16,0.18823529411764706
freq,145,0,11,6,highest_base_count,85,27,0.3176470588235294
freq,145,0,11,6,highest_base_density,85,48,0.5647058823529412
freq,145,0,11,6,lowest_base_density,85,57,0.6705882352941176
freq,145,0,11,6,oracle_residual,85,84,0.9882352941176471
freq,173,0,11,1,retrieval_first,143,26,0.18181818181818182
freq,173,0,11,1,longest,143,2,0.013986013986013986
freq,173,0,11,1,highest_base_count,143,5,0.03496503496503497
freq,173,0,11,1,highest_base_density,143,5,0.03496503496503497
freq,173,0,11,1,lowest_base_density,143,30,0.2097902097902098
freq,173,0,11,1,oracle_residual,143,30,0.2097902097902098
freq,173,0,11,2,retrieval_first,143,52,0.36363636363636365
freq,173,0,11,2,longest,143,9,0.06293706293706294
freq,173,0,11,2,highest_base_count,143,31,0.21678321678321677
freq,173,0,11,2,highest_base_density,143,31,0.21678321678321677
freq,173,0,11,2,lowest_base_density,143,37,0.25874125874125875
freq,173,0,11,2,oracle_residual,143,56,0.3916083916083916
freq,173,0,11,3,retrieval_first,143,71,0.4965034965034965
freq,173,0,11,3,longest,143,9,0.06293706293706294
freq,173,0,11,3,highest_base_count,143,57,0.3986013986013986
freq,173,0,11,3,highest_base_density,143,57,0.3986013986013986
freq,173,0,11,3,lowest_base_density,143,39,0.2727272727272727
freq,173,0,11,3,oracle_residual,143,82,0.5734265734265734
freq,173,0,11,4,retrieval_first,143,81,0.5664335664335665
freq,173,0,11,4,longest,143,26,0.18181818181818182
freq,173,0,11,4,highest_base_count,143,74,0.5174825174825175
freq,173,0,11,4,highest_base_density,143,58,0.40559440559440557
freq,173,0,11,4,lowest_base_density,143,39,0.2727272727272727
freq,173,0,11,4,oracle_residual,143,101,0.7062937062937062
freq,173,0,11,5,retrieval_first,143,86,0.6013986013986014
freq,173,0,11,5,longest,143,27,0.1888111888111888
freq,173,0,11,5,highest_base_count,143,76,0.5314685314685315
freq,173,0,11,5,highest_base_density,143,75,0.5244755244755245
freq,173,0,11,5,lowest_base_density,143,58,0.40559440559440557
freq,173,0,11,5,oracle_residual,143,118,0.8251748251748252
freq,173,0,11,6,retrieval_first,143,93,0.6503496503496503
freq,173,0,11,6,longest,143,46,0.32167832167832167
freq,173,0,11,6,highest_base_count,143,76,0.5314685314685315
freq,173,0,11,6,highest_base_density,143,85,0.5944055944055944
freq,173,0,11,6,lowest_base_density,143,68,0.4755244755244755
freq,173,0,11,6,oracle_residual,143,128,0.8951048951048951
freq,145,1,13,1,retrieval_first,108,24,0.2222222222222222
freq,145,1,13,1,longest,108,5,0.046296296296296294
freq,145,1,13,1,highest_base_count,108,0,0.0
freq,145,1,13,1,highest_base_density,108,0,0.0
freq,145,1,13,1,lowest_base_density,108,29,0.26851851851851855
freq,145,1,13,1,oracle_residual,108,29,0.26851851851851855
freq,145,1,13,2,retrieval_first,108,24,0.2222222222222222
freq,145,1,13,2,longest,108,29,0.26851851851851855
freq,145,1,13,2,highest_base_count,108,3,0.027777777777777776
freq,145,1,13,2,highest_base_density,108,3,0.027777777777777776
freq,145,1,13,2,lowest_base_density,108,34,0.3148148148148148
freq,145,1,13,2,oracle_residual,108,53,0.49074074074074076
freq,145,1,13,3,retrieval_first,108,29,0.26851851851851855
freq,145,1,13,3,longest,108,53,0.49074074074074076
freq,145,1,13,3,highest_base_count,108,3,0.027777777777777776
freq,145,1,13,3,highest_base_density,108,7,0.06481481481481481
freq,145,1,13,3,lowest_base_density,108,58,0.5370370370370371
freq,145,1,13,3,oracle_residual,108,77,0.7129629629629629
freq,145,1,13,4,retrieval_first,108,29,0.26851851851851855
freq,145,1,13,4,longest,108,65,0.6018518518518519
freq,145,1,13,4,highest_base_count,108,10,0.09259259259259259
freq,145,1,13,4,highest_base_density,108,7,0.06481481481481481
freq,145,1,13,4,lowest_base_density,108,82,0.7592592592592593
freq,145,1,13,4,oracle_residual,108,89,0.8240740740740741
freq,145,1,13,5,retrieval_first,108,33,0.3055555555555556
freq,145,1,13,5,longest,108,65,0.6018518518518519
freq,145,1,13,5,highest_base_count,108,14,0.12962962962962962
freq,145,1,13,5,highest_base_density,108,7,0.06481481481481481
freq,145,1,13,5,lowest_base_density,108,94,0.8703703703703703
freq,145,1,13,5,oracle_residual,108,96,0.8888888888888888
freq,145,1,13,6,retrieval_first,108,45,0.4166666666666667
freq,145,1,13,6,longest,108,72,0.6666666666666666
freq,145,1,13,6,highest_base_count,108,14,0.12962962962962962
freq,145,1,13,6,highest_base_density,108,14,0.12962962962962962
freq,145,1,13,6,lowest_base_density,108,94,0.8703703703703703
freq,145,1,13,6,oracle_residual,108,101,0.9351851851851852
freq,97,1,13,1,retrieval_first,74,14,0.1891891891891892
freq,97,1,13,1,longest,74,0,0.0
freq,97,1,13,1,highest_base_count,74,0,0.0
freq,97,1,13,1,highest_base_density,74,0,0.0
freq,97,1,13,1,lowest_base_density,74,31,0.4189189189189189
freq,97,1,13,1,oracle_residual,74,31,0.4189189189189189
freq,97,1,13,2,retrieval_first,74,14,0.1891891891891892
freq,97,1,13,2,longest,74,0,0.0
freq,97,1,13,2,highest_base_count,74,1,0.013513513513513514
freq,97,1,13,2,highest_base_density,74,0,0.0
freq,97,1,13,2,lowest_base_density,74,31,0.4189189189189189
freq,97,1,13,2,oracle_residual,74,56,0.7567567567567568
freq,97,1,13,3,retrieval_first,74,14,0.1891891891891892
freq,97,1,13,3,longest,74,0,0.0
freq,97,1,13,3,highest_base_count,74,4,0.05405405405405406
freq,97,1,13,3,highest_base_density,74,1,0.013513513513513514
freq,97,1,13,3,lowest_base_density,74,31,0.4189189189189189
freq,97,1,13,3,oracle_residual,74,70,0.9459459459459459
freq,97,1,13,4,retrieval_first,74,14,0.1891891891891892
freq,97,1,13,4,longest,74,0,0.0
freq,97,1,13,4,highest_base_count,74,4,0.05405405405405406
freq,97,1,13,4,highest_base_density,74,4,0.05405405405405406
freq,97,1,13,4,lowest_base_density,74,31,0.4189189189189189
freq,97,1,13,4,oracle_residual,74,73,0.9864864864864865
freq,97,1,13,5,retrieval_first,74,14,0.1891891891891892
freq,97,1,13,5,longest,74,0,0.0
freq,97,1,13,5,highest_base_count,74,4,0.05405405405405406
freq,97,1,13,5,highest_base_density,74,4,0.05405405405405406
freq,97,1,13,5,lowest_base_density,74,31,0.4189189189189189
freq,97,1,13,5,oracle_residual,74,74,1.0
freq,97,1,13,6,retrieval_first,74,14,0.1891891891891892
freq,97,1,13,6,longest,74,0,0.0
freq,97,1,13,6,highest_base_count,74,18,0.24324324324324326
freq,97,1,13,6,highest_base_density,74,4,0.05405405405405406
freq,97,1,13,6,lowest_base_density,74,45,0.6081081081081081
freq,97,1,13,6,oracle_residual,74,74,1.0
freq,98,0,11,1,retrieval_first,87,22,0.25287356321839083
freq,98,0,11,1,longest,87,0,0.0
freq,98,0,11,1,highest_base_count,87,22,0.25287356321839083
freq,98,0,11,1,highest_base_density,87,22,0.25287356321839083
freq,98,0,11,1,lowest_base_density,87,31,0.3563218390804598
freq,98,0,11,1,oracle_residual,87,31,0.3563218390804598
freq,98,0,11,2,retrieval_first,87,26,0.2988505747126437
freq,98,0,11,2,longest,87,0,0.0
freq,98,0,11,2,highest_base_count,87,28,0.3218390804597701
freq,98,0,11,2,highest_base_density,87,26,0.2988505747126437
freq,98,0,11,2,lowest_base_density,87,31,0.3563218390804598
freq,98,0,11,2,oracle_residual,87,54,0.6206896551724138
freq,98,0,11,3,retrieval_first,87,26,0.2988505747126437
freq,98,0,11,3,longest,87,0,0.0
freq,98,0,11,3,highest_base_count,87,32,0.367816091954023
freq,98,0,11,3,highest_base_density,87,32,0.367816091954023
freq,98,0,11,3,lowest_base_density,87,31,0.3563218390804598
freq,98,0,11,3,oracle_residual,87,76,0.8735632183908046
freq,98,0,11,4,retrieval_first,87,32,0.367816091954023
freq,98,0,11,4,longest,87,0,0.0
freq,98,0,11,4,highest_base_count,87,32,0.367816091954023
freq,98,0,11,4,highest_base_density,87,33,0.3793103448275862
freq,98,0,11,4,lowest_base_density,87,31,0.3563218390804598
freq,98,0,11,4,oracle_residual,87,82,0.9425287356321839
freq,98,0,11,5,retrieval_first,87,33,0.3793103448275862
freq,98,0,11,5,longest,87,6,0.06896551724137931
freq,98,0,11,5,highest_base_count,87,32,0.367816091954023
freq,98,0,11,5,highest_base_density,87,33,0.3793103448275862
freq,98,0,11,5,lowest_base_density,87,54,0.6206896551724138
freq,98,0,11,5,oracle_residual,87,86,0.9885057471264368
freq,98,0,11,6,retrieval_first,87,33,0.3793103448275862
freq,98,0,11,6,longest,87,29,0.3333333333333333
freq,98,0,11,6,highest_base_count,87,33,0.3793103448275862
freq,98,0,11,6,highest_base_density,87,33,0.3793103448275862
freq,98,0,11,6,lowest_base_density,87,54,0.6206896551724138
freq,98,0,11,6,oracle_residual,87,87,1.0
freq,146,0,11,1,retrieval_first,50,11,0.22
freq,146,0,11,1,longest,50,1,0.02
freq,146,0,11,1,highest_base_count,50,11,0.22
freq,146,0,11,1,highest_base_density,50,0,0.0
freq,146,0,11,1,lowest_base_density,50,27,0.54
freq,146,0,11,1,oracle_residual,50,27,0.54
freq,146,0,11,2,retrieval_first,50,11,0.22
freq,146,0,11,2,longest,50,4,0.08
freq,146,0,11,2,highest_base_count,50,11,0.22
freq,146,0,11,2,highest_base_density,50,11,0.22
freq,146,0,11,2,lowest_base_density,50,28,0.56
freq,146,0,11,2,oracle_residual,50,38,0.76
freq,146,0,11,3,retrieval_first,50,11,0.22
freq,146,0,11,3,longest,50,10,0.2
freq,146,0,11,3,highest_base_count,50,17,0.34
freq,146,0,11,3,highest_base_density,50,11,0.22
freq,146,0,11,3,lowest_base_density,50,31,0.62
freq,146,0,11,3,oracle_residual,50,44,0.88
freq,146,0,11,4,retrieval_first,50,11,0.22
freq,146,0,11,4,longest,50,21,0.42
freq,146,0,11,4,highest_base_count,50,17,0.34
freq,146,0,11,4,highest_base_density,50,12,0.24
freq,146,0,11,4,lowest_base_density,50,31,0.62
freq,146,0,11,4,oracle_residual,50,47,0.94
freq,146,0,11,5,retrieval_first,50,12,0.24
freq,146,0,11,5,longest,50,21,0.42
freq,146,0,11,5,highest_base_count,50,18,0.36
freq,146,0,11,5,highest_base_density,50,12,0.24
freq,146,0,11,5,lowest_base_density,50,32,0.64
freq,146,0,11,5,oracle_residual,50,48,0.96
freq,146,0,11,6,retrieval_first,50,13,0.26
freq,146,0,11,6,longest,50,21,0.42
freq,146,0,11,6,highest_base_count,50,18,0.36
freq,146,0,11,6,highest_base_density,50,18,0.36
freq,146,0,11,6,lowest_base_density,50,38,0.76
freq,146,0,11,6,oracle_residual,50,49,0.98
freq,146,1,13,1,retrieval_first,129,5,0.03875968992248062
freq,146,1,13,1,longest,129,0,0.0
freq,146,1,13,1,highest_base_count,129,9,0.06976744186046512
freq,146,1,13,1,highest_base_density,129,0,0.0
freq,146,1,13,1,lowest_base_density,129,30,0.23255813953488372
freq,146,1,13,1,oracle_residual,129,42,0.32558139534883723
freq,146,1,13,2,retrieval_first,129,25,0.1937984496124031
freq,146,1,13,2,longest,129,2,0.015503875968992248
freq,146,1,13,2,highest_base_count,129,9,0.06976744186046512
freq,146,1,13,2,highest_base_density,129,0,0.0
freq,146,1,13,2,lowest_base_density,129,30,0.23255813953488372
freq,146,1,13,2,oracle_residual,129,72,0.5581395348837209
freq,146,1,13,3,retrieval_first,129,29,0.2248062015503876
freq,146,1,13,3,longest,129,11,0.08527131782945736
freq,146,1,13,3,highest_base_count,129,9,0.06976744186046512
freq,146,1,13,3,highest_base_density,129,5,0.03875968992248062
freq,146,1,13,3,lowest_base_density,129,30,0.23255813953488372
freq,146,1,13,3,oracle_residual,129,92,0.7131782945736435
freq,146,1,13,4,retrieval_first,129,36,0.27906976744186046
freq,146,1,13,4,longest,129,18,0.13953488372093023
freq,146,1,13,4,highest_base_count,129,14,0.10852713178294573
freq,146,1,13,4,highest_base_density,129,15,0.11627906976744186
freq,146,1,13,4,lowest_base_density,129,32,0.24806201550387597
freq,146,1,13,4,oracle_residual,129,102,0.7906976744186046
freq,146,1,13,5,retrieval_first,129,36,0.27906976744186046
freq,146,1,13,5,longest,129,18,0.13953488372093023
freq,146,1,13,5,highest_base_count,129,24,0.18604651162790697
freq,146,1,13,5,highest_base_density,129,24,0.18604651162790697
freq,146,1,13,5,lowest_base_density,129,39,0.3023255813953488
freq,146,1,13,5,oracle_residual,129,111,0.8604651162790697
freq,146,1,13,6,retrieval_first,129,38,0.29457364341085274
freq,146,1,13,6,longest,129,23,0.17829457364341086
freq,146,1,13,6,highest_base_count,129,24,0.18604651162790697
freq,146,1,13,6,highest_base_density,129,44,0.34108527131782945
freq,146,1,13,6,lowest_base_density,129,43,0.3333333333333333
freq,146,1,13,6,oracle_residual,129,118,0.9147286821705426
freq,147,0,11,1,retrieval_first,52,8,0.15384615384615385
freq,147,0,11,1,longest,52,0,0.0
freq,147,0,11,1,highest_base_count,52,8,0.15384615384615385
freq,147,0,11,1,highest_base_density,52,11,0.21153846153846154
freq,147,0,11,1,lowest_base_density,52,28,0.5384615384615384
freq,147,0,11,1,oracle_residual,52,28,0.5384615384615384
freq,147,0,11,2,retrieval_first,52,8,0.15384615384615385
freq,147,0,11,2,longest,52,8,0.15384615384615385
freq,147,0,11,2,highest_base_count,52,8,0.15384615384615385
freq,147,0,11,2,highest_base_density,52,19,0.36538461538461536
freq,147,0,11,2,lowest_base_density,52,28,0.5384615384615384
freq,147,0,11,2,oracle_residual,52,39,0.75
freq,147,0,11,3,retrieval_first,52,8,0.15384615384615385
freq,147,0,11,3,longest,52,8,0.15384615384615385
freq,147,0,11,3,highest_base_count,52,8,0.15384615384615385
freq,147,0,11,3,highest_base_density,52,19,0.36538461538461536
freq,147,0,11,3,lowest_base_density,52,29,0.5576923076923077
freq,147,0,11,3,oracle_residual,52,47,0.9038461538461539
freq,147,0,11,4,retrieval_first,52,8,0.15384615384615385
freq,147,0,11,4,longest,52,8,0.15384615384615385
freq,147,0,11,4,highest_base_count,52,19,0.36538461538461536
freq,147,0,11,4,highest_base_density,52,19,0.36538461538461536
freq,147,0,11,4,lowest_base_density,52,29,0.5576923076923077
freq,147,0,11,4,oracle_residual,52,51,0.9807692307692307
freq,147,0,11,5,retrieval_first,52,8,0.15384615384615385
freq,147,0,11,5,longest,52,9,0.17307692307692307
freq,147,0,11,5,highest_base_count,52,19,0.36538461538461536
freq,147,0,11,5,highest_base_density,52,23,0.4423076923076923
freq,147,0,11,5,lowest_base_density,52,29,0.5576923076923077
freq,147,0,11,5,oracle_residual,52,52,1.0
freq,147,0,11,6,retrieval_first,52,8,0.15384615384615385
freq,147,0,11,6,longest,52,9,0.17307692307692307
freq,147,0,11,6,highest_base_count,52,19,0.36538461538461536
freq,147,0,11,6,highest_base_density,52,23,0.4423076923076923
freq,147,0,11,6,lowest_base_density,52,29,0.5576923076923077
freq,147,0,11,6,oracle_residual,52,52,1.0
freq,173,1,13,1,retrieval_first,135,28,0.2074074074074074
freq,173,1,13,1,longest,135,2,0.014814814814814815
freq,173,1,13,1,highest_base_count,135,0,0.0
freq,173,1,13,1,highest_base_density,135,0,0.0
freq,173,1,13,1,lowest_base_density,135,34,0.2518518518518518
freq,173,1,13,1,oracle_residual,135,40,0.2962962962962963
freq,173,1,13,2,retrieval_first,135,43,0.31851851851851853
freq,173,1,13,2,longest,135,2,0.014814814814814815
freq,173,1,13,2,highest_base_count,135,0,0.0
freq,173,1,13,2,highest_base_density,135,0,0.0
freq,173,1,13,2,lowest_base_density,135,36,0.26666666666666666
freq,173,1,13,2,oracle_residual,135,74,0.5481481481481482
freq,173,1,13,3,retrieval_first,135,43,0.31851851851851853
freq,173,1,13,3,longest,135,2,0.014814814814814815
freq,173,1,13,3,highest_base_count,135,0,0.0
freq,173,1,13,3,highest_base_density,135,0,0.0
freq,173,1,13,3,lowest_base_density,135,38,0.2814814814814815
freq,173,1,13,3,oracle_residual,135,102,0.7555555555555555
freq,173,1,13,4,retrieval_first,135,45,0.3333333333333333
freq,173,1,13,4,longest,135,2,0.014814814814814815
freq,173,1,13,4,highest_base_count,135,0,0.0
freq,173,1,13,4,highest_base_density,135,28,0.2074074074074074
freq,173,1,13,4,lowest_base_density,135,53,0.3925925925925926
freq,173,1,13,4,oracle_residual,135,117,0.8666666666666667
freq,173,1,13,5,retrieval_first,135,45,0.3333333333333333
freq,173,1,13,5,longest,135,4,0.02962962962962963
freq,173,1,13,5,highest_base_count,135,28,0.2074074074074074
freq,173,1,13,5,highest_base_density,135,68,0.5037037037037037
freq,173,1,13,5,lowest_base_density,135,53,0.3925925925925926
freq,173,1,13,5,oracle_residual,135,131,0.9703703703703703
