example,chunk_id,layer,top_m,score_mode,tokens,mean_cos_o_proj_to_delta_hidden_next,mean_scalar_fit_rel_l2_hidden_next,mean_scalar_fit_r2_hidden_next,mean_cos_readout_to_delta_value,mean_scalar_fit_rel_l2_value,mean_scalar_fit_r2_value
1,23,56,16,uniform,16,-0.027071288954175543,0.9985762387514114,0.002842344343662262,-0.11315099603962153,0.9908292405307293,0.01818966120481491
1,23,56,16,recency,16,-0.0316888738743728,0.9985309354960918,0.0029330700635910034,-0.1533374406863004,0.9854247383773327,0.02880830690264702
1,23,56,16,value_norm,16,-0.02025207781116478,0.9989999905228615,0.001998063176870346,1.871056156232953e-05,0.9990648217499256,0.0018681958317756653
1,23,56,32,uniform,16,-0.014034335246833507,0.9987414218485355,0.0025128796696662903,-0.06829994305735454,0.9933047108352184,0.013283547013998032
1,23,56,32,recency,16,-0.026985961067566677,0.9986494183540344,0.002696361392736435,-0.1380923273973167,0.9876057617366314,0.024544209241867065
1,23,56,32,value_norm,16,-0.02025207781116478,0.9989999905228615,0.001998063176870346,1.871056156232953e-05,0.9990648217499256,0.0018681958317756653
1,23,57,16,uniform,16,0.007334538524446543,0.9997911714017391,0.000417511910200119,-0.10466331627685577,0.9930781349539757,0.013773005455732346
1,23,57,16,recency,16,0.0034537741157691926,0.9997658953070641,0.00046806782484054565,-0.13639965880429372,0.9880528822541237,0.0236438550055027
1,23,57,16,value_norm,16,-0.009836309127422282,0.9997669570147991,0.0004658997058868408,0.0025552102088113315,0.9995470717549324,0.0009052902460098267
1,23,57,32,uniform,16,0.015106496756288834,0.9995161779224873,0.0009667426347732544,-0.06763926049461588,0.995635699480772,0.008681043982505798
1,23,57,32,recency,16,0.007090274943038821,0.9996779225766659,0.0006438791751861572,-0.12691152856496046,0.9896430000662804,0.020535513758659363
1,23,57,32,value_norm,16,-0.009836309127422282,0.9997669570147991,0.0004658997058868408,0.0025552102088113315,0.9995470717549324,0.0009052902460098267
1,23,58,16,uniform,16,0.004943979038216639,0.9996520951390266,0.0006954483687877655,-0.11046794382855296,0.9909872822463512,0.017828714102506638
1,23,58,16,recency,16,0.00614878388660145,0.9995477795600891,0.0009037069976329803,-0.14682775794062763,0.9858040139079094,0.02803599089384079
1,23,58,16,value_norm,16,0.0010298396591679193,0.9998953491449356,0.0002092495560646057,0.0032687347702449188,0.9992780685424805,0.001441754400730133
1,23,58,32,uniform,16,0.005529621848836541,0.9996438510715961,0.0007119253277778625,-0.06249375475454144,0.9937716200947762,0.01233065128326416
1,23,58,32,recency,16,0.006471571803558618,0.9995330981910229,0.000932987779378891,-0.13119423131865915,0.98769586160779,0.02432284504175186
1,23,58,32,value_norm,16,0.0010298396591679193,0.9998953491449356,0.0002092495560646057,0.0032687347702449188,0.9992780685424805,0.001441754400730133
1,24,56,16,uniform,16,0.008672673731780378,0.9984784498810768,0.0030374936759471893,-0.03163572709308937,0.9971993826329708,0.005568530410528183
1,24,56,16,recency,16,0.006527500809170306,0.998271893709898,0.0034461766481399536,-0.03252223350136774,0.9964927472174168,0.006936304271221161
1,24,56,16,value_norm,16,-0.02781860256800428,0.9990211576223373,0.0019542239606380463,-0.01628860563505441,0.9993565753102303,0.0012847408652305603
1,24,56,32,uniform,16,0.015306050259823678,0.9984825290739536,0.003028411418199539,-0.038134173562866636,0.9972948618233204,0.0053719282150268555
1,24,56,32,recency,16,0.009699571040982846,0.9982629828155041,0.0034636929631233215,-0.03608605350018479,0.9965132474899292,0.00689498707652092
1,24,56,32,value_norm,16,-0.02781860256800428,0.9990211576223373,0.0019542239606380463,-0.01628860563505441,0.9993565753102303,0.0012847408652305603
1,24,57,16,uniform,16,0.020738825958687812,0.9993908107280731,0.0012176744639873505,-0.05044963976251893,0.9971355944871902,0.005704078823328018
1,24,57,16,recency,16,0.02071821842218924,0.9992944151163101,0.0014101266860961914,-0.047033958544488996,0.9963007606565952,0.007344678044319153
1,24,57,16,value_norm,16,-0.003666253183837398,0.9996762722730637,0.0006469562649726868,-0.01417988634784706,0.9978886470198631,0.004205077886581421
1,24,57,32,uniform,16,0.018639886227902025,0.9992777332663536,0.0014435462653636932,-0.06898264768460649,0.9966756403446198,0.006624612957239151
1,24,57,32,recency,16,0.020889942126814276,0.9992609471082687,0.001477014273405075,-0.05682897748192772,0.9961416088044643,0.007662959396839142
1,24,57,32,value_norm,16,-0.003666253183837398,0.9996762722730637,0.0006469562649726868,-0.01417988634784706,0.9978886470198631,0.004205077886581421
1,24,58,16,uniform,16,0.021710736080422066,0.9994651414453983,0.0010687708854675293,-0.02115277445409447,0.9982547387480736,0.0034805461764335632
1,24,58,16,recency,16,0.021585610942565836,0.9995275922119617,0.0009441748261451721,-0.02395424984570127,0.9974993392825127,0.004965826869010925
1,24,58,16,value_norm,16,0.0013135425397194922,0.9998719096183777,0.00025611743330955505,-0.008783296529145446,0.9984415583312511,0.0031117871403694153
1,24,58,32,uniform,16,0.02541950325394282,0.9994064420461655,0.0011862069368362427,-0.030629680637503043,0.9982991181313992,0.003394283354282379
1,24,58,32,recency,16,0.023716935460470268,0.999481339007616,0.0010366663336753845,-0.02813914933358319,0.997510053217411,0.0049484483897686005
1,24,58,32,value_norm,16,0.0013135425397194922,0.9998719096183777,0.00025611743330955505,-0.008783296529145446,0.9984415583312511,0.0031117871403694153
