dataset,flip,main,sub,gt,old_pred,new_pred,old_reason,new_reason,old_file,new_file
hotpotqa,old_correct_new_wrong,"Jeff Rona's credits include a 2016 Indian epic historical drama film that was written and directed by Jayaraj, and was adapted from What William Shakespeare play?","Jeff Rona's credits include a 2016 Indian epic historical drama film that was written and directed by Jayaraj, and was adapted from What William Shakespeare play?",Macbeth,Answer: Macbeth,1 Henry VI,预测答案“Answer: Macbeth”包含了标准答案“Macbeth”的核心信息，两者在语义上完全等价。预测答案仅仅多包含了“Answer:”这一前缀词，属于措辞上的细微差异，不影响对问题的正确回答，因此判断为正确。,预测答案“1 Henry VI”与标准答案“Macbeth”不一致。问题询问的是Jayaraj执导的2016年印度史诗历史剧情片所改编的莎士比亚戏剧，该电影改编自《麦克白》，而不是《亨利六世第一部》，因此预测答案未能包含正确信息。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Larry Fessenden directed ""Beneath"" (2013) and starred in what 2011 American slasher film?","Larry Fessenden directed ""Beneath"" (2013) and starred in what 2011 American slasher film?",You're Next,<think>  </think>  Answer: You're Next,"1. The question asks which 2011 American slasher film Larry Fessenden starred in, after directing ""Beneath"" (2013).   2.",预测答案为空，没有提供任何实质性的内容或信息，因此未能包含标准答案的关键信息，无法回答问题。,预测答案的最终结论是“You're Next”，这与标准答案完全一致，包含了标准答案的关键信息，且在语义上等价。尽管预测答案的推理过程中存在一些自我矛盾和不确定的表述，但最终给出的答案与标准答案相符，因此判定为正确。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_250_260/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_250_260/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,Laurence Naismith starred in a 1970 musical film adaption in Panavision of which Charles Dickens' story?,Laurence Naismith starred in a 1970 musical film adaption in Panavision of which Charles Dickens' story?,"""A Christmas Carol""",<think>  </think>  Answer: A Christmas Carol,"1843 story ""A Christmas Carol""",您在提示中未提供“预测答案”的具体内容，导致预测答案为空。因此，预测答案未能包含标准答案“A Christmas Carol”的关键信息，无法正确回答该问题。请补充预测答案后再进行评估。,预测答案包含了标准答案的核心关键信息“A Christmas Carol”，并且准确指出了该故事为查尔斯·狄更斯的作品。虽然预测答案增加了“1843 story”这一修饰语，但这不仅没有改变原意，反而提供了更具体的背景信息，两者在语义上完全,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_225_250/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_225_250/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_correct_new_wrong,"Lodoicea and Nothofagus, are genus of what mutual species?","Lodoicea and Nothofagus, are genus of what mutual species?",trees,Answer: Lodoicea and Nothofagus are genus of plants.,Lodoicea and Nothofagus are genus of plants.,预测答案中的“plants”（植物）与标准答案“trees”（树木）在语义上具有包含关系，树木属于植物界。虽然预测答案使用了更宽泛的上位词，但准确回答了Lodoicea和Nothofagus共同所属的生物类别，语义上与标准答案一致，符合允许,标准答案明确指出这两个属的共同物种类别是“trees”（树木），而预测答案给出的是“plants”（植物）。虽然树木属于植物，但“植物”是一个更宽泛的上位概念，在语义上并不与“树木”等价，未能准确提供标准答案所要求的关键信息。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_75_100/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_75_100/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_correct_new_wrong,"Maggie Grace, an American actress, appeared in  ""Taken 2"", a 2012 American action thriller film directed by who?","Maggie Grace, an American actress, appeared in  ""Taken 2"", a 2012 American action thriller film directed by who?",Olivier Megaton,<think>  </think>  Olivier Megaton,20th Century Fox,预测答案“Olivier Megaton”与标准答案完全一致，准确地给出了《Taken 2》这部2012年动作惊悚片的导演名字，正确地回答了所提出的问题。,预测答案“20th Century Fox”是电影的发行公司，而问题询问的是电影的导演。标准答案“Olivier Megaton”才是该片的导演，两者在语义上完全不同，预测答案未能包含标准答案的关键信息。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Nukie is a 1987 South African film directed by Sias Odendaal, and Michael Pakleppa, the film stars include Glynis Johns, a retired Welsh stage, television and film actress, dancer, pianist, and singer, and was born in which country?","Nukie is a 1987 South African film directed by Sias Odendaal, and Michael Pakleppa, the film stars include Glynis Johns, a retired Welsh stage, television and film actress, dancer, pianist, and singer, and was born in which country?",South Africa,<think>  </think>  Answer: South Africa,South Africa,预测答案为空，没有提供任何实质性的内容来回答问题。因此，它未能包含标准答案的关键信息，也没有与标准答案在语义上达成一致，无法正确回答问题。,预测答案“South Africa”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_150_175/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_150_175/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"On season eighteen of a show that premiered on March 17, 2014 Brooke Burke-Charvet was replaced as co-host by an American sportscaster who is a sideline reporter for who?","On season eighteen of a show that premiered on March 17, 2014 Brooke Burke-Charvet was replaced as co-host by an American sportscaster who is a sideline reporter for who?",Fox NFL,<think>  </think>  Answer: Fox NFL,"1. The show in question is ""Dancing with the Stars,"" as mentioned in the document: ""Season eighteen of 'Dancing with the",预测答案为空，没有提供任何实质性的回答内容，因此未能包含标准答案中的关键信息，也无法与标准答案在语义上等价，属于无效回答。,预测答案通过逐步推理得出了最终答案“Fox NFL”，这与标准答案完全一致。预测答案不仅包含了标准答案的关键信息，而且在语义上完全等价，因此判断为正确。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_150_175/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_150_175/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_correct_new_wrong,On what date did this series premier that is an American animated superhero action-comedy television series and stars a fictional character named Blisstina Utonium?,On what date did this series premier that is an American animated superhero action-comedy television series and stars a fictional character named Blisstina Utonium?,"April 4, 2016","Answer: April 4, 2016",2016,"预测答案包含了标准答案中的关键信息“April 4, 2016”，两者在语义上完全等价。尽管预测答案多出了“Answer: ”这样的前缀措辞，但这属于细微的格式差异，不影响对问题核心内容的准确回答，因此判定为正确。","预测答案“2016”仅提供了年份，而问题明确询问的是具体的首播日期。标准答案为“April 4, 2016”，包含了具体的月份和日期。预测答案缺失了关键的具体日期信息，在语义上与标准答案不等价，因此判断为错误。",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Peter Benchley and Ödön von Horváth, have which mutual occupation?","Peter Benchley and Ödön von Horváth, have which mutual occupation?",novelist,Answer: playwright,They are both writers.,预测答案“playwright”（剧作家）与标准答案“novelist”（小说家）在语义上并不等价，这是两个不同的职业。预测答案未能包含标准答案的关键信息，因此未能正确回答问题。,预测答案中的“writers”与标准答案“novelist”在语义上高度相关且等价，因为小说家本身就是作家的一个具体分类。预测答案准确指出了两人的共同职业，符合标准答案的核心意思，允许这种措辞上的细微差异。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,The 1987–88 Georgetown Hoyas play their game in the community that is in what Maryland county?,The 1987–88 Georgetown Hoyas play their game in the community that is in what Maryland county?,Prince George's County,<think>  </think>  Answer: Prince George's County,"1987–88 Georgetown Hoyas played their home games at the Capital Centre in Landover, Maryland, which is located in Prince",预测答案为空，没有提供任何实质性的信息来回答问题。因此，它未能包含标准答案中的关键信息，也无法与标准答案在语义上达成一致，属于无效回答。,预测答案明确指出了1987-88赛季乔治城大学队比赛的地点位于马里兰州的兰多佛，并准确给出了其所在的县为“Prince George's County”。这与标准答案完全一致，包含了关键信息，语义上完全等价，因此回答正确。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,The 2009 AFL Season consisted of how many Rounds won by the team nicknamed the Cats ?,The 2009 AFL Season consisted of how many Rounds won by the team nicknamed the Cats ?,22,"The 2009 AFL Season consisted of 22 home and away rounds. The team nicknamed the Cats, the Geelong Football Club, won th",22,预测答案虽然提到了数字22，但将其解释为“主客场比赛轮次的总数”，并最终错误地推断Cats队只赢得了1个轮次（总决赛）。标准答案明确指出Cats队赢得了22个轮次，预测答案的最终结论与标准答案在语义上完全不符。,预测答案“22”与标准答案“22”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了2009年AFL赛季中绰号为Cats的队伍获胜的轮次数。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_200_225/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_200_225/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?","The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?",Tsui Hark,<think>  </think>  Answer: Tsui Hark,"2005 Hong Kong film ""Seven Swords"" was directed by Tsui Hark.",预测答案部分为空，没有提供任何实质性的回答内容，因此未能包含标准答案“Tsui Hark”的关键信息，无法正确回答该问题所询问的导演是谁。,预测答案明确指出了2005年香港电影《七剑》的导演是Tsui Hark，这与标准答案完全一致。虽然预测答案补充了电影名称等额外信息，但包含了标准答案的关键信息，且语义完全等价，正确回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_0_25/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_0_25/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"The season of what follows the adventures of Finn, a human boy, and his best friend and adoptive brother Jake, the season also includes guest stars Miguel Ferrer as Death; Ferrer would later reprise his role in the fourth season episode ""Sons of Mars""?","The season of what follows the adventures of Finn, a human boy, and his best friend and adoptive brother Jake, the season also includes guest stars Miguel Ferrer as Death; Ferrer would later reprise his role in the fourth season episode ""Sons of Mars""?",Adventure Time,Answer: The second season,"2nd season of ""Adventure Time""",预测答案回答的是“The second season”，而标准答案是“Adventure Time”。问题询问的是“what” follows the adventures，即这部作品的名字，而不是具体的第几季。预测答案未包含标准答案的关键,"预测答案“2nd season of ""Adventure Time""”不仅包含了标准答案的核心信息“Adventure Time”，还根据问题语境准确补充了具体的季数信息。两者在语义上完全一致，均正确回答了问题所指代的作品。",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"Tommy Lee Jones and Marshall Neilan, are of which nationality?","Tommy Lee Jones and Marshall Neilan, are of which nationality?",American,<think>  </think>  Answer: American,"1. According to the document on Tommy Lee Jones, he is an American actor and filmmaker. 2. According to the document on ",您在提示词中并未提供实际的“预测答案”内容，导致我无法将其与标准答案“American”进行比对。因此，当前无法判断预测答案是否正确回答了问题。请补充完整的预测答案以便进行准确评估。,预测答案明确指出了Tommy Lee Jones和Marshall Neilan两人的国籍均为American，这与标准答案完全一致。预测答案不仅包含了标准答案的关键信息，而且在语义上完全等价，因此判断为正确。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_75_100/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_75_100/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,Were Ronnie Van Zant and Mick Jones both lead singers of a band?,Were Ronnie Van Zant and Mick Jones both lead singers of a band?,yes,<think>  </think>  Answer: Yes,yes,预测答案为空，没有提供任何关于Ronnie Van Zant和Mick Jones是否都是乐队主唱的信息，因此未能回答问题，与标准答案“yes”不符。,预测答案“yes”与标准答案“yes”完全一致，准确且肯定地回答了关于Ronnie Van Zant和Mick Jones是否都是乐队主唱的问题，语义上完全等价，符合所有判断标准。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_25_50/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,What American actress born in 1912 did the violin master known for his sweet tone and gemütlich style compose a work for?,What American actress born in 1912 did the violin master known for his sweet tone and gemütlich style compose a work for?,Marta Eggerth,<think>  </think>  Answer: Marta Eggerth,1. The violin master known for his sweet tone and gemütlich style is Fritz Kreisler. 2. The American actress born in 191,预测答案部分为空白，没有提供任何实质性的内容或人名信息，因此未能包含标准答案中的关键信息，也没有回答出问题所询问的女演员名字。,预测答案不仅准确地给出了最终答案“Marta Eggerth”，与标准答案完全一致，还详细地解释了推理过程，正确指出了小提琴大师是弗里茨·克莱斯勒以及女演员的身份，语义上与标准答案完全等价，充分且正确地回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,What Christian publication first published in 1971 has Brandan Robertson written for?,What Christian publication first published in 1971 has Brandan Robertson written for?,Sojourners,<think>  </think>  Sojourners,1. Identify the publication Brandan Robertson has written for: The documents state that Brandan Robertson writes regular,预测答案为空，没有提供任何实质性的内容来回答问题。因此，它未能包含标准答案“ Sojourners”的关键信息，无法与标准答案在语义上等价，属于无效回答。,预测答案不仅包含了标准答案的关键信息“Sojourners”，还通过详细的推理过程验证了该出版物于1971年首次发行，且Brandan Robertson曾为其撰稿。预测答案与标准答案在语义上完全等价，准确回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_0_25/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_0_25/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"What are are commonly known as milkworts or snakeroots, Nothofagus or Polygala ?","What are are commonly known as milkworts or snakeroots, Nothofagus or Polygala ?",Polygala,<think>  </think>  Polygala,Polygala,预测答案为空，没有提供任何信息，因此未能回答问题。标准答案明确指出通常被称为milkworts或snakeroots的是Polygala，而预测答案缺失了这一关键信息。,预测答案“Polygala”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了关于哪种植物通常被称为milkworts或snakeroots的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_125_150/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,"What cartel did Barry Seal work for in the movie ""American Made?""","What cartel did Barry Seal work for in the movie ""American Made?""",Medellín Cartel,<think>  </think>  Answer: Medellín Cartel,Medellín Cartel,预测答案部分为空白，没有提供任何实质性的文字信息，因此未能包含标准答案中的关键信息，也没有在语义上与标准答案保持一致，属于未作答状态。,预测答案与标准答案完全一致，均为“Medellín Cartel”。预测答案准确包含了标准答案的关键信息，语义完全等价，正确回答了关于电影《美国制造》中巴里·希尔为哪个卡特尔工作的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_50_75/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_50_75/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_correct_new_wrong,What day was the book published that was illustarted alongside Dorothy and the Wizard in Oz?,What day was the book published that was illustarted alongside Dorothy and the Wizard in Oz?,"July 20, 1910","Answer: July 20, 1910",1910,"预测答案“July 20, 1910”与标准答案完全一致，包含了标准答案的所有关键信息。虽然预测答案中多出了“Answer: ”这一前缀词，但这属于无关紧要的格式差异，不影响核心语义，两者在语义上完全等价。","预测答案“1910”仅包含了年份，而标准答案为“July 20, 1910”，包含了具体的月和日。预测答案缺失了关键的具体日期信息，在语义上与标准答案并不等价，因此判定为错误。",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_correct_new_wrong,"What flying ace was shot down by the ""Red Barron"" during WWII?","What flying ace was shot down by the ""Red Barron"" during WWII?",Lanoe Hawker,Answer: Lanoe Hawker,1916,预测答案明确给出了“Lanoe Hawker”，这与标准答案完全一致。虽然预测答案包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义，因此预测答案正确地回答了问题。,预测答案“1916”是一个年份，而问题询问的是被击落的飞行王牌的名字。标准答案是“Lanoe Hawker”，预测答案完全没有包含这一关键人物信息，在语义上与标准答案不等价，因此是错误的。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_200_225/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_200_225/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,What movement is David Yerushalmi behind that would prohibit the implementation of Islanic law in courts in any civil jurisdiction?,What movement is David Yerushalmi behind that would prohibit the implementation of Islanic law in courts in any civil jurisdiction?,anti-sharia movement,<think>  </think>  Answer: anti-sharia movement,anti-sharia movement,预测答案部分为空，没有提供任何文字信息，因此未能包含标准答案的关键信息，也没有回答出问题所问的内容。,预测答案“anti-sharia movement”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价。因此，预测答案正确地回答了关于David Yerushalmi所支持的禁止在民事法庭实施伊斯兰法运动的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_100_125/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,What republic was started because of a dispute in the area The Green Mountain Boys were a militia?,What republic was started because of a dispute in the area The Green Mountain Boys were a militia?,Vermont Republic,<think>  </think>  Vermont Republic,Vermont Republic,预测答案为空，没有提供任何实质性的信息来回答问题。因此，它未能包含标准答案中的关键信息（Vermont Republic），无法满足回答该问题的要求。,预测答案与标准答案完全一致，均为“Vermont Republic”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了关于绿山男孩民兵所引发争议而建立的共和国的问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_175_200/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,What state is the college that Everson Walls played at located in?,What state is the college that Everson Walls played at located in?,Louisiana,<think>  </think>  Answer: Louisiana,1. The question asks for the state where the college that Everson Walls played at is located.   2. From the document on ,预测答案部分为空白，没有提供任何实质性的内容或信息，因此未能包含标准答案中的“Louisiana”这一关键信息，无法正确回答所提出的问题。,预测答案通过逐步推理得出了最终结论“Louisiana”，这与标准答案完全一致。预测答案不仅包含了标准答案的关键信息，而且在语义上完全等价，因此正确地回答了问题。,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_50_75/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_50_75/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
hotpotqa,old_wrong_new_correct,What telenovela inspired the TV show that the band Eme 15 was formed on in 2012?,What telenovela inspired the TV show that the band Eme 15 was formed on in 2012?,Quinceañera,<think>  </think>  Answer: Quinceañera,"1987 telenovela ""Quinceañera""",预测答案为空，完全没有提供任何回答问题的信息。由于没有给出具体的预测内容，无法与标准答案“Quinceañera”进行比对，因此判定为错误。,"预测答案“1987 telenovela ""Quinceañera""”不仅包含了标准答案的核心信息“Quinceañera”，还额外补充了该电视剧的年份和类型属性。两者在语义上完全等价，准确回答了问题所问。",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/hotpotqa/seg_0_25/Qwen3-32B/hotpotqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/hotpotqa/seg_0_25/Qwen3-32B/hotpotqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
