dataset,main_question,sub_question,ground_truth,old_correct,new_correct,old_f1,new_f1,old_predicted,new_predicted,old_file,new_file
2wikimqa,Where was the husband of Maude Smith born?,Where was the husband of Maude Smith born?,"Toronto, Ontario",True,False,0.8571428571428571,0,"Answer: Toronto, Ontario","1896 in Paris, France.",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the performer of song Feelin' Myself (Nipsey Hussle Song) born?,Where was the performer of song Feelin' Myself (Nipsey Hussle Song) born?,Crenshaw,False,False,0,0,"</think> Nipsey Hussle was born in Los Angeles, California.","9 July 1956 in Nanterre, Hauts-de-Seine, France",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the performer of song Égérie (Song) born?,Where was the performer of song Égérie (Song) born?,La Trinité,False,False,0,0,"The question refers to the song ""Égérie,"" but the provided documents do not mention a song or performer by that name. Therefore, it is not possible to determine the birthplace of the performer of ""Égérie"" based on the given information.","24 August 1973, West Berlin",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Agnes Of Hohenstaufen's husband?,Where was the place of death of Agnes Of Hohenstaufen's husband?,Brunswick,False,False,0,0,Tilleda </think> Answer: Tilleda,11 July 1302 at the Battle of the Golden Spurs,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Anne Devereux's husband?,Where was the place of death of Anne Devereux's husband?,Banbury,False,False,0,0,</think> Northampton,Northampton,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Enheduanna's father?,Where was the place of death of Enheduanna's father?,Akkadian empire,False,False,0,0,"</think> Answer: The place of death of Enheduanna's father, Sargon of Akkad, is not definitively known. However, the place of death of Jacques MacDonald, a French general, is mentioned as Beaulieu-sur-Loire, France, which is unrelated to Sargon.",Beaulieu-sur-Loire,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Kamures Kadın's husband?,Where was the place of death of Kamures Kadın's husband?,Constantinople,False,False,0,0,"Yıldız Palace </think> Kamures Kadın's husband was Mehmed V. According to the document ""Mehmed V Part 3,"" Mehmed V died at Yıldız Palace. Therefore, the place of death of Kamures Kadın's husband was Yıldız Palace.",Yıldız Palace,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Maria (Wife Of Boris I Of Bulgaria)'s husband?,Where was the place of death of Maria (Wife Of Boris I Of Bulgaria)'s husband?,Preslav,False,False,0,0,"Answer: The place of death of Maria's husband, Boris I of Bulgaria, is not explicitly mentioned in the provided documents. However, it is known that he died on 2 May 907.",1655,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Randi Monsen's father?,Where was the place of death of Randi Monsen's father?,Kristiania,True,False,0.6666666666666666,0,Answer: Kristiania,31 January 1954,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?","Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?",Palencia,True,False,0.07407407407407407,0,"Sancha of Castile, Queen of Navarre's mother was Berengaria of Barcelona. Berengaria of Barcelona died in Palencia.",1179,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Shahnawaz Bhutto's mother?,Where was the place of death of Shahnawaz Bhutto's mother?,Dubai,True,True,0.02469135802469136,0.125,"Shahnawaz Bhutto's mother was Nusrat Bhutto. According to the provided documents, Nusrat Bhutto died in Dubai, United Arab Emirates. Specifically, she died at the age of 82 in the Iranian Hospital Dubai on 23 October 2011. Her body was then flown to her hometown of Garhi Khuda Bakhsh in the Larkana District for burial. Answer: Dubai, United Arab Emirates.",23 October 2011 in the Iranian Hospital Dubai,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of Thomas E. Noell's father?,Where was the place of death of Thomas E. Noell's father?,Washington,True,True,0,0.6666666666666666,"Answer: Washington, D.C.","Washington, D.C.",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of the composer of film Miracle Of Marcelino?,Where was the place of death of the composer of film Miracle Of Marcelino?,Madrid,True,False,0,0,"The composer of the film *Miracle of Marcelino* was Pablo Sorozábal. According to the provided document on Pablo Sorozábal, he ""died in Madrid on 26 December 1988."" Answer: Madrid.",Seville,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of the composer of song Gretchen Am Spinnrade?,Where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,True,True,0.042553191489361694,1.0,"The composer of the song ""Gretchen Am Spinnrade"" is Franz Schubert. According to the provided documents, Franz Schubert died in Vienna. Specifically, he died on 19 November 1828 in Vienna, Austria. Answer: Vienna",Vienna,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the place of death of the director of film Jail Yatra?,Where was the place of death of the director of film Jail Yatra?,Mumbai,False,False,0,0,"Answer: The place of death of the director of the film *Jail Yatra* (1947), Gajanan Jagirdar, is not mentioned in the provided documents.",1970,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the wife of Francis I Rákóczi born?,Where was the wife of Francis I Rákóczi born?,Ozalj,True,True,0.5,0.5,"1643, Ozalj </think> Answer: 1643, Ozalj","1643, Ozalj",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Where was the wife of Lou Breslow born?,Where was the wife of Lou Breslow born?,"Dayton, Ohio",False,True,0,0.4444444444444445,Answer: Leeds,"1911 in Dayton, Ohio",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Which award the director of film Lady Magdalene'S got?,Which award the director of film Lady Magdalene'S got?,Prometheus Award,False,False,0,0,"Answer: The director of the film Lady Magdalene's, J. Neil Schulman, got the ""Special Jury Prize for Libertarian Ideals"" at the 2011 Anthem Film Festival/FreedomFest.","1. ""Best Cutting Edge Film"" at the 2008 San Diego Film Festival, 2. ""Audience Choice -- Feature-Length Narrative Film"" at the 2008 Cinema City International Film Festival, and 3. ""Special Jury Prize for Libertarian Ideals"" at the 2011 Anthem Film Festival/FreedomFest.",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_150_175/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Which award the director of film Tiramisu (2002 Film) earned?,Which award the director of film Tiramisu (2002 Film) earned?,Hong Kong Film Award for Best Director,True,True,0.6153846153846153,0.8,Answer: Hong Kong Film Award for Best Director for Beast Stalker (2008),2008 Hong Kong Film Award for Best Director,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which country Dorothea Of Denmark, Duchess Of Mecklenburg's father is from?","Which country Dorothea Of Denmark, Duchess Of Mecklenburg's father is from?",Norway,False,False,0,0,"</think> Dorothea of Denmark, Duchess of Mecklenburg's father is from Denmark.",Denmark,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Which country Keōpūolani's husband is from?,Which country Keōpūolani's husband is from?,Kingdom of Hawaii,True,True,0.6666666666666666,0,Answer: Hawaii,Hawaiian,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Which country Nizar Al-Mustafa's father is from?,Which country Nizar Al-Mustafa's father is from?,Fatimid caliphate,False,False,0,0,Answer: Egypt,Egypt,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Which country the director of film Renegade Force is from?,Which country the director of film Renegade Force is from?,America,False,False,0,0,Answer: Poland,Ireland,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,Which country the performer of song I Believe In Your Sweet Love is from?,Which country the performer of song I Believe In Your Sweet Love is from?,United Kingdom,False,False,0,0,<think> </think> Answer: Wales,Wales,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out earlier, Above Rubies or The Magic Aster?","Which film came out earlier, Above Rubies or The Magic Aster?",Above Rubies,True,False,0.8,0,Answer: Above Rubies,1932,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_25_50/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out earlier, Alkohol or Night Of Dark Shadows?","Which film came out earlier, Alkohol or Night Of Dark Shadows?",Alkohol,True,False,0.8,0,Answer: Alkohol,1971,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out earlier, Closely Watched Trains or Det Sande Ansigt?","Which film came out earlier, Closely Watched Trains or Det Sande Ansigt?",Det Sande Ansigt,True,True,0.888888888888889,1.0,Answer: Det Sande Ansigt,Det Sande Ansigt,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out earlier, Indradhanura Chhai or The Death Of Black King?","Which film came out earlier, Indradhanura Chhai or The Death Of Black King?",The Death Of Black King,True,False,0.8571428571428571,0,Answer: The Death of Black King,1932,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_0_25/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out earlier, The Drover'S Sweetheart or Pigsty (Film)?","Which film came out earlier, The Drover'S Sweetheart or Pigsty (Film)?",The Drover'S Sweetheart,True,False,0.8,0,Answer: The Drover's Sweetheart,1911,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out earlier, X-Paroni or Mi Novia Está De Madre?","Which film came out earlier, X-Paroni or Mi Novia Está De Madre?",X-Paroni,True,False,0.8,0,Answer: X-Paroni,1964,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out first, F The Prom or The Comedians Of Comedy?","Which film came out first, F The Prom or The Comedians Of Comedy?",The Comedians Of Comedy,True,True,0.8571428571428571,1.0,Answer: The Comedians of Comedy,The Comedians of Comedy,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_100_125/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out first, The Pyrammmid or Revolt Of The Praetorians?","Which film came out first, The Pyrammmid or Revolt Of The Praetorians?",Revolt Of The Praetorians,True,False,0.8333333333333334,0,Answer: Revolt of the Praetorians,1964,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_75_100/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?","Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,True,False,0.9,0,Answer: Una prostituta al servizio del pubblico e in regola con le leggi dello stato came out first.,1970,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_125_150/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?","Which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?",From Corleone To Brooklyn,True,True,0,0,"<think> </think> From Corleone To Brooklyn was directed by Umberto Lenzi, who was born on 6 August 1931. Durango Valley Raiders was directed by Sam Newfield, who was born on 6 December 1899. Therefore, the director of From Corleone To Brooklyn was born later.","1. Determine the directors of the two films: - ""From Corleone to Brooklyn"" was directed by Umberto Lenzi. - ""Durango Valley Raiders"" was directed by Sam Newfield. 2. Find the birth dates of the directors: - Umberto Lenzi was born on 6 August 1931. - Sam Newfield was born on 6 December 1899. 3. Compare the birth dates: - Umberto Lenzi was born later than Sam Newfield. Answer: From Corleone To Brooklyn",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director born later, The Wind'S Fierce or Special Delivery (1927 Film)?","Which film has the director born later, The Wind'S Fierce or Special Delivery (1927 Film)?",The Wind'S Fierce,False,True,0,0,Answer: Special Delivery (1927 Film),"1. Identify the directors of the two films: - ""The Wind's Fierce"" is directed by Mario Camus. - ""Special Delivery (1927 film)"" is directed by W. Augustus Barratt. 2. Determine the birth dates of the directors: - Mario Camus's birth date is not explicitly mentioned in the provided material, but he directed ""The Wind's Fierce"" in 1970, and he was active in the 1970s, suggesting he was born in the early to mid-20th century. - W. Augustus Barratt was born on 3 June 1873. 3. Compare the birth dates: ",MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_175_200/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
2wikimqa,"Which film has the director born later, Woman In The Moon or Changeland?","Which film has the director born later, Woman In The Moon or Changeland?",Changeland,True,True,0,1.0,<think> </think> Changeland,Changeland,MOTIVATION_EXPERIMENTS/cross_dataset_offline_generalization/results/full_rate1/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/FusionRAG_global_topk10_bge/rate_1.0_revert_rope.csv,/mnt/qjhs-sh-lab-04/lpl/hming/qwen3_attention_alpha_rate1_same_pipeline/full_rate1_draft_layout/2wikimqa/seg_50_75/Qwen3-32B/2wikimqa/DraftModel_global_topk10_bge/rate_1.0_draft_Qwen2.5-3B-Instruct_revert_rope.csv
