source,kind,layer,rank,original_gap,delta_recovery_error,final_kv_error,delta_cosine,explained_variance
preprocess,k,4,64,0.11316014740580083,0.3829571927503227,0.0433354923817382,0.9237660897222804,0.8533437885207922
preprocess,k,4,128,0.11316014740580083,0.2903853412922594,0.03286004802511585,0.9569097938481861,0.915676353562578
preprocess,k,5,1,0.10666002205782193,0.9059271089423703,0.09662620542257207,0.4234336704648307,0.17929607328331884
preprocess,k,5,2,0.10666002205782193,0.8445072689774725,0.09007516393712818,0.5355440902896893,0.2868074726442109
preprocess,k,5,4,0.10666002205782193,0.7646926030952993,0.0815621299135979,0.6443952380110634,0.415245222771335
preprocess,k,5,8,0.10666002205782193,0.6900422342217922,0.0735999199229251,0.7237691033680542,0.5238417149901972
preprocess,k,5,16,0.10666002205782193,0.6068037108679595,0.06472169718594477,0.7948517198049418,0.6317892564768738
preprocess,k,5,32,0.10666002205782193,0.5104538964417203,0.05444502385397505,0.8599051224451831,0.7394368196074654
preprocess,k,5,64,0.10666002205782193,0.3993037486354463,0.04258974663722769,0.9168186932680203,0.8405565163256803
preprocess,k,5,128,0.10666002205782193,0.2957773659689011,0.03154762037844746,0.9552569025034569,0.9125157497804988
preprocess,k,6,1,0.11970265825759586,0.9015683659136067,0.1079201300008156,0.43263666232055387,0.18717448158386896
preprocess,k,6,2,0.11970265825759586,0.8356245642740674,0.10002648164895114,0.5493009990722527,0.30173158758177493
preprocess,k,6,4,0.11970265825759586,0.74994894695012,0.08977088250741411,0.661495711980362,0.437576576968406
preprocess,k,6,8,0.11970265825759586,0.6699553620321704,0.08019543774918082,0.7424013825986207,0.5511598128843435
preprocess,k,6,16,0.11970265825759586,0.578315039708696,0.06922584756347802,0.8158135294580063,0.6655517148467294
preprocess,k,6,32,0.11970265825759586,0.4851628744976525,0.05807528576526537,0.8744238018313403,0.7646169852091751
preprocess,k,6,64,0.11970265825759586,0.3852130911152984,0.046111031002126705,0.9228276515327208,0.8516108744333968
preprocess,k,6,128,0.11970265825759586,0.29035302198543406,0.03475602856478263,0.9569196009194952,0.915695122623926
preprocess,k,7,1,0.07692597647140642,0.8761556562721758,0.06739912939968305,0.48202828338415254,0.23235126598227288
preprocess,k,7,2,0.07692597647140642,0.8100147225988016,0.062311173492128204,0.5864095404861577,0.3438761491731866
preprocess,k,7,4,0.07692597647140642,0.7396217720934823,0.05689612703780315,0.6730227590841908,0.4529596342452968
preprocess,k,7,8,0.07692597647140642,0.6693438537453172,0.051489929544492774,0.7429527612529395,0.5519788054533673
preprocess,k,7,16,0.07692597647140642,0.6031975408283199,0.04640155983336955,0.7975918296589224,0.6361527267386674
preprocess,k,7,32,0.07692597647140642,0.5266608833668613,0.040513902722289295,0.8500754754321743,0.7226283139312373
preprocess,k,7,64,0.07692597647140642,0.44004492715848825,0.033850885712955615,0.897975758070384,0.8063604620820808
preprocess,k,7,128,0.07692597647140642,0.3505163558126947,0.026963812940090474,0.9365566103059593,0.8771382843077884
preprocess,k,8,1,0.05743872442025663,0.8500492904077543,0.048825746935365705,0.5267031458775172,0.2774162038772732
preprocess,k,8,2,0.05743872442025663,0.7891678273922307,0.045328793358914994,0.6141776129174901,0.37721414020902627
preprocess,k,8,4,0.05743872442025663,0.7321543790848277,0.04205401361333753,0.6811387268294986,0.4639499651869103
preprocess,k,8,8,0.05743872442025663,0.6764217532066796,0.03885280267430531,0.7365145020899465,0.5424536117888018
preprocess,k,8,16,0.05743872442025663,0.6118736077980022,0.03514523953833763,0.7909555537956964,0.6256106880802567
preprocess,k,8,32,0.05743872442025663,0.5331473078804111,0.03062330129274465,0.8460224276577247,0.7157539480998701
preprocess,k,8,64,0.05743872442025663,0.44715437199234853,0.02568397674618143,0.8944568003029147,0.8000529676081284
preprocess,k,8,128,0.05743872442025663,0.35844259873042916,0.020588485648957752,0.9335517679354352,0.8715189034153765
preprocess,k,9,1,0.08667821718266683,0.9195219493473666,0.07970252322976021,0.39303865543788297,0.15447938466841887
preprocess,k,9,2,0.08667821718266683,0.8584345855454544,0.07440757944302147,0.5129230569387616,0.2630900623394041
preprocess,k,9,4,0.08667821718266683,0.7918595117606178,0.06863697073854734,0.6107032942716423,0.37295851363423616
preprocess,k,9,8,0.08667821718266683,0.7282720547425796,0.06312532332904434,0.6852881250109483,0.469619814281021
preprocess,k,9,16,0.08667821718266683,0.655249034633073,0.05679581813265829,0.7554129351635606,0.5706487026124257
preprocess,k,9,32,0.08667821718266683,0.566836412425062,0.04913236966322323,0.8238303718297141,0.678696481549085
preprocess,k,9,64,0.08667821718266683,0.4753600717104069,0.04120336353568273,0.8797913401616754,0.7740328022234768
preprocess,k,9,128,0.08667821718266683,0.3788555174540582,0.03283852082273448,0.9254558319523508,0.8564684968946178
preprocess,k,10,1,0.057356490578038884,0.8810738633296432,0.050535304740623004,0.4729786965153686,0.22370884735737714
preprocess,k,10,2,0.057356490578038884,0.8115113392419518,0.04654544248320273,0.5843366720322573,0.34144934628173373
preprocess,k,10,4,0.057356490578038884,0.7547056741493217,0.04328726888853805,0.656063522386985,0.430419345406818
preprocess,k,10,8,0.057356490578038884,0.6963899960101655,0.03994248624479759,0.7176635517127519,0.5150409734569616
preprocess,k,10,16,0.057356490578038884,0.62039968078005,0.03558394844527927,0.7842858127545161,0.615104236088012
preprocess,k,10,32,0.057356490578038884,0.5346557350094072,0.030665976627561514,0.845069964571899,0.7141432450215506
preprocess,k,10,64,0.057356490578038884,0.4442755141820419,0.025482084343235668,0.8958902095113453,0.8026192674982823
preprocess,k,10,128,0.057356490578038884,0.3528912220084871,0.02024060205020242,0.9356643551131766,0.8754677854293567
preprocess,k,11,1,0.0979186201832909,0.8819482563469868,0.08635915633455628,0.4713462348704078,0.2221672731265096
preprocess,k,11,2,0.0979186201832909,0.8285128517978936,0.08112683525217312,0.5599700477755231,0.3135664544057216
preprocess,k,11,4,0.0979186201832909,0.7657089348055535,0.07497716235817724,0.6431872411350716,0.41368982715894476
preprocess,k,11,8,0.0979186201832909,0.7042691112224001,0.06896105960861006,0.7099331088053371,0.5040050189780106
preprocess,k,11,16,0.0979186201832909,0.6284145099063686,0.0615334817131906,0.7778786561791875,0.6050952037391386
preprocess,k,11,32,0.0979186201832909,0.5454884415141997,0.05341347551900421,0.8381183449694974,0.7024423601744095
preprocess,k,11,64,0.0979186201832909,0.4583590040215708,0.044881881222379696,0.8887671367868828,0.7899070234323536
preprocess,k,11,128,0.0979186201832909,0.3651037262048592,0.03575045309375784,0.9309668464082528,0.8666992691113272
preprocess,k,12,1,0.14311358201475013,0.898149650066978,0.1285374136063796,0.4396898976376021,0.193327206084565
preprocess,k,12,2,0.14311358201475013,0.8209682820014191,0.11749171155771862,0.5709737997033125,0.3260110799476384
preprocess,k,12,4,0.14311358201475013,0.7495176246802765,0.10726615205118147,0.6619843882552188,0.43822333029363625
preprocess,k,12,8,0.14311358201475013,0.6827385488501087,0.09770915930549151,0.7306627634648203,0.5338680739140479
preprocess,k,12,16,0.14311358201475013,0.6172090484767936,0.0883309977794295,0.7867992059467085,0.619052990478371
preprocess,k,12,32,0.14311358201475013,0.5406884240487276,0.07737985711952358,0.8412229360280801,0.7076560280997033
preprocess,k,12,64,0.14311358201475013,0.45003360414736215,0.0644059211165371,0.8930116209423791,0.7974697551381353
preprocess,k,12,128,0.14311358201475013,0.35219122544317427,0.05040334782733708,0.9359280638600571,0.8759613407208352
preprocess,k,13,1,0.1302709047559462,0.9042893082057682,0.1178025863410941,0.42692018816721833,0.18226084706473308
preprocess,k,13,2,0.1302709047559462,0.8407740313642792,0.10952839376112891,0.5413862098201783,0.29309902818345807
preprocess,k,13,4,0.1302709047559462,0.7669590473518642,0.0999124490092859,0.6416960492983583,0.41177381968512106
preprocess,k,13,8,0.1302709047559462,0.7078334470260546,0.09221010356060423,0.7063793678125188,0.49897181127121365
preprocess,k,13,16,0.1302709047559462,0.6424214085712394,0.08368881812916472,0.7663515732412538,0.5872947338093447
preprocess,k,13,32,0.1302709047559462,0.5621044826943694,0.07322585952796859,0.827066231044948,0.6840385505348954
preprocess,k,13,64,0.1302709047559462,0.4687022762973672,0.0610582695944295,0.8833562000652208,0.7803181761936664
preprocess,k,13,128,0.1302709047559462,0.3707564038830243,0.04829877217790257,0.9287301486329211,0.8625396889797278
preprocess,k,14,1,0.11224716731830844,0.9212514687849772,0.10340786775894475,0.38896751954568415,0.15129573126152218
preprocess,k,14,2,0.11224716731830844,0.8689876573745305,0.09754140297486381,0.4948337613085081,0.24486045133072554
preprocess,k,14,4,0.11224716731830844,0.8119498663771535,0.09113907250531454,0.5837271747058916,0.3407374144901225
preprocess,k,14,8,0.11224716731830844,0.7552836445100972,0.08477844961810668,0.6553980594536003,0.429546616335545
preprocess,k,14,16,0.11224716731830844,0.6900682092729806,0.07745820174730975,0.7237443378367681,0.5238058665507819
preprocess,k,14,32,0.11224716731830844,0.6073049070552231,0.0681682555154574,0.7944688476376193,0.6311807498666467
preprocess,k,14,64,0.11224716731830844,0.508430851442354,0.05706992285163993,0.8611028215617477,0.741498069301603
preprocess,k,14,128,0.11224716731830844,0.40145814939465596,0.04506254006640042,0.9158773685841451,0.8388313542846181
preprocess,k,15,1,0.11133335632258383,0.9188479051420717,0.10229842122944197,0.3946118690764717,0.15571852721602644
preprocess,k,15,2,0.11133335632258383,0.8545202480612267,0.09513660726226326,0.519418083679592,0.26979514565337964
preprocess,k,15,4,0.11133335632258383,0.7952210125060875,0.08853462434054611,0.606319669208243,0.3676235412687932
preprocess,k,15,8,0.11133335632258383,0.7302672374028522,0.08130310255248066,0.6831615928724377,0.4667097619760064
preprocess,k,15,16,0.11133335632258383,0.6626780137007108,0.07377816742648333,0.7489044332608004,0.5608578501576805
preprocess,k,15,32,0.11133335632258383,0.5824642687664804,0.06484770197975179,0.8128563068650753,0.6607353756103294
preprocess,k,15,64,0.11133335632258383,0.4851647659458302,0.0540150217622101,0.8744227523828093,0.7646151498847278
preprocess,k,15,128,0.11133335632258383,0.3821647817777403,0.04254768782360366,0.924094194099699,0.8539500795687721
preprocess,k,16,1,0.10286405307493278,0.9219793679065703,0.09483853463433442,0.38723900262577,0.1499540451546011
preprocess,k,16,2,0.10286405307493278,0.861407405382046,0.08860785706635892,0.5079146404199937,0.2579772819529715
preprocess,k,16,4,0.10286405307493278,0.7971523911644527,0.08199832587354984,0.6037781589796002,0.3645480652607954
preprocess,k,16,8,0.10286405307493278,0.733159229095936,0.07541572985410115,0.680057015838711,0.4624775447914528
preprocess,k,16,16,0.10286405307493278,0.6677832512643708,0.0686908918006094,0.7443557814182585,0.5540655293307862
preprocess,k,16,32,0.10286405307493278,0.5888269124679923,0.06056912277605637,0.8082591584098575,0.6532828671534112
preprocess,k,16,64,0.10286405307493278,0.4888151861184938,0.05028151124872589,0.8723873645462447,0.7610597138199423
preprocess,k,16,128,0.10286405307493278,0.38118328684453506,0.039210057849253584,0.9244994871985581,0.8546993018303969
preprocess,k,17,1,0.13127103354136718,0.9342830981108067,0.12264430790923615,0.35653203584597093,0.1271150925844727
preprocess,k,17,2,0.13127103354136718,0.8749053682978993,0.11484973194735575,0.4842939154310295,0.23454059652351716
preprocess,k,17,4,0.13127103354136718,0.8024546887180948,0.10533905635814039,0.5967130571341185,0.3560664725543457
preprocess,k,17,8,0.13127103354136718,0.7394094808978635,0.09706304676774834,0.6732559836780895,0.45327361955835194
preprocess,k,17,16,0.13127103354136718,0.6697326944176045,0.08791650299264359,0.7426022609904548,0.5514581180281356
preprocess,k,17,32,0.13127103354136718,0.5861640074133787,0.07694635507790384,0.8101924193752299,0.6564117564130885
preprocess,k,17,64,0.13127103354136718,0.48241940329273386,0.06332769367064682,0.8759403628824753,0.7672715193266826
preprocess,k,17,128,0.13127103354136718,0.3735581429230694,0.04903736350930508,0.927606766823026,0.8604543138558677
preprocess,k,18,1,0.17513030260946352,0.9117412013387056,0.15967351249196335,0.41076511753245776,0.16872798178145385
preprocess,k,18,2,0.17513030260946352,0.8543813269379461,0.1496280603305175,0.5196465608274091,0.27003254817975425
preprocess,k,18,4,0.17513030260946352,0.7755017273374749,0.13581385218277367,0.631345444979682,0.39859707089659274
preprocess,k,18,8,0.17513030260946352,0.7027802706489572,0.12307812146671257,0.7114069799956831,0.5060998911865784
preprocess,k,18,16,0.17513030260946352,0.6334822629600403,0.1109419404099196,0.7737572116077668,0.5987002225150264
preprocess,k,18,32,0.17513030260946352,0.5533637777004597,0.09691076584179742,0.832939691411735,0.6937885295290762
preprocess,k,18,64,0.17513030260946352,0.45393687973739255,0.07949810311400522,0.8910338429118615,0.79394130921428
preprocess,k,18,128,0.17513030260946352,0.34665805432738295,0.06071032995636243,0.937991574253177,0.8798281933699532
preprocess,k,19,1,0.1663558845337211,0.9171019959932415,0.15256531375109683,0.3986526419644207,0.15892392894521257
preprocess,k,19,2,0.1663558845337211,0.8573600772853953,0.14262689402071144,0.5147171047062464,0.264933697877181
preprocess,k,19,4,0.1663558845337211,0.7871549595328899,0.13094785955819935,0.6167552753586907,0.38038706968277436
preprocess,k,19,8,0.1663558845337211,0.7289611963883175,0.12126698461593816,0.6845550190891253,0.46861557416011274
preprocess,k,19,16,0.1663558845337211,0.6585825323082874,0.10955907970060312,0.7525085036983991,0.5662690481384035
preprocess,k,19,32,0.1663558845337211,0.5744350336349234,0.09556064812749553,0.818550176918217,0.6700243921328444
preprocess,k,19,64,0.1663558845337211,0.47445328609627674,0.07892809607847677,0.8802806821193139,0.7748940793124446
preprocess,k,19,128,0.1663558845337211,0.36837622707872003,0.06128155309687538,0.929676801540862,0.8642989553232473
preprocess,k,20,1,0.18303652705113976,0.9219410754727028,0.16874889260031622,0.3873301606591414,0.15002465335623627
preprocess,k,20,2,0.18303652705113976,0.8508502097797475,0.1557366674388187,0.5254083369321044,0.27605392051775973
preprocess,k,20,4,0.18303652705113976,0.7657842677120836,0.14016649283242005,0.6430975472855326,0.41357445532466786
preprocess,k,20,8,0.18303652705113976,0.6937719292803596,0.12698560450104596,0.7201947723655093,0.5186805101426077
preprocess,k,20,16,0.18303652705113976,0.6224684253471983,0.11393445877454282,0.7826449127450963,0.6125330594457794
preprocess,k,20,32,0.18303652705113976,0.540514108023126,0.09893382515469758,0.8413349505565334,0.7078444990279644
preprocess,k,20,64,0.18303652705113976,0.4418394173944526,0.08087275247417955,0.8970941585120988,0.8047779292365307
preprocess,k,20,128,0.18303652705113976,0.3362326465152256,0.061542855899360406,0.9417789588950092,0.8869476074173673
preprocess,k,21,1,0.19940722165044797,0.9014565939013232,0.17975695482833903,0.4328695061006549,0.18737600931182488
preprocess,k,21,2,0.19940722165044797,0.8092859335107753,0.16137745952217286,0.5874149111331726,0.34505627782159304
preprocess,k,21,4,0.19940722165044797,0.7322936124167679,0.1460246346843977,0.6809890345766226,0.46374606521360057
preprocess,k,21,8,0.19940722165044797,0.6645598987917791,0.13251804303837159,0.7472349971179483,0.5583601409178602
preprocess,k,21,16,0.19940722165044797,0.5907680946990721,0.11780342440367071,0.8068414083855812,0.6509930582856281
preprocess,k,21,32,0.19940722165044797,0.5098000478323421,0.10165781113551281,0.8602929217598746,0.7401039112301417
preprocess,k,21,64,0.19940722165044797,0.4199124129838856,0.08373356760965212,0.9075646342944677,0.8236735654220507
preprocess,k,21,128,0.19940722165044797,0.3221730049933069,0.06424362381649124,0.9466808093827521,0.8962045548535826
preprocess,k,22,1,0.19618218655000388,0.9175592506609124,0.18000878008384086,0.39759907133516414,0.15808502152658493
preprocess,k,22,2,0.19618218655000388,0.8482700597982155,0.16641547511611646,0.5295638825013768,0.28043790564993193
preprocess,k,22,4,0.19618218655000388,0.7822344446622016,0.1534604637485587,0.6229841680043058,0.3881092735840171
preprocess,k,22,8,0.19618218655000388,0.7232529554696266,0.14188934623278396,0.6905832045484818,0.47690516240445024
preprocess,k,22,16,0.19618218655000388,0.6518662531734866,0.127884546885733,0.7583339554401872,0.5750703879735599
preprocess,k,22,32,0.19618218655000388,0.5661740286201702,0.11107325890252946,0.8242857328111453,0.6794469693160067
preprocess,k,22,64,0.19618218655000388,0.46510247347751654,0.09124482021663438,0.8852568492618942,0.783679689165096
preprocess,k,22,128,0.19618218655000388,0.35653683272142855,0.06994617542890283,0.9342812675597066,0.8728814869129721
preprocess,k,23,1,0.21833244538364568,0.9046696790332677,0.19751874328777116,0.4261135668314781,0.18157277183784454
preprocess,k,23,2,0.21833244538364568,0.8212886761085145,0.17931396502066893,0.5705128486685672,0.32548491049592354
preprocess,k,23,4,0.21833244538364568,0.7542009805657365,0.16466654439766068,0.6566436483464083,0.43118088091368156
preprocess,k,23,8,0.21833244538364568,0.6841172518837632,0.14936499253292151,0.7293720488714985,0.5319835856750077
preprocess,k,23,16,0.21833244538364568,0.6138915126878848,0.13403243516541122,0.78939040445763,0.6231372106497807
preprocess,k,23,32,0.21833244538364568,0.5300030804509743,0.11571686861572632,0.8479957162111599,0.719096734712478
preprocess,k,23,64,0.21833244538364568,0.43303488363617454,0.09454556508070845,0.9013771627649575,0.8124807895542048
preprocess,k,23,128,0.21833244538364568,0.32717587680682364,0.07143310925377222,0.944963462592965,0.8929559456356861
preprocess,k,24,1,0.2440241313997003,0.9110935404101295,0.22232880982245956,0.41219966111453293,0.1699085606229358
preprocess,k,24,2,0.2440241313997003,0.8250046782881156,0.2013210500199466,0.5651258981879372,0.31936728080272286
preprocess,k,24,4,0.2440241313997003,0.7520197426439659,0.1835109644941199,0.6591405818743854,0.43446630667370334
preprocess,k,24,8,0.2440241313997003,0.6807760901697668,0.1661257940813614,0.7324915801926773,0.5365439150531655
preprocess,k,24,16,0.2440241313997003,0.6027663199109825,0.14708952765327138,0.7979177674303105,0.6366727635809711
preprocess,k,24,32,0.2440241313997003,0.5146210750358704,0.12557996083560827,0.8574177214922287,0.735165149128925
preprocess,k,24,64,0.2440241313997003,0.41675136771508303,0.10169739051631024,0.9090205154492431,0.8263182975076077
preprocess,k,24,128,0.2440241313997003,0.312462769968359,0.07624845603627316,0.9499300065708528,0.9023670173837004
preprocess,k,25,1,0.09662406588302033,0.9217016319282024,0.089058559207918,0.3878996026047053,0.1504661017008883
preprocess,k,25,2,0.09662406588302033,0.8468500580053053,0.08182609579774422,0.5318317208068836,0.28284497925641094
preprocess,k,25,4,0.09662406588302033,0.7592632604612923,0.07336310330136873,0.6507836055968895,0.4235193013136878
preprocess,k,25,8,0.09662406588302033,0.6926295978080659,0.06692468789113644,0.7212934494643889,0.5202642402402369
preprocess,k,25,16,0.09662406588302033,0.6184197307749416,0.05975422880975765,0.785847972949125,0.6175570365882488
preprocess,k,25,32,0.09662406588302033,0.5334879172512015,0.051547771664275384,0.8458076862661956,0.7153906421469752
preprocess,k,25,64,0.09662406588302033,0.43459085569159045,0.04199193547250242,0.9006279965386659,0.8111307881492512
preprocess,k,25,128,0.09662406588302033,0.3285155778740246,0.03174251084009824,0.9444985521926943,0.8920775150940957
preprocess,k,26,1,0.22872942893961154,0.9220667037543674,0.2109037905939664,0.3870309985357189,0.14979299382755562
preprocess,k,26,2,0.22872942893961154,0.8468321322369833,0.19369543001427877,0.5318602634254269,0.28287533981096447
preprocess,k,26,4,0.22872942893961154,0.7770872534601194,0.17774272372018426,0.6293928824746974,0.39613540050980817
preprocess,k,26,8,0.22872942893961154,0.7030506591625789,0.16080837578587415,0.7111397687171371,0.5057197706510633
preprocess,k,26,16,0.22872942893961154,0.6296803802464889,0.14402643378825686,0.7768543098500755,0.6035026187326372
preprocess,k,26,32,0.22872942893961154,0.5445399280988503,0.12455230678886717,0.838734920404593,0.7034762667060989
preprocess,k,26,64,0.22872942893961154,0.445141695598024,0.10181700583134642,0.8954601447524709,0.8018488708401161
preprocess,k,26,128,0.22872942893961154,0.33802321992392065,0.07731585806152708,0.941137770356851,0.8857403027922648
preprocess,k,27,1,0.18370945002064862,0.9257009875747211,0.1700600193109233,0.37825610583728314,0.14307768160318596
preprocess,k,27,2,0.18370945002064862,0.8700736000767194,0.1598407425475799,0.49292182995839917,0.242971930449537
preprocess,k,27,4,0.18370945002064862,0.811107477274542,0.14900810855774185,0.584897136520028,0.34210466030932823
preprocess,k,27,8,0.18370945002064862,0.7405552025185005,0.1360469889646038,0.6719955297639878,0.45157799202278265
preprocess,k,27,16,0.18370945002064862,0.6641664381245852,0.1220136510700407,0.7475847393231763,0.5588829424689015
preprocess,k,27,32,0.18370945002064862,0.579143808183879,0.10639419048432443,0.8152253979374504,0.6645924494422744
preprocess,k,27,64,0.18370945002064862,0.4744926412739712,0.08716878216728617,0.8802594693480158,0.7748567333768505
preprocess,k,27,128,0.18370945002064862,0.3592659968193859,0.06600055868680949,0.9332352026843892,0.870927943529373
preprocess,k,28,1,0.22475006133416103,0.9332741950339905,0.20975343257547913,0.35916469325875705,0.12899927688365706
preprocess,k,28,2,0.22475006133416103,0.8721548224550535,0.1960168498396576,0.4892299721689118,0.23934596566839422
preprocess,k,28,4,0.22475006133416103,0.7998113461747295,0.17975764910852834,0.6002514560833375,0.3603018105301669
preprocess,k,28,8,0.22475006133416103,0.7276991039640816,0.16355041824874136,0.6858965039201416,0.4704540140898728
preprocess,k,28,16,0.22475006133416103,0.6506771425604955,0.14623972769920798,0.7593544996569842,0.5766192561493088
preprocess,k,28,32,0.22475006133416103,0.5654296852030263,0.12708035642953552,0.8247965028364309,0.6802892710912066
preprocess,k,28,64,0.22475006133416103,0.4619089867642582,0.10381407310606719,0.886927329574648,0.7866400879464164
preprocess,k,28,128,0.22475006133416103,0.35013141368366313,0.07869205670041979,0.9367005888499694,0.8774079931518796
preprocess,k,29,1,0.17944226443606717,0.9415337517560958,0.16895094845809977,0.336918676098685,0.1135141943040906
preprocess,k,29,2,0.17944226443606717,0.9025816016853196,0.1619612864447462,0.4305188175900828,0.185346452299163
preprocess,k,29,4,0.17944226443606717,0.8380662528149817,0.15038450615256987,0.5455684703982215,0.29764495589265516
preprocess,k,29,8,0.17944226443606717,0.7712727137310611,0.13839892224965222,0.6365048319171857,0.40513840105392473
preprocess,k,29,16,0.17944226443606717,0.6992933498165425,0.12548278219616324,0.7148348137173781,0.5109888109023587
preprocess,k,29,32,0.17944226443606717,0.6140680924598876,0.1101897690289385,0.7892530505627932,0.622920377822675
preprocess,k,29,64,0.17944226443606717,0.5083642140914179,0.09122202573482567,0.8611421635428236,0.7415658258312151
preprocess,k,29,128,0.17944226443606717,0.38669251568099455,0.06938898065427708,0.9222087064847652,0.8504688983163038
preprocess,k,30,1,0.15655099510969606,0.9373850767472636,0.14674856656576293,0.34829472848656023,0.1213092178915267
preprocess,k,30,2,0.15655099510969606,0.9037720443740571,0.141486412899083,0.4280141257107495,0.18319609180793728
preprocess,k,30,4,0.15655099510969606,0.8447670860909336,0.13224912796345395,0.5351341609890299,0.28636857025743295
preprocess,k,30,8,0.15655099510969606,0.7813767265141361,0.12232530409134484,0.6240596215603544,0.3894504112620528
preprocess,k,30,16,0.15655099510969606,0.7112739055237164,0.11135063770529775,0.7029149531209585,0.49408943132103933
preprocess,k,30,32,0.15655099510969606,0.6267948484855741,0.09812535726004779,0.7791843285846721,0.6071282179119463
preprocess,k,30,64,0.15655099510969606,0.5214650179396603,0.08163586747334933,0.853272661618307,0.7280742350651898
preprocess,k,30,128,0.15655099510969606,0.39978390211242326,0.06258656770453717,0.9166094215159281,0.8401728316117644
preprocess,k,31,1,0.15594160095740434,0.9482545089313035,0.14787232623782473,0.3175112380553679,0.10081338629145249
preprocess,k,31,2,0.15594160095740434,0.9147127453162218,0.14264176992075409,0.404104681432993,0.16330059355606077
preprocess,k,31,4,0.15594160095740434,0.8619269473472754,0.1344102680776625,0.5070324816386097,0.2570819374366071
preprocess,k,31,8,0.15594160095740434,0.7994424756058751,0.12466633951933083,0.6007426472268718,0.3608917281971497
preprocess,k,31,16,0.15594160095740434,0.7345668195432318,0.1145495258497603,0.6785363568933805,0.4604115876261411
preprocess,k,31,32,0.15594160095740434,0.6510552071717914,0.10152659131802372,0.7590303796387176,0.5761271172144957
preprocess,k,31,64,0.15594160095740434,0.5452894414749823,0.08503330848877756,0.8382478303079001,0.702659425015902
preprocess,k,31,128,0.15594160095740434,0.42001215383413865,0.06549736769046317,0.9075184794986865,0.8235897906316079
preprocess,k,32,1,0.0906869634176314,0.9168708630006979,0.08314823441163642,0.3991839432897515,0.15934782058035554
preprocess,k,32,2,0.0906869634176314,0.8707217389232316,0.07896311048466749,0.4917760195114274,0.24184365336650382
preprocess,k,32,4,0.0906869634176314,0.8165336648981045,0.0740489585978789,0.5772978209625167,0.33327277408807
preprocess,k,32,8,0.0906869634176314,0.7548111710105603,0.0684515330526542,0.6559421438798293,0.4302600961176667
preprocess,k,32,16,0.0906869634176314,0.6862353521735846,0.06223260027845126,0.7273795717692355,0.5290810414271964
preprocess,k,32,32,0.0906869634176314,0.602897692686151,0.05467496100120335,0.7978185082797437,0.6365143721537154
preprocess,k,32,64,0.0906869634176314,0.4979103047668864,0.04515397359365633,0.8672285329755625,0.7520853284069463
preprocess,k,32,128,0.0906869634176314,0.37832553231641664,0.0343091937091348,0.9256726157759556,0.8568697915975
preprocess,k,33,1,0.13492660988776908,0.9444553723631142,0.12743216158324558,0.3286396957375226,0.10800404961445143
preprocess,k,33,2,0.13492660988776908,0.8997391951067555,0.12139875937890456,0.4364279789251003,0.1904693807886478
preprocess,k,33,4,0.13492660988776908,0.8466659556824818,0.11423776710762541,0.5321247593264853,0.28315675948826985
preprocess,k,33,8,0.13492660988776908,0.7876883330757158,0.10628011643005422,0.6160739322000244,0.37954708993640024
preprocess,k,33,16,0.13492660988776908,0.7179901689058721,0.09687597942321603,0.6960532431894253,0.48449011735451725
preprocess,k,33,32,0.13492660988776908,0.6335875275878947,0.085487817164608,0.7736710185117824,0.5985668448850587
preprocess,k,33,64,0.13492660988776908,0.5244481818923076,0.07076201524453316,0.8514423671099842,0.7249541045098531
preprocess,k,33,128,0.13492660988776908,0.39907066530495056,0.053845251975253534,0.9169201732392325,0.8407426040930641
preprocess,k,34,1,0.08965474614782498,0.9138010563429598,0.08192660173604237,0.4061620728557639,0.16496762942649085
preprocess,k,34,2,0.08965474614782498,0.8698565431527816,0.07798676756138721,0.493304768205511,0.24334959433429293
preprocess,k,34,4,0.08965474614782498,0.808297562029689,0.07246771273567759,0.5887741937422707,0.3466550512168609
preprocess,k,34,8,0.08965474614782498,0.7491725252091231,0.06716687256854895,0.6623749145852262,0.4387405274717858
preprocess,k,34,16,0.08965474614782498,0.6823863357722966,0.061179173708409716,0.7309917159251932,0.5343488887512584
preprocess,k,34,32,0.08965474614782498,0.6006757045790957,0.05385342781120474,0.7994927754072622,0.6391886979284069
preprocess,k,34,64,0.08965474614782498,0.49666687055570735,0.044528542199706596,0.8679412535951959,0.7533220196924002
preprocess,k,34,128,0.08965474614782498,0.3777217918642374,0.033864551364089786,0.925919136831543,0.8573262479508698
preprocess,k,35,1,0.15670132859363242,0.9269084565352161,0.14524778662374158,0.3752875073906715,0.14084071320350333
preprocess,k,35,2,0.15670132859363242,0.8736932299342687,0.13690888991396188,0.4864772758999388,0.23666013996702517
preprocess,k,35,4,0.15670132859363242,0.8184527112000779,0.12825262723611275,0.5745738938807105,0.3301351595292419
preprocess,k,35,8,0.15670132859363242,0.7588902040922467,0.11891910323794794,0.6512185947382246,0.42408565813282806
preprocess,k,35,16,0.15670132859363242,0.6909002261574172,0.10826498336450839,0.7229501210288506,0.5226568774956297
preprocess,k,35,32,0.15670132859363242,0.6077559236731223,0.09523616070022851,0.7941238802858342,0.6306327372402301
preprocess,k,35,64,0.15670132859363242,0.5015350446949443,0.07859120783996458,0.8651373295280006,0.7484625989428403
preprocess,k,35,128,0.15670132859363242,0.3806781906297386,0.05965277823830011,0.9247075836062276,0.8550841151788684
