base_method,example_id,sub_q_idx,chunk_order,chunk_id,chunk_len,residual_count,residual_frac
mean,151,1,1,11,55,4,0.042105263157894736
mean,151,1,2,1,102,1,0.010526315789473684
mean,151,1,10,3,55,9,0.09473684210526316
mean,50,3,11,1,189,90,0.3157894736842105
mean,50,3,13,1,189,49,0.17192982456140352
mean,50,3,14,3,27,27,0.09473684210526316
mean,50,3,7,7,196,1,0.0035087719298245615
mean,50,3,12,3,265,10,0.03508771929824561
mean,50,3,10,10,265,14,0.04912280701754386
mean,50,3,4,2,212,3,0.010526315789473684
mean,50,3,2,11,265,2,0.007017543859649123
mean,50,3,0,0,189,78,0.2736842105263158
mean,50,3,3,1,321,8,0.028070175438596492
mean,50,3,6,6,139,3,0.010526315789473684
mean,178,1,4,12,109,1,0.011494252873563218
mean,178,1,10,18,41,3,0.034482758620689655
mean,178,1,11,1,56,43,0.4942528735632184
mean,178,1,12,3,27,27,0.3103448275862069
mean,178,1,0,0,56,13,0.14942528735632185
mean,78,1,1,11,117,13,0.06435643564356436
mean,78,1,11,8,171,74,0.36633663366336633
mean,78,1,12,11,27,27,0.13366336633663367
mean,78,1,7,16,205,2,0.009900990099009901
mean,78,1,4,13,154,8,0.039603960396039604
mean,78,1,2,8,119,7,0.034653465346534656
mean,78,1,3,12,232,4,0.019801980198019802
mean,78,1,10,19,117,20,0.09900990099009901
mean,78,1,6,15,104,1,0.0049504950495049506
mean,78,1,0,0,171,46,0.22772277227722773
mean,101,1,10,16,135,18,0.12162162162162163
mean,101,1,1,1,176,21,0.14189189189189189
mean,101,1,2,3,126,12,0.08108108108108109
mean,101,1,11,1,176,35,0.23648648648648649
mean,101,1,7,13,87,5,0.033783783783783786
mean,101,1,4,2,111,1,0.006756756756756757
mean,101,1,0,0,135,16,0.10810810810810811
mean,101,1,12,3,39,39,0.2635135135135135
mean,101,1,5,11,165,1,0.006756756756756757
mean,3,0,2,2,90,1,0.008695652173913044
mean,3,0,1,1,92,19,0.16521739130434782
mean,3,0,6,6,52,1,0.008695652173913044
mean,3,0,3,3,170,6,0.05217391304347826
mean,3,0,10,10,30,30,0.2608695652173913
mean,3,0,4,4,141,2,0.017391304347826087
mean,3,0,8,8,68,4,0.034782608695652174
mean,3,0,0,0,108,44,0.3826086956521739
mean,3,0,5,5,200,7,0.06086956521739131
mean,3,0,9,9,90,1,0.008695652173913044
mean,51,0,2,2,162,5,0.049019607843137254
mean,51,0,7,7,110,1,0.00980392156862745
mean,51,0,3,3,78,8,0.0784313725490196
mean,51,0,8,8,109,4,0.0392156862745098
mean,51,0,4,4,106,1,0.00980392156862745
mean,51,0,9,9,62,16,0.1568627450980392
mean,51,0,0,0,83,19,0.18627450980392157
mean,51,0,5,5,95,1,0.00980392156862745
mean,51,0,10,10,31,31,0.30392156862745096
mean,51,0,1,1,94,13,0.12745098039215685
mean,51,0,6,6,169,3,0.029411764705882353
mean,179,0,7,7,126,3,0.02586206896551724
mean,179,0,8,8,96,37,0.31896551724137934
mean,179,0,3,3,91,4,0.034482758620689655
mean,179,0,9,9,130,8,0.06896551724137931
mean,179,0,4,4,115,1,0.008620689655172414
mean,179,0,0,0,108,10,0.08620689655172414
mean,179,0,10,10,28,28,0.2413793103448276
mean,179,0,5,5,102,1,0.008620689655172414
mean,179,0,1,1,97,13,0.11206896551724138
mean,179,0,6,6,42,9,0.07758620689655173
mean,179,0,2,2,159,2,0.017241379310344827
mean,3,1,10,10,108,21,0.175
mean,3,1,11,1,92,34,0.2833333333333333
mean,3,1,6,11,52,1,0.008333333333333333
mean,3,1,2,1,170,2,0.016666666666666666
mean,3,1,12,2,31,31,0.25833333333333336
mean,3,1,7,7,141,1,0.008333333333333333
mean,3,1,0,0,92,27,0.225
mean,3,1,1,2,108,3,0.025
mean,152,0,7,7,71,14,0.09333333333333334
mean,152,0,4,4,194,4,0.02666666666666667
mean,152,0,3,3,342,4,0.02666666666666667
mean,152,0,5,5,156,7,0.04666666666666667
mean,152,0,8,8,160,10,0.06666666666666667
mean,152,0,0,0,71,21,0.14
mean,152,0,6,6,314,8,0.05333333333333334
mean,152,0,9,9,109,36,0.24
mean,152,0,1,1,123,9,0.06
mean,152,0,10,10,34,34,0.22666666666666666
mean,152,0,2,2,155,3,0.02
mean,102,0,9,9,136,47,0.42727272727272725
mean,102,0,10,10,27,27,0.24545454545454545
mean,102,0,2,2,158,1,0.00909090909090909
mean,102,0,8,8,185,1,0.00909090909090909
mean,102,0,0,0,124,16,0.14545454545454545
mean,102,0,4,4,147,1,0.00909090909090909
mean,102,0,5,5,78,13,0.11818181818181818
mean,102,0,1,1,59,4,0.03636363636363636
mean,79,0,9,9,140,22,0.2
mean,79,0,10,10,32,32,0.2909090909090909
mean,79,0,2,2,89,5,0.045454545454545456
mean,79,0,3,3,135,1,0.00909090909090909
mean,79,0,7,7,191,1,0.00909090909090909
mean,79,0,8,8,127,23,0.20909090909090908
mean,79,0,4,4,76,1,0.00909090909090909
mean,79,0,0,0,158,20,0.18181818181818182
mean,79,0,5,5,128,1,0.00909090909090909
mean,79,0,1,1,118,1,0.00909090909090909
mean,79,0,6,6,101,3,0.02727272727272727
mean,51,1,6,13,130,2,0.019230769230769232
mean,51,1,12,2,71,6,0.057692307692307696
mean,51,1,3,11,208,1,0.009615384615384616
mean,51,1,13,11,208,8,0.07692307692307693
mean,51,1,7,14,95,1,0.009615384615384616
mean,51,1,4,12,162,7,0.0673076923076923
mean,51,1,14,12,35,35,0.33653846153846156
mean,51,1,0,0,94,19,0.18269230769230768
mean,51,1,10,16,83,15,0.14423076923076922
mean,51,1,5,3,116,2,0.019230769230769232
mean,51,1,11,1,94,3,0.028846153846153848
mean,51,1,1,2,83,3,0.028846153846153848
mean,51,1,2,1,71,2,0.019230769230769232
mean,152,1,5,1,314,6,0.046875
mean,152,1,1,11,224,13,0.1015625
mean,152,1,2,12,155,4,0.03125
mean,152,1,10,15,71,3,0.0234375
mean,152,1,11,1,224,23,0.1796875
mean,152,1,6,7,116,2,0.015625
mean,152,1,0,0,180,32,0.25
mean,152,1,3,3,71,3,0.0234375
mean,152,1,7,13,123,10,0.078125
mean,152,1,12,12,30,30,0.234375
mean,152,1,4,8,71,2,0.015625
mean,27,1,10,19,112,22,0.1732283464566929
mean,27,1,3,3,149,1,0.007874015748031496
mean,27,1,5,14,75,1,0.007874015748031496
mean,27,1,6,15,122,2,0.015748031496062992
mean,27,1,11,3,46,27,0.2125984251968504
mean,27,1,12,12,27,27,0.2125984251968504
mean,27,1,7,16,122,2,0.015748031496062992
mean,27,1,4,13,297,1,0.007874015748031496
mean,27,1,0,0,147,20,0.15748031496062992
mean,27,1,1,11,46,17,0.13385826771653545
mean,27,1,2,12,112,7,0.05511811023622047
mean,102,1,6,15,103,1,0.00684931506849315
mean,102,1,2,1,121,1,0.00684931506849315
mean,102,1,3,12,165,4,0.0273972602739726
mean,102,1,7,16,153,2,0.0136986301369863
mean,102,1,4,13,151,1,0.00684931506849315
mean,102,1,0,0,73,43,0.2945205479452055
mean,102,1,10,19,124,12,0.0821917808219178
mean,102,1,8,17,260,2,0.0136986301369863
mean,102,1,11,1,73,52,0.3561643835616438
mean,102,1,12,11,24,24,0.1643835616438356
mean,102,1,1,11,124,4,0.0273972602739726
mean,4,0,2,2,192,5,0.043859649122807015
mean,4,0,5,5,74,4,0.03508771929824561
mean,4,0,6,6,60,4,0.03508771929824561
mean,4,0,3,3,126,4,0.03508771929824561
mean,4,0,7,7,45,3,0.02631578947368421
mean,4,0,8,8,79,4,0.03508771929824561
mean,4,0,0,0,96,22,0.19298245614035087
mean,4,0,4,4,265,1,0.008771929824561403
mean,4,0,9,9,102,30,0.2631578947368421
mean,4,0,1,1,139,1,0.008771929824561403
mean,4,0,10,10,36,36,0.3157894736842105
mean,179,1,4,1,115,1,0.008264462809917356
mean,179,1,10,17,108,2,0.01652892561983471
mean,179,1,0,0,78,16,0.1322314049586777
mean,179,1,11,1,78,32,0.2644628099173554
mean,179,1,6,13,122,1,0.008264462809917356
mean,179,1,1,11,34,11,0.09090909090909091
mean,179,1,12,11,34,24,0.19834710743801653
mean,179,1,13,12,30,30,0.24793388429752067
mean,179,1,2,12,159,4,0.03305785123966942
mean,52,0,1,1,94,8,0.10666666666666667
mean,52,0,6,6,169,1,0.013333333333333334
mean,52,0,2,2,162,3,0.04
mean,52,0,9,9,62,16,0.21333333333333335
mean,52,0,8,8,109,2,0.02666666666666667
mean,52,0,0,0,83,9,0.12
mean,52,0,5,5,95,2,0.02666666666666667
mean,52,0,10,10,31,31,0.41333333333333333
mean,52,0,3,3,78,3,0.04
mean,32,0,1,1,72,12,0.09090909090909091
mean,32,0,8,8,182,8,0.06060606060606061
mean,32,0,2,2,114,4,0.030303030303030304
mean,32,0,9,9,100,32,0.24242424242424243
mean,32,0,3,3,78,6,0.045454545454545456
mean,32,0,10,10,31,31,0.23484848484848486
mean,32,0,4,4,285,6,0.045454545454545456
mean,32,0,0,0,221,22,0.16666666666666666
mean,32,0,6,6,90,4,0.030303030303030304
mean,32,0,7,7,65,7,0.05303030303030303
mean,79,1,2,11,51,11,0.05555555555555555
mean,79,1,9,17,135,51,0.25757575757575757
mean,79,1,3,12,121,10,0.050505050505050504
mean,79,1,8,16,396,2,0.010101010101010102
mean,79,1,4,13,95,6,0.030303030303030304
mean,79,1,7,15,92,4,0.020202020202020204
mean,79,1,0,0,128,45,0.22727272727272727
mean,79,1,10,4,38,38,0.1919191919191919
mean,79,1,5,14,76,7,0.03535353535353535
mean,79,1,1,6,147,24,0.12121212121212122
mean,153,0,10,10,82,29,0.3372093023255814
mean,153,0,11,1,29,29,0.3372093023255814
mean,153,0,6,6,83,1,0.011627906976744186
mean,153,0,3,3,109,1,0.011627906976744186
mean,153,0,7,7,32,1,0.011627906976744186
mean,153,0,4,4,178,1,0.011627906976744186
mean,153,0,0,0,82,11,0.12790697674418605
mean,153,0,1,1,112,6,0.06976744186046512
mean,153,0,9,9,126,4,0.046511627906976744
mean,153,0,2,2,124,3,0.03488372093023256
mean,4,1,11,1,148,86,0.4
mean,4,1,1,11,139,5,0.023255813953488372
mean,4,1,8,17,86,1,0.004651162790697674
mean,4,1,3,13,265,5,0.023255813953488372
mean,4,1,0,0,148,33,0.15348837209302327
mean,4,1,12,11,139,52,0.24186046511627907
mean,4,1,13,12,28,28,0.13023255813953488
mean,4,1,5,14,196,3,0.013953488372093023
mean,4,1,10,19,96,2,0.009302325581395349
mean,180,0,8,8,126,17,0.12408759124087591
mean,180,0,1,1,159,36,0.26277372262773724
mean,180,0,2,2,108,1,0.0072992700729927005
mean,180,0,10,10,25,25,0.18248175182481752
mean,180,0,4,4,160,6,0.043795620437956206
mean,180,0,9,9,178,8,0.058394160583941604
mean,180,0,5,5,114,2,0.014598540145985401
mean,180,0,3,3,322,3,0.021897810218978103
mean,180,0,6,6,208,1,0.0072992700729927005
mean,180,0,0,0,115,35,0.25547445255474455
mean,180,0,7,7,60,3,0.021897810218978103
mean,103,0,9,9,96,18,0.11042944785276074
mean,103,0,10,10,38,38,0.2331288343558282
mean,103,0,3,3,143,2,0.012269938650306749
mean,103,0,6,6,113,6,0.03680981595092025
mean,103,0,4,4,221,16,0.09815950920245399
mean,103,0,7,7,108,7,0.04294478527607362
mean,103,0,0,0,57,21,0.12883435582822086
mean,103,0,1,1,118,39,0.2392638036809816
mean,103,0,8,8,157,9,0.05521472392638037
mean,103,0,2,2,171,6,0.03680981595092025
mean,103,0,5,5,189,1,0.006134969325153374
mean,32,1,6,2,78,1,0.006802721088435374
mean,32,1,7,4,127,7,0.047619047619047616
mean,32,1,2,11,90,1,0.006802721088435374
mean,32,1,3,7,285,4,0.027210884353741496
mean,32,1,10,14,221,6,0.04081632653061224
mean,32,1,0,0,114,28,0.19047619047619047
mean,32,1,11,1,114,47,0.3197278911564626
mean,32,1,1,3,116,17,0.11564625850340136
mean,32,1,8,12,214,1,0.006802721088435374
mean,32,1,4,5,65,1,0.006802721088435374
mean,32,1,12,3,33,33,0.22448979591836735
mean,32,1,5,8,72,1,0.006802721088435374
mean,52,1,9,17,71,33,0.2727272727272727
mean,52,1,3,12,208,8,0.06611570247933884
mean,52,1,10,18,35,35,0.2892561983471074
mean,52,1,4,13,147,2,0.01652892561983471
mean,52,1,0,0,94,16,0.1322314049586777
mean,52,1,7,15,116,1,0.008264462809917356
mean,52,1,1,2,110,4,0.03305785123966942
mean,52,1,8,16,130,9,0.0743801652892562
mean,52,1,5,14,83,1,0.008264462809917356
mean,52,1,2,11,71,12,0.09917355371900827
mean,103,1,10,17,57,12,0.11650485436893204
mean,103,1,5,4,97,2,0.019417475728155338
mean,103,1,0,0,55,23,0.22330097087378642
mean,103,1,11,1,55,37,0.3592233009708738
mean,103,1,12,11,29,29,0.2815533980582524
mean,33,0,10,10,63,16,0.2222222222222222
mean,33,0,6,6,42,5,0.06944444444444445
mean,33,0,2,2,96,3,0.041666666666666664
mean,33,0,0,0,63,5,0.06944444444444445
mean,33,0,11,1,28,28,0.3888888888888889
mean,33,0,3,3,62,1,0.013888888888888888
mean,33,0,7,7,67,2,0.027777777777777776
mean,33,0,1,1,112,10,0.1388888888888889
mean,33,0,4,4,51,2,0.027777777777777776
mean,52,2,14,13,37,37,0.19072164948453607
mean,52,2,2,19,208,35,0.18041237113402062
mean,52,2,10,2,83,2,0.010309278350515464
mean,52,2,7,23,150,2,0.010309278350515464
mean,52,2,12,2,71,29,0.14948453608247422
mean,52,2,13,12,208,53,0.27319587628865977
mean,52,2,0,0,71,27,0.13917525773195877
mean,52,2,4,20,190,5,0.02577319587628866
mean,52,2,1,12,133,2,0.010309278350515464
mean,52,2,5,21,125,2,0.010309278350515464
mean,126,1,10,14,204,2,0.012195121951219513
mean,126,1,11,1,95,44,0.2682926829268293
mean,126,1,3,7,170,11,0.06707317073170732
mean,126,1,6,1,91,1,0.006097560975609756
mean,126,1,7,2,80,1,0.006097560975609756
mean,126,1,12,6,61,6,0.036585365853658534
mean,126,1,13,11,93,11,0.06707317073170732
mean,126,1,4,10,93,4,0.024390243902439025
mean,126,1,14,12,30,30,0.18292682926829268
mean,126,1,0,0,95,47,0.2865853658536585
mean,126,1,1,6,61,1,0.006097560975609756
mean,126,1,2,11,96,5,0.03048780487804878
mean,126,1,5,12,204,1,0.006097560975609756
mean,154,0,1,1,190,6,0.06
mean,154,0,2,2,94,2,0.02
mean,154,0,10,10,111,35,0.35
mean,154,0,11,1,28,28,0.28
mean,154,0,0,0,111,23,0.23
mean,154,0,5,5,140,2,0.02
mean,154,0,9,9,204,4,0.04
mean,79,2,11,1,128,51,0.33116883116883117
mean,79,2,1,6,147,21,0.13636363636363635
mean,79,2,2,11,76,1,0.006493506493506494
mean,79,2,6,3,101,2,0.012987012987012988
mean,79,2,12,6,38,38,0.24675324675324675
mean,79,2,3,5,135,4,0.025974025974025976
mean,79,2,8,18,92,2,0.012987012987012988
mean,79,2,4,4,127,5,0.032467532467532464
mean,79,2,0,0,128,27,0.17532467532467533
mean,79,2,9,16,51,1,0.006493506493506494
mean,79,2,10,12,158,1,0.006493506493506494
mean,79,2,5,9,89,1,0.006493506493506494
mean,6,0,9,9,148,1,0.009523809523809525
mean,6,0,5,5,49,2,0.01904761904761905
mean,6,0,2,2,154,2,0.01904761904761905
mean,6,0,6,6,203,2,0.01904761904761905
mean,6,0,10,10,86,47,0.44761904761904764
mean,6,0,11,5,25,25,0.23809523809523808
mean,6,0,7,7,140,7,0.06666666666666667
mean,6,0,0,0,183,3,0.02857142857142857
mean,6,0,3,3,244,1,0.009523809523809525
mean,6,0,8,8,113,3,0.02857142857142857
mean,6,0,4,4,86,10,0.09523809523809523
mean,6,0,1,1,84,2,0.01904761904761905
mean,53,0,10,10,148,67,0.5037593984962406
mean,53,0,1,1,154,9,0.06766917293233082
mean,53,0,2,2,140,2,0.015037593984962405
mean,53,0,11,1,31,31,0.23308270676691728
mean,53,0,3,3,148,1,0.007518796992481203
mean,53,0,8,8,80,1,0.007518796992481203
mean,53,0,0,0,148,16,0.12030075187969924
mean,53,0,4,4,108,6,0.045112781954887216
mean,35,0,3,3,119,4,0.035398230088495575
mean,35,0,7,7,125,6,0.05309734513274336
mean,35,0,9,9,150,27,0.23893805309734514
mean,35,0,8,8,136,2,0.017699115044247787
mean,35,0,0,0,45,17,0.1504424778761062
mean,35,0,5,5,117,11,0.09734513274336283
mean,35,0,1,1,70,9,0.07964601769911504
mean,35,0,2,2,113,7,0.061946902654867256
mean,35,0,6,6,126,1,0.008849557522123894
mean,35,0,10,10,29,29,0.25663716814159293
mean,104,0,6,6,164,28,0.14814814814814814
mean,104,0,10,10,155,12,0.06349206349206349
mean,104,0,1,1,156,11,0.0582010582010582
mean,104,0,4,4,292,2,0.010582010582010581
mean,104,0,2,2,129,4,0.021164021164021163
mean,104,0,11,1,156,21,0.1111111111111111
mean,104,0,9,9,288,2,0.010582010582010581
mean,104,0,13,7,41,41,0.21693121693121692
mean,104,0,12,2,164,43,0.2275132275132275
mean,104,0,0,0,155,24,0.12698412698412698
mean,104,0,3,3,136,1,0.005291005291005291
mean,127,0,3,3,112,3,0.038461538461538464
mean,127,0,4,4,111,1,0.01282051282051282
mean,127,0,10,10,67,27,0.34615384615384615
mean,127,0,11,1,25,25,0.32051282051282054
mean,127,0,0,0,67,16,0.20512820512820512
mean,127,0,1,1,58,3,0.038461538461538464
mean,127,0,6,6,94,1,0.01282051282051282
mean,127,0,2,2,130,1,0.01282051282051282
mean,127,0,7,7,76,1,0.01282051282051282
mean,7,0,2,2,152,1,0.007575757575757576
mean,7,0,0,0,154,38,0.2878787878787879
mean,7,0,9,9,227,22,0.16666666666666666
mean,7,0,6,6,37,12,0.09090909090909091
mean,7,0,10,10,31,31,0.23484848484848486
mean,7,0,7,7,183,2,0.015151515151515152
mean,7,0,8,8,244,2,0.015151515151515152
mean,7,0,4,4,49,4,0.030303030303030304
mean,7,0,1,1,84,20,0.15151515151515152
mean,180,1,12,2,78,30,0.20408163265306123
mean,180,1,13,11,34,24,0.16326530612244897
mean,180,1,3,2,108,6,0.04081632653061224
mean,180,1,14,12,34,34,0.23129251700680273
mean,180,1,4,3,115,2,0.013605442176870748
mean,180,1,10,17,115,4,0.027210884353741496
mean,180,1,5,1,122,3,0.02040816326530612
mean,180,1,0,0,78,12,0.08163265306122448
mean,180,1,11,1,159,6,0.04081632653061224
mean,180,1,1,11,34,10,0.06802721088435375
mean,180,1,2,12,159,16,0.10884353741496598
mean,35,1,5,12,138,1,0.008333333333333333
mean,35,1,0,0,70,26,0.21666666666666667
mean,35,1,10,17,45,19,0.15833333333333333
mean,35,1,1,2,45,2,0.016666666666666666
mean,35,1,11,1,70,46,0.38333333333333336
mean,35,1,12,2,26,26,0.21666666666666667
mean,80,0,11,1,91,22,0.18487394957983194
mean,80,0,3,3,147,1,0.008403361344537815
mean,80,0,12,2,27,27,0.226890756302521
mean,80,0,7,7,78,1,0.008403361344537815
mean,80,0,4,4,130,2,0.01680672268907563
mean,80,0,0,0,51,19,0.15966386554621848
mean,80,0,5,5,77,1,0.008403361344537815
mean,80,0,1,1,91,12,0.10084033613445378
mean,80,0,6,6,297,1,0.008403361344537815
mean,80,0,2,2,107,7,0.058823529411764705
mean,80,0,10,10,51,26,0.2184873949579832
mean,54,0,2,2,162,6,0.06382978723404255
mean,54,0,7,7,78,2,0.02127659574468085
mean,54,0,8,8,62,1,0.010638297872340425
mean,54,0,3,3,95,8,0.0851063829787234
mean,54,0,9,9,78,18,0.19148936170212766
mean,54,0,4,4,106,1,0.010638297872340425
mean,54,0,10,10,34,34,0.3617021276595745
mean,54,0,0,0,83,17,0.18085106382978725
mean,54,0,1,1,94,7,0.07446808510638298
mean,183,0,7,7,112,10,0.06896551724137931
mean,183,0,8,8,139,12,0.08275862068965517
mean,183,0,4,4,81,9,0.06206896551724138
mean,183,0,1,1,133,41,0.2827586206896552
mean,183,0,5,5,173,5,0.034482758620689655
mean,183,0,9,9,152,21,0.14482758620689656
mean,183,0,2,2,162,3,0.020689655172413793
mean,183,0,0,0,331,9,0.06206896551724138
mean,183,0,6,6,127,8,0.05517241379310345
mean,183,0,10,10,27,27,0.18620689655172415
mean,7,1,10,15,154,3,0.027522935779816515
mean,7,1,2,2,183,1,0.009174311926605505
mean,7,1,3,8,154,1,0.009174311926605505
mean,7,1,11,1,86,46,0.42201834862385323
mean,7,1,8,6,148,4,0.03669724770642202
mean,7,1,12,11,32,32,0.29357798165137616
mean,7,1,0,0,86,18,0.1651376146788991
mean,7,1,1,11,84,4,0.03669724770642202
mean,155,0,9,9,124,38,0.3089430894308943
mean,155,0,10,10,35,35,0.2845528455284553
mean,155,0,6,6,112,6,0.04878048780487805
mean,155,0,7,7,172,2,0.016260162601626018
mean,155,0,3,3,150,3,0.024390243902439025
mean,155,0,0,0,86,5,0.04065040650406504
mean,155,0,8,8,43,11,0.08943089430894309
mean,155,0,4,4,106,8,0.06504065040650407
mean,155,0,1,1,99,8,0.06504065040650407
mean,155,0,5,5,121,1,0.008130081300813009
mean,155,0,2,2,250,6,0.04878048780487805
mean,36,0,8,8,101,4,0.03508771929824561
mean,36,0,5,5,73,3,0.02631578947368421
mean,36,0,0,0,382,13,0.11403508771929824
mean,36,0,9,9,111,32,0.2807017543859649
mean,36,0,6,6,196,3,0.02631578947368421
mean,36,0,1,1,115,10,0.08771929824561403
mean,36,0,10,10,27,27,0.23684210526315788
mean,36,0,2,2,109,18,0.15789473684210525
mean,36,0,7,7,174,4,0.03508771929824561
mean,183,1,2,11,131,21,0.14482758620689656
mean,183,1,10,19,133,18,0.12413793103448276
mean,183,1,3,12,45,1,0.006896551724137931
mean,183,1,11,2,131,70,0.4827586206896552
mean,183,1,0,0,133,7,0.04827586206896552
mean,183,1,12,12,28,28,0.19310344827586207
mean,155,1,10,19,86,8,0.06451612903225806
mean,155,1,11,1,122,54,0.43548387096774194
mean,155,1,7,16,72,1,0.008064516129032258
mean,155,1,12,11,26,26,0.20967741935483872
mean,155,1,0,0,122,28,0.22580645161290322
mean,155,1,4,13,130,3,0.024193548387096774
mean,155,1,1,11,86,2,0.016129032258064516
mean,155,1,5,14,151,2,0.016129032258064516
mean,54,1,13,12,208,14,0.0945945945945946
mean,54,1,14,13,36,36,0.24324324324324326
mean,54,1,3,12,208,10,0.06756756756756757
mean,54,1,10,18,83,8,0.05405405405405406
mean,54,1,11,1,94,6,0.04054054054054054
mean,54,1,4,13,147,2,0.013513513513513514
mean,54,1,12,2,71,20,0.13513513513513514
mean,54,1,0,0,94,30,0.20270270270270271
mean,54,1,7,15,116,2,0.013513513513513514
mean,54,1,1,2,110,2,0.013513513513513514
mean,54,1,8,16,130,2,0.013513513513513514
mean,54,1,5,14,83,4,0.02702702702702703
mean,54,1,2,11,71,12,0.08108108108108109
mean,105,0,1,1,264,12,0.06091370558375635
mean,105,0,9,9,260,71,0.3604060913705584
mean,105,0,3,3,171,6,0.030456852791878174
mean,105,0,10,10,35,35,0.17766497461928935
mean,105,0,5,5,314,16,0.08121827411167512
mean,105,0,8,8,201,8,0.04060913705583756
mean,105,0,6,6,248,8,0.04060913705583756
mean,105,0,4,4,167,8,0.04060913705583756
mean,105,0,2,2,335,4,0.02030456852791878
mean,105,0,0,0,228,26,0.1319796954314721
mean,105,0,7,7,222,3,0.015228426395939087
mean,36,1,11,1,77,44,0.29333333333333333
mean,36,1,12,11,29,29,0.19333333333333333
mean,36,1,3,12,297,6,0.04
mean,36,1,10,19,382,6,0.04
mean,36,1,4,13,69,4,0.02666666666666667
mean,36,1,5,14,70,1,0.006666666666666667
mean,36,1,2,1,99,17,0.11333333333333333
mean,36,1,6,15,65,4,0.02666666666666667
mean,36,1,0,0,77,38,0.25333333333333335
mean,36,1,7,16,180,1,0.006666666666666667
mean,81,0,9,9,105,18,0.1651376146788991
mean,81,0,10,10,34,34,0.3119266055045872
mean,81,0,6,6,122,3,0.027522935779816515
mean,81,0,3,3,138,7,0.06422018348623854
mean,81,0,7,7,141,1,0.009174311926605505
mean,81,0,4,4,186,4,0.03669724770642202
mean,81,0,0,0,41,15,0.13761467889908258
mean,81,0,1,1,147,13,0.11926605504587157
mean,81,0,8,8,131,6,0.05504587155963303
mean,81,0,5,5,170,3,0.027522935779816515
mean,81,0,2,2,150,5,0.045871559633027525
mean,55,0,1,1,121,3,0.023076923076923078
mean,55,0,2,2,147,16,0.12307692307692308
mean,55,0,7,7,135,11,0.08461538461538462
mean,55,0,10,10,128,20,0.15384615384615385
mean,55,0,3,3,76,9,0.06923076923076923
mean,55,0,11,1,37,37,0.2846153846153846
mean,55,0,4,4,51,9,0.06923076923076923
mean,55,0,5,5,158,9,0.06923076923076923
mean,55,0,0,0,128,13,0.1
mean,55,0,6,6,95,3,0.023076923076923078
mean,9,0,1,1,152,32,0.1871345029239766
mean,9,0,6,6,139,1,0.005847953216374269
mean,9,0,3,3,212,5,0.029239766081871343
mean,9,0,9,9,126,37,0.21637426900584794
mean,9,0,2,2,321,18,0.10526315789473684
mean,9,0,7,7,265,2,0.011695906432748537
mean,9,0,4,4,228,1,0.005847953216374269
mean,9,0,10,10,29,29,0.1695906432748538
mean,9,0,0,0,205,42,0.24561403508771928
mean,9,0,5,5,154,2,0.011695906432748537
mean,9,0,8,8,196,2,0.011695906432748537
mean,37,0,7,7,98,1,0.008264462809917356
mean,37,0,2,2,54,4,0.03305785123966942
mean,37,0,3,3,106,6,0.049586776859504134
mean,37,0,0,0,109,46,0.38016528925619836
mean,37,0,8,8,169,6,0.049586776859504134
mean,37,0,10,10,32,32,0.2644628099173554
mean,37,0,9,9,45,21,0.17355371900826447
mean,37,0,1,1,100,5,0.04132231404958678
mean,156,0,9,9,241,9,0.10465116279069768
mean,156,0,3,3,55,3,0.03488372093023256
mean,156,0,4,4,95,1,0.011627906976744186
mean,156,0,5,5,78,4,0.046511627906976744
mean,156,0,0,0,51,12,0.13953488372093023
mean,156,0,10,10,26,26,0.3023255813953488
mean,156,0,6,6,95,4,0.046511627906976744
mean,156,0,1,1,161,17,0.19767441860465115
mean,156,0,7,7,42,3,0.03488372093023256
mean,156,0,8,8,127,3,0.03488372093023256
mean,156,0,2,2,100,4,0.046511627906976744
mean,128,0,1,1,123,27,0.19148936170212766
mean,128,0,9,9,163,1,0.0070921985815602835
mean,128,0,12,2,30,30,0.2127659574468085
mean,128,0,3,3,130,4,0.028368794326241134
mean,128,0,10,10,72,11,0.07801418439716312
mean,128,0,11,1,123,48,0.3404255319148936
mean,128,0,0,0,72,6,0.0425531914893617
mean,128,0,4,4,102,3,0.02127659574468085
mean,128,0,7,7,122,1,0.0070921985815602835
mean,128,0,5,5,252,3,0.02127659574468085
mean,128,0,2,2,207,7,0.04964539007092199
mean,105,1,12,3,201,51,0.1795774647887324
mean,105,1,11,1,335,28,0.09859154929577464
mean,105,1,1,6,335,20,0.07042253521126761
mean,105,1,13,9,39,39,0.13732394366197184
mean,105,1,0,0,314,64,0.22535211267605634
mean,105,1,8,4,228,7,0.02464788732394366
mean,105,1,2,3,201,5,0.017605633802816902
mean,105,1,5,7,100,21,0.07394366197183098
mean,105,1,3,9,222,13,0.045774647887323945
mean,105,1,6,11,185,10,0.035211267605633804
mean,105,1,10,13,228,5,0.017605633802816902
mean,105,1,9,1,311,7,0.02464788732394366
mean,105,1,4,8,248,11,0.03873239436619718
mean,105,1,7,12,171,3,0.01056338028169014
mean,9,1,1,11,162,15,0.061224489795918366
mean,9,1,10,6,205,6,0.024489795918367346
mean,9,1,12,2,152,114,0.46530612244897956
mean,9,1,2,12,333,2,0.00816326530612245
mean,9,1,13,11,37,37,0.1510204081632653
mean,9,1,6,9,228,4,0.0163265306122449
mean,9,1,11,1,152,13,0.053061224489795916
