mode,row_id,main_question,sub_question,ground_truth,strict_kv_correct,mode_correct,strict_kv_predicted,mode_predicted
strict_none_rate0.15,147,When did the person who first brought a postal service into Umayyad lands become caliph?,Who first introduced the postal service in the Umayyad Caliphate?,Mu'awiyah introduced the postal service in the Umayyad Caliphate.,True,False,Mu'awiyah,"Umar bin Abdul-AzizDocument: Umayyad Caliphate: The Diwan of Umar, assigning annuities to all Arabs and to the Muslim soldiers of other races, underwent a change in the hands of the Umayyads. The Umayyads meddled with the register and the recipients regarded pensions as the subsistence allowance even without being in active service. Hisham reformed it and paid only to those who participated in battle. On the pattern of the Byzantine system the Umayyads reformed their army organization in general and divided it into five corps: the centre, two wings, vanguards and rearguards, following the same formation while on march or on a battle field. Marwan II (740–50) abandoned the old division and introduced Kurdus (cohort), a small compact body. The Umayyad troops were divided into three divisions: infantry, cavalry and artillery. Arab troops were dressed and armed in Greek fashion. The Umayyad cavalry used plain and round saddles. The artillery used arradah (ballista), manjaniq (the mangonel) and dabbabah or kabsh (the battering ram). The heavy engines, siege machines and baggage were carried on camels behind the army.Document: Umayyad Caliphate: Conflicts over Uthman's policies led to his murder in 656. Ali, the cousin and son - in - law of Muhammad, became caliph and moved his capital from Medina to Kufa. He soon met with resistance from several factions, especially from Muawiyah, the governor of Syria, who wanted Uthman's murderers arrested. Muhammad's wife, Aisha, and two companions of Muhammad, Talhah and Al - Zubayr, supported this demand. The conflict resulted in the First Fitna (``civil war '') from 656 until 661. Ali was victorious against Aisha in the Battle of the Camel in 656 but the Battle of Siffin (July 657) against Muawiyah was inconclusive. Ali's position als Caliph was weakened when he first agreed to an arbitration but then refused to accept the verdict, that both Ali and Muawiyah should step down and a new Caliph be chosen. In 661, the most vociferous opponents"
strict_none_rate0.15,153,Who is the child of Caroline LeRoy's spouse?,Who is Daniel Webster's child?,Daniel Webster's child is Daniel Fletcher Webster.,True,False,Fletcher Webster,Alexis Caswell Angell
strict_none_rate0.15,156,Where did the author of The National Dream go to university?,Who is the author of The National Dream?,Pierre Berton,True,False,Pierre Berton,Ludwig von Mises
strict_none_rate0.15,158,What type of animal is Xiao Liwu's mother?,What is Xiao Liwu?,"Xiao Liwu is a giant panda, the sixth cub born to his mother Bai Yun and the fifth for his father Gao Gao at the San Diego Zoo.",True,True,"Xiao Liwu is the sixth cub born to his mother Bai Yun, and the fifth for his father Gao Gao. He has one half-sister, Hua Mei, and four full siblings, Mei Sheng, Su Lin, Yun Zi, and Zhen Zhen. Like his full siblings, he was conceived via natural mating.",Xiao Liwu is a male giant panda.
strict_none_rate0.15,159,What university did the author of 1967: The Last Good Year attend?,Who is the author of the book '1967: The Last Good Year'?,Pierre Berton,True,True,"1967: The Last Good Year was not directly mentioned in the provided documents, but based on the information given about 1967: The Last Good Year being a book by Pierre Berton, the correct answer would be Pierre Berton. However, since Pierre Berton is not listed in the provided documents, and given the format, I will state that the author is not explicitly provided in the given documents.","Document: 1967: The Last Good Year is a book by Canadian author Pierre Berton. The book was first published in hardback in 1986 by McClelland & Stewart, and has subsequently been re-published in paperback format. The book describes events of 1967 in Canada which was the Canadian Centennial."
strict_none_rate0.15,161,Who was honoured with the highest award a citizen without military experience in India before becoming a president?,Which Indian Presidents received the Bharat Ratna award before becoming President?,Sarvepalli Radhakrishnan received the Bharat Ratna in 1954 before becoming President.,False,False,"Radhakrishnan, Kalam","C. Rajagopalachari, Sarvepalli Radhakrishnan, and C.V. Raman"
strict_none_rate0.15,162,The Directory of Public Worship was approved by a parliament whose modern equivalent has been based where since 2004?,Which parliament approved the Directory of Public Worship?,The Scottish Parliament approved the Directory of Public Worship.,False,True,Westminster Assembly,Scottish Reformation Parliament
strict_none_rate0.15,166,What city is located in the county containing Qiantong?,"What cities are located within Ninghai County, Zhejiang province?","The town of Qiantong is located within Ninghai County, Zhejiang province.",True,False,Qiantong,"Ninghai County, Zhejiang province contains the city of Ninghai."
strict_none_rate0.15,167,What city is located in the county containing Qiantong?,"What cities are located in Ninghai County, Zhejiang province?","Qiantong is a town located in Ninghai County, Zhejiang province.",False,True,"Qiantong, Qiantong, Zhejiang and Qiantong, Zhejiang",Qiantong
strict_none_rate0.15,169,"Who is the grandmother of Philippe, Duke of Orléans?","Who is Philippe, Duke of Orléans?","Philippe, Duke of Orléans (1640–1701) was the younger son of King Louis XIII of France and Anne of Austria, making him the younger brother of King Louis XIV. He was originally styled Duke of Anjou and became Duke of Orléans in 1660. He was also granted other titles such as Duke of Valois, Chartres, and Nemours. At court, he was known simply as 'Monsieur'.",False,False,"Philippe, Duke of Orléans was the younger son of Louis XIII of France and his wife, Anne of Austria. He later became King of the French, styled as Louis Philippe I, after his cousin Charles X was forced to abdicate by the July Revolution.","Philippe, Duke of Orléans was the younger son of Louis XIII of France and his wife, Anne of Austria. He was the father of Louis Philippe I, who became King of the French."
strict_none_rate0.15,171,In which district was Alhandra born?,Who is Alhandra?,"Alhandra is the nickname for Luís Miguel Assunção Joaquim, a Portuguese retired footballer who played mainly as a left back but could also appear as a midfielder. He was born on 5 March 1979 in Vila Franca de Xira, Lisbon.",True,True,Luís Miguel Assunção Joaquim,"Luís Miguel Assunção Joaquim (born 5 March 1979 in Vila Franca de Xira, Lisbon), known as Alhandra, is a Portuguese retired footballer who played mainly as a left back – he could also appear as a midfielder."
strict_none_rate0.15,174,What province shares a border with the province where Lago District is located?,In which province is Lago District located?,Niassa Province,True,False,Niassa Province,La Mauricie National Park
strict_none_rate0.15,175,What province shares a border with the province where Lago District is located?,Which provinces share a border with Niassa Province?,Niassa Province borders Cabo Delgado Province and Tanzania.,False,False,"Cabo Delgado Province, Inhambane Province, Gaza Province, and Maputo Province share a border with Niassa Province.","Cabo Delgado Province, Gaza Province, Inharrime District, and Homoine District share a border with Niassa Province."
strict_none_rate0.15,177,What is the record label of the Metalworks Studio founder?,What record label is Gil Moore associated with?,Gil Moore is associated with the record label TRC (later renamed TML Entertainment).,True,False,TML Entertainment,"3ML Entertainment

The reasoning is as follows:
1. Gil Moore is mentioned as the founder of the Institute, which is the educational extension of Metalworks Studios.
2. Metalworks Studios is associated with the record label Metalworks Records (implied from the context of the document).
3. Metalworks Records was renamed to 3ML Entertainment in 2016 (implied from the context of the document, as the Institute received an award in 2016 and 3ML Entertainment is the current name of the label associated with Triumph, who are closely linked to Metalworks Studios through Gil Moore)."
strict_none_rate0.15,181,The city which contains Broadhurst Park shares a border with what town?,"Which towns share a border with the city of Manchester, England?",Moston shares a border with the city of Manchester.,False,False,Middleton and Moston,"Moston and Middleton share a border with the city of Manchester, England."
strict_none_rate0.15,184,What company succeeded the owner of Empire Sports Network?,Who owned Empire Sports Network?,Empire Sports Network was owned by the Adelphia Communications Corporation.,True,False,21st Century Fox (through Adelphia Communications Corporation),NBC Sports Group
strict_none_rate0.15,186,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What body of water is Bartram's Covered Bridge located on?,Crum Creek,True,False,Crum Creek,Mad River
strict_none_rate0.15,187,What is the mouth of watercourse for the body of water where Bartram's Covered Bridge is located?,What watercourse does Crum Creek flow into?,Crum Creek flows into the Delaware River.,True,True,Delaware River,the Delaware River
strict_none_rate0.15,189,What is the ruler of the underworld in ancient Egypt a part of?,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",Osiris is a part of the ancient Egyptian mythological system and pantheon of deities.,True,True,Egyptian mythology,Ancient Egyptian pantheon
strict_none_rate0.15,190,What other county does the county where Imperial is located share a border with?,In which county is Imperial located?,"Imperial is located in Pecos County, Texas.",False,True,"Imperial County
The reference text states ""Imperial, Texas: Imperial is a census-designated place (CDP) in Pecos County, Texas, United States."" However, since the question does not specify Texas and the document about Imperial, Wyoming is not provided, we can infer that the question likely refers to Imperial, Texas, which is in Pecos County, Texas. But based on the provided documents, there is no direct mention of Imperial being in a specific county. Given the question's phrasing and the provided documents, the most logical answer is Imperial County, assuming the question is about Imperial, Texas.",Pecos County
strict_none_rate0.15,191,What other county does the county where Imperial is located share a border with?,"What other counties share a border with Pecos County, Texas?",Crockett County shares a border with Pecos County.,False,True,"Crockett County and Randall County share borders with Pecos County, Texas.",Crockett County
strict_none_rate0.15,192,In which state is Póvoa de Santa Iria's municipality located?,What is the municipality of Póvoa de Santa Iria?,Vila Franca de Xira,True,True,"Póvoa de Santa Iria e Forte da Casa is a civil parish in the municipality of Vila Franca de Xira, Portugal.","Póvoa de Santa Iria is a municipality in the municipality of Vila Franca de Xira, Portugal."
strict_none_rate0.15,193,In which state is Póvoa de Santa Iria's municipality located?,In which district is the municipality of Vila Franca de Xira located?,Lisbon District,False,True,"Vila Franca de Xira is located in the Inhambane Province. 

However, based on the provided documents, the correct answer should be:
Answer: Vila Franca de Xira is located in the Lisbon District.","Vila Franca de Xira is located in the Inhambane Province. However, based on the more relevant document, Vila Franca de Xira is actually a municipality in the Lisbon District in Portugal. The earlier document might have a location error."
strict_none_rate0.15,196,In what county is William W. Blair's birthplace located?,Where was William W. Blair born?,"Holley, New York",True,False,"Holley, New York","LaSalle County, Illinois"
strict_none_rate0.15,200,What was the old show that was named after a character that Walt Disney created in 1928 called?,What is the name of the old show named after Mickey Mouse?,The Mickey Mouse Club,True,True,Mickey Mouse Club,The Mickey Mouse Club
strict_none_rate0.15,204,What award did the author of The Red Tree receive?,What award did Shaun Tan receive?,Shaun Tan received an Academy Award for Best Animated Short Film in 2011.,True,True,Academy Award for Best Animated Short Film,2011 Academy Award for Best Animated Short Film
strict_none_rate0.15,205,What was the show named after the character featured in the video game Mickey's Safari in Letterland?,What character is featured in the video game Mickey's Safari in Letterland?,Mickey Mouse,True,True,Mickey,Mickey Mouse
strict_none_rate0.15,208,Where is Amílcar Cabral International Airport?,Amílcar Cabral International Airport location,Amílcar Cabral International Airport is located two km west-southwest from Espargos on Sal Island.,True,True,2 km west-southwest from Espargos on Sal Island,"2 km west-southwest from Espargos on Sal Island, Cabo Verde"
strict_none_rate0.15,211,Where was Tyler MacDuff's child educated?,Who is Tyler MacDuff?,Tyler MacDuff is an actor and the father of Dana MacDuff.,False,False,"Tyler MacDuff is the son of Dana MacDuff, who served in the United States Navy and worked as a page at the American Broadcasting Company before becoming a floor and stage manager with the BBC in Belfast, Northern Ireland, and later returning to Hollywood to produce films. There is no direct information provided about Tyler MacDuff himself in the given documents, only his familial connection to Dana MacDuff.","Tyler MacDuff is not directly mentioned in the provided documents. However, based on the names and information given, Tyler MacDuff could be inferred to be Tyler MacFarlane's brother, given the similarity in names and the context of one being an educator and the other a voice actress in an animated show. But this is an inference and not a direct statement from the documents."
strict_none_rate0.15,212,Where was Tyler MacDuff's child educated?,Where was Dana MacDuff educated?,He graduated from Blair International Baccalaureate School in Pasadena.,True,True,"Blair International Baccalaureate School in Pasadena, California","Pasadena, California"
strict_none_rate0.15,215,What military overran much of Erich Zakowski's place of birth?,Where was Erich Zakowski born?,Erich Zakowski was born in East Prussia.,False,True,Berlin,Germany
strict_none_rate0.15,217,The 1967 Federation Cup is an instance of this tournament which is named after what organization?,What is the Federation Cup in sports?,The Federation Cup is the premier international team competition in women's tennis. It was launched in 1963 and is the world's largest annual women's international team sports competition in terms of participating nations.,True,False,The Federation Cup is now known as the Fed Cup and is the premier international team competition in women's tennis.,"1967 Federation Cup is the fifth edition of what is now known as the Fed Cup, a premier international team competition in women's tennis."
strict_none_rate0.15,220,What record label is the performer of Almost Made Ya signed to?,Who is the performer of the song Almost Made Ya?,"The performers of the song 'Almost Made Ya' are the duo Ali & Gipp, featuring LeToya Luckett.",False,False,LeToya Luckett,Adam Lambert
strict_none_rate0.15,221,What record label is the performer of Almost Made Ya signed to?,What record label is the duo Ali & Gipp signed to?,Ali & Gipp are signed to Derrty Entertainment and Universal Records.,False,True,Universal Records,Derrty Entertainment and Universal Records
strict_none_rate0.15,222,"According to the agency that published U.S. and World Population Clock, what is the total area in square miles?",Which agency publishes the U.S. and World Population Clock?,The United States Census Bureau publishes the U.S. and World Population Clock.,True,True,United States Census Bureau,the United States Census Bureau
strict_none_rate0.15,224,"According to the developer of Topologically Integrated Geographic Encoding and Referencing, what is the total area of Atlantic City in square miles?",What is the total area of Atlantic City in square miles according to TIGER?,The total area of Atlantic City is 17.037 square miles.,True,True,17.037,17.037 square miles
strict_none_rate0.15,226,Who is the child of Sigrid Eskilsdotter's child?,Who are the children of Christina Gyllenstierna?,Christina Gyllenstierna's children include a daughter (mother of King Gustav Vasa) and a child who was the parent of Sigrid Sture.,False,False,"Sigrid Sture and Margareta von Aschberg are the children of Christina Gyllenstierna, based on the information provided. However, the exact names of her children are not explicitly stated in the given documents, and the relationship is inferred from their positions as maternal grandmother and mother respectively to notable figures in Swedish history.","Sigrid Sture is the daughter of Christina Gyllenstierna. However, the information provided does not explicitly state that Sigrid Sture is the child of Christina Gyllenstierna. The relationship needs to be traced through the given information. Sigrid Sture is described as the daughter of Svante Stensson Sture and Märta Erikdotter Leijonhufud. Christina Gyllenstierna is mentioned as Sigrid Sture's mother in the provided information. Therefore, by logical inference, Christina Gyllenstierna is the mother of Sigrid Sture."
strict_none_rate0.15,227,Who is the child of the Victim of Romance performer?,Who performed the song 'Victim of Romance'?,Michelle Phillips,True,False,Michelle Phillips,5th Dimension
strict_none_rate0.15,228,Who is the child of the Victim of Romance performer?,Who is Michelle Phillips' child?,Chynna Phillips,False,False,"Michelle Phillips' child is Chifundo ""Mercy"" James, though she was adopted from Malawi.","Michelle Phillips' child is Chifundo ""Mercy"" James, who she adopted from Malawi."
strict_none_rate0.15,229,What happened to the Curonians who lived in the area where Erich Zakowski was born?,Where was Erich Zakowski born?,Erich Zakowski was born in East Prussia.,False,True,Berlin,Germany
strict_none_rate0.15,230,What happened to the Curonians who lived in the area where Erich Zakowski was born?,Which specific Curonian population historically inhabited East Prussia?,The Curonians who lived in the area around the Curonian Lagoon in East Prussia.,False,False,219 Curonians lived along the Curonian Spit in 1955 after being expelled by the Soviet Union from East Prussia.,219 Curonians lived along the Curonian Spit in East Prussia in 1955.
strict_none_rate0.15,231,What is the competition that the 1965 Federation Cup is part of named after?,What is the 1965 Federation Cup?,"The 1965 Federation Cup was the third edition of the women's international team tennis competition, now known as the Fed Cup. It was held from 15–18 January at the Kooyong Lawn Tennis Club in Melbourne, Australia. Eleven nations participated, and Australia defended their title by defeating the United States in the final.",False,False,"11 nations participated in the 1965 Federation Cup, which was held at the Kooyong Lawn Tennis Club in Melbourne, Australia from 6–11 June. United States defended their title, defeating Great Britain in the final.","1965 Federation Cup was the fifth edition of what is now known as the Fed Cup. It was held at the Blau-Weiss Tennis Club in West Berlin from 6–11 June, with 17 nations participating. United States and Australia both reached the final for the third consecutive time, and Australia defended their title by defeating Great Britain in the final."
strict_none_rate0.15,232,What is the competition that the 1965 Federation Cup is part of named after?,What is the Fed Cup (formerly Federation Cup) tennis competition named after?,The Fed Cup (formerly the Federation Cup) is named in honor of the 50th anniversary of the International Tennis Federation (ITF).,False,False,International Tennis Federation (ITF),The Fed Cup (formerly Federation Cup) tennis competition is named after the International Tennis Federation (ITF).
strict_none_rate0.15,233,What county was Tim Dubois born in?,Where was Tim Dubois born?,"Tim DuBois was born in Southwest City, Missouri.",True,False,"Southwest City, Missouri","Timothy Wallace Credeur II, who is likely the Tim Dubois referred to in the question, was born in Anoka, Minnesota. This information is derived from the document stating ""Troy Dusosky (born May 12, 1976 in Anoka, Minnesota) is a retired American soccer defender,"" where ""Troy Dusosky"" is a name that closely matches ""Tim Dubois."""
strict_none_rate0.15,236,What record label did the person who is part of The Bruce Lee Band start?,Who are the members of The Bruce Lee Band?,"The Bruce Lee Band is Mike Park and his backing band, which has included members from Less Than Jake and the Rx Bandits.",True,True,Mike Park,"Mike Park, Mike Park's backing band which has included Less Than Jake and the Rx Bandits."
strict_none_rate0.15,237,What record label did the person who is part of The Bruce Lee Band start?,What record label did Mike Park start?,Mike Park started the record label Asian Man Records.,True,False,Asian Man Records,Dill Records
strict_none_rate0.15,238,Who is the father of the performer of Je dis aime?,Who performed the song 'Je dis aime'?,"The work 'Je dis aime' is a studio album performed by French singer-songwriter Matthieu Chedid, under his persona -M-.",False,False,Mylène Farmer,Mylene Farmer
strict_none_rate0.15,241,Who is the father of the Labo M performer?,Who is the father of French singer-songwriter Matthieu Chedid?,Louis Chedid,True,False,Louis Chedid,Andréé Chedid
strict_none_rate0.15,242,Where did the producer of Julius Caesar study or work?,Who is the producer of Julius Caesar?,John Houseman,False,False,无法从给定信息中确定朱利叶斯·凯撒的 producers，提供的信息主要涉及 Julius Caesar 的戏剧和艺术作品，但未提及电影或戏剧的制作人。,"romeo and julietDocumentDocument: Caesar Must Die () is a 2012 Italian drama film directed by Paolo and Vittorio Taviani. The film competed at the 62nd Berlin International Film Festival where it won the Golden Bear. The film is set in Rebibbia Prison (suburb of Rome), and follows convicts in their rehearsals ahead of a prison performance of ""Julius Caesar""."
strict_none_rate0.15,243,Where did the producer of Julius Caesar study or work?,Where did John Houseman study or work?,John Houseman was educated at Clifton College in England and worked in the grain trade in London.,True,True,"John Houseman was educated in England at Clifton College, worked in the grain trade in London, and later emigrated to the United States in 1925.","Houseman was educated in England at Clifton College, became a British subject, and worked in the grain trade in London before emigrating to the United States in 1925."
strict_none_rate0.15,244,What is the competition the 1972 Federation Cup is part of named after?,What is the Federation Cup in sports?,The Federation Cup is the premier international team competition in women's tennis. It was launched in 1963 and is the world's largest annual women's international team sports competition in terms of participating nations.,True,False,"The Federation Cup is the premier international team competition in women's tennis, now known as the Fed Cup. It was launched in 1963 to celebrate the 50th anniversary of the International Tennis Federation (ITF). The competition involves national teams and is the world's largest annual women's international team sport event in terms of the number of nations that compete.","1967 Federation Cup is the fifth edition of what is now known as the Fed Cup, a premier international team competition in women's tennis."
strict_none_rate0.15,245,What is the competition the 1972 Federation Cup is part of named after?,What is the Federation Cup in women's tennis named after?,"The Federation Cup was named in honor of the International Tennis Federation (ITF), as it was launched to celebrate the ITF's 50th anniversary.",False,True,1963 International Tennis Federation (ITF),"1967 Federation Cup (tennis): The 1967 Federation Cup was the third edition of what is now known as the Fed Cup. The Fed Cup is the premier international team competition in women's tennis, launched in 1963 to celebrate the 50th anniversary of the International Tennis Federation (ITF)."
true_rate0_no_doc_recompute,2,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.",True,True,"Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",位于威斯康星州道尔县华盛顿岛上。
true_rate0_no_doc_recompute,3,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,True,False,Johan Ludvig Heiberg,"Sigrid Sture (or Sigrid Sture Banér, as she styled herself later in life) is the child of Peter Andreas Heiberg, based on the information that she is described as the niece of queen Margaret Leijonhufvud, who would be the sister of Peter Andreas Heiberg."
true_rate0_no_doc_recompute,4,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,Johanne Luise Heiberg,True,False,Johanne Luise Heiberg,Margareta Eriksdotter Vasa
true_rate0_no_doc_recompute,5,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?","Alice de Lusignan had a uterine half-brother, King Henry III of England.",False,False,"Henry III, Richard, Joan, and Eleanor","Joan de Geneville, Henry de Lusignan, Oliver de Lusignan, John de Lusignan, Geoffrey de Lusignan, Henry de Lusignan, Osbert Giffard de Lusignan, Eudes de Lusignan, Bartholomew de Lusignan, Philip de Lusignan"
true_rate0_no_doc_recompute,9,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,Ernst Mach was a professor at Charles University in Prague.,True,True,Charles University in Prague,"Charles University in PragueDocument: Friedrich Hayek: Initially sympathetic to Wieser's democratic socialism, Hayek's economic thinking shifted away from socialism and toward the classical liberalism of Carl Menger after reading von Mises' book Socialism. It was sometime after reading Socialism that Hayek began attending von Mises' private seminars, joining several of his university friends, including Fritz Machlup, Alfred Schutz, Felix Kaufmann, and Gottfried Haberler, who were also participating in Hayek's own, more general, private seminar. It was during this time that he also encountered and befriended noted political philosopher Eric Voegelin, with whom he retained a long-standing relationship.
Document: Vinko Dvořák: He studied mathematics and physics at the Charles University in Prague, and after graduating he became an assistant to professor Ernst Mach. After obtaining his doctorate in Prague in 1873/1874 he came to Zagreb (at the time also part of Austria-Hungary) and founded the Physics Cabinet at the Faculty of Philosophy in 1875.
Based on the provided information, we can deduce that Ernst Mach's employer or academic institution during his career was the Charles University in Prague. This is supported by the fact that Vinko Dvořák, who became an assistant to Ernst Mach after graduating from Charles University in Prague, studied there. Therefore, it is reasonable to conclude that Ernst Mach was associated with Charles University in Prague."
true_rate0_no_doc_recompute,11,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",True,True,"Richard the Lion-hearted left Messina with a large fleet in April 1191 in order to reach Acre, but a storm dispersed the fleet.",Richard I's fleet to reach Acre
true_rate0_no_doc_recompute,18,What year was the father of Katherine of England crowned?,Who is Katherine of England?,"Katherine of England was the fifth child of King Henry III and Eleanor of Provence. She was born on 25 November 1253, was either deaf-mute or deaf and mentally challenged, was very sickly, possibly had a degenerative disease, and died at Windsor on 3 May 1257 before reaching her fourth year.",True,True,"Katherine of England was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly, possibly having a degenerative disease, and did not survive her fourth year, dying in 1257.","1253-1257, was the fifth child of Henry III and his wife, Eleanor of Provence. She was born either a deaf-mute or just deaf and mentally challenged and was very sickly, passing away before her fourth year and dying in Windsor."
true_rate0_no_doc_recompute,21,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?,Lana Wood is the sibling of actress Natalie Wood.,False,True,Mara Wilson,Lana Wood
true_rate0_no_doc_recompute,22,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?,"Culberson County, Texas",False,False,Perry County,"Pine Springs is located in Falls County, Texas."
true_rate0_no_doc_recompute,23,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?",Van Horn,False,False,Pine Springs,"Document not fully provided, but based on the given information, Pine Springs is in Culberson County, Texas, and is described as the closest settlement to the headquarters of Guadalupe Mountains National Park. Since no other city in Culberson County is mentioned, and considering the context, Pine Springs is likely the county seat of Culberson County, Texas. However, the document does not explicitly state this."
true_rate0_no_doc_recompute,27,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?,Colin Firth,True,True,Colin Firth,George VI was played by Colin Firth in the film 'The King's Speech'.
true_rate0_no_doc_recompute,29,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?,Natalie Wood's sister is Lana Wood. The documents do not mention a brother.,False,False,Lana Wood,"Natalie Wood's brother is Lana Wood, who had an early screen appearance in the film ""Bombers B-52"" (also known as ""No Sleep till Dawn"")."
true_rate0_no_doc_recompute,31,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?,"Kris Benson played for the Pittsburgh Pirates, New York Mets, and Baltimore Orioles.",True,True,Pittsburgh Pirates,"Benson played for the Pittsburgh Pirates, the New York Mets, and the Baltimore Orioles in Major League Baseball."
true_rate0_no_doc_recompute,32,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?,Joni James,True,True,Joni James,"Document: ""You Belong to Me (1952 song): The first 1952 recording of the song was by Joni James. She had seen the sheet music in the Woods Building in Chicago and the lyrics attracted her. She recorded the song in February, 1952, in Chicago and it was released in March on the local Sharp Records label."
true_rate0_no_doc_recompute,36,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,Joni James sang the song 'You Belong to Me'.,False,True,"Sue Thompson
Answer: Joni James
Answer: Jessica Simpson",Joni James
true_rate0_no_doc_recompute,38,What place does the administrative territorial entity that Juba is located in share a border with?,What is the administrative territorial entity that contains Juba?,Central Equatoria,False,True,Federal Capital Territory,Central Equatoria
true_rate0_no_doc_recompute,39,What place does the administrative territorial entity that Juba is located in share a border with?,What places share a border with Central Equatoria?,Eastern Equatoria shares a border with Central Equatoria.,False,False,"The Badigeru Swamp and The Citizen (South Sudan) share a border with Central Equatoria. However, based on the provided documents, there is no explicit statement about direct border sharing. The Badigeru Swamp is located in Central Equatoria and Eastern Equatoria states of South Sudan, and The Citizen is based in Juba, the capital of Central Equatoria. Therefore, these places are in proximity to Central Equatoria but not explicitly stated to share a border.","Jimma Arjo, Badigeru Swamp, Enemorina Eaner, Oromia Region, Sodo, Geta"
true_rate0_no_doc_recompute,40,Who played the monarch at the end of WW2 in The King's Speech?,Who played King George VI in The King's Speech?,Colin Firth,True,False,Colin Firth,Andrew Scott
true_rate0_no_doc_recompute,41,Who is the spouse of a cast member from King of the Mountain?,Who are the cast members of King of the Mountain?,The cast includes Harry Hamlin as Steve and Deborah Van Valkenburgh as Tina.,False,True,Harry Hamlin as Steve,"Harry Hamlin, Deborah Van Valkenburgh"
true_rate0_no_doc_recompute,44,Who played king whose regal Name did Albert Adopt in the king's speech?,Who played King George VI in the film 'The King's Speech'?,Colin Firth,True,True,Colin Firth,George VI was played by Colin Firth in the film 'The King's Speech'.
true_rate0_no_doc_recompute,48,In which county is Mark Dismore's birthplace located?,Where was Mark Dismore born?,"Greenfield, Indiana",True,True,"1956 in Greenfield, Indiana","1956 in Greenfield, Indiana."
true_rate0_no_doc_recompute,50,Who was the sibling of Nannina de' Medici?,Who were the parents of Nannina de' Medici?,Nannina de' Medici's parents were Piero di Cosimo de' Medici and Lucrezia Tornabuoni.,True,True,Piero de' Medici and Lucrezia Tornabuoni,Piero di Cosimo de' Medici and Lucrezia Tornabuoni
true_rate0_no_doc_recompute,52,What county is the NRHEG High School located in?,Where is NRHEG High School located?,"NRHEG High School is located in New Richland, Minnesota.",True,True,"NRHEG High School is located in New Richland, Minnesota.","11237 Kingston Pike, New Richland, Minnesota"
true_rate0_no_doc_recompute,55,Who founded the political party of Dimuthu Bandara Abayakoon?,Who founded the Janatha Vimukthi Peramuna political party?,The Janatha Vimukthi Peramuna was founded by Rohana Wijeweera.,True,True,"Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera, founded the Janatha Vimukthi Peramuna.","Patabendi Don Jinadasa Nandasiri Wijeweera, known as Rohana Wijeweera, founded the Janatha Vimukthi Peramuna political party."
true_rate0_no_doc_recompute,58,What county shares a border with Cedar Springs?,Where is Cedar Springs located?,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.",False,False,"Cedar Springs is located in west Falls County, Texas, United States. It is an unincorporated community near the headquarters of Guadalupe Mountains National Park.","Cedar Springs is located in Lincoln County, south-central Kentucky, and is a tributary to the Dix River. It was designated as a ""Natural Area"" by the state of Illinois and has been part of the Mississippi River watershed."
true_rate0_no_doc_recompute,59,What county shares a border with Cedar Springs?,"Which counties share a border with Falls County, Texas?",Bell County shares a border with Falls County.,False,False,"Bell County and Knox County share a border with Falls County, Texas. This can be inferred from the information that Troy Independent School District extends into a small portion of Falls County and serves communities in Bell County, and that Cedar Springs, an unincorporated community in Falls County, is near the border with Knox County where Vera is located.","Bell County and Knox County share a border with Falls County, Texas. This can be inferred from the information that Troy Independent School District extends into Falls County and serves parts of Bell County, and that Cedar Springs, an unincorporated community in Falls County, is near the border with Knox County where the Sam Houston National Forest is located."
