Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,dataset,method,rate,source_csv,segment,source_row,Predicted_clean,glm_correct,glm_reason,glm_raw,row_index,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?,Henry III,Answer: Henry III,True,0.8,0.0,预测答案明确指出了“Henry III”，包含了标准答案的全部关键信息。虽然预测答案多出了“Answer: ”这样的前缀，但这属于措辞上的细微差异，不影响核心语义，两者在语义上完全等价，正确地回答了问题。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,34,Henry III,True,预测答案“Henry III”与标准答案完全一致，准确包含了问题所需的关键信息，语义上完全等价，正确地回答了建造Chapter House的负责人是谁这一问题。,"判断: 正确
原因: 预测答案“Henry III”与标准答案完全一致，准确包含了问题所需的关键信息，语义上完全等价，正确地回答了建造Chapter House的负责人是谁这一问题。",1534,N/A,N/A,N/A,N/A,N/A
When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?,"Henry III was first crowned in 1216 at Gloucester Cathedral, and then again at Westminster Abbey in 1220.","17 May 1220


</think>

Answer: 17 May 1220",False,0.2702702702702703,0.0,预测答案仅提供了1220年5月17日这一次加冕的具体日期，遗漏了标准答案中关于1216年在格洛斯特大教堂首次加冕的关键信息，因此未能完整回答问题。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,35,"17 May 1220




Answer: 17 May 1220",False,预测答案仅提供了1220年5月17日这一日期，遗漏了标准答案中关于亨利三世在1216年于格洛斯特大教堂首次加冕的关键信息，未能完整包含标准答案的核心内容，因此判断为错误。,"判断: 错误
原因: 预测答案仅提供了1220年5月17日这一日期，遗漏了标准答案中关于亨利三世在1216年于格洛斯特大教堂首次加冕的关键信息，未能完整包含标准答案的核心内容，因此判断为错误。",1535,N/A,N/A,N/A,N/A,N/A
What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?,Joni James sang the song 'You Belong to Me'.,"<think>

</think>

Joni James",True,0,0.0,预测答案“Joni James”准确提供了问题所询问的演唱者信息，与标准答案的核心实体完全一致，正确回答了该歌曲的演唱者是谁。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,36,Joni James,True,预测答案“Joni James”直接提供了问题所询问的歌手名字，包含了标准答案的核心关键信息。虽然省略了“sang the song 'You Belong to Me'”这部分重复问题内容的陈述，但在语义上与标准答案完全等价，准确回答了问题。,"判断: 正确
原因: 预测答案“Joni James”直接提供了问题所询问的歌手名字，包含了标准答案的核心关键信息。虽然省略了“sang the song 'You Belong to Me'”这部分重复问题内容的陈述，但在语义上与标准答案完全等价，准确回答了问题。",1536,N/A,N/A,N/A,N/A,N/A
What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?,Joni James was signed to MGM Records.,Answer: M-G-M Records,True,0.5454545454545454,0.0,预测答案中的“M-G-M Records”与标准答案中的“MGM Records”在语义上完全等价，仅仅是连字符的细微拼写差异。预测答案准确包含了标准答案的关键信息，正确回答了Joni James所签约的唱片公司。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_0_25/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_0_25,37,M-G-M Records,True,预测答案“M-G-M Records”与标准答案中的“MGM Records”在语义上完全等价，仅仅是连字符的拼写形式存在细微差异，已经包含了回答该问题所需的关键信息，因此判断为正确。,"判断: 正确
原因: 预测答案“M-G-M Records”与标准答案中的“MGM Records”在语义上完全等价，仅仅是连字符的拼写形式存在细微差异，已经包含了回答该问题所需的关键信息，因此判断为正确。",1537,N/A,N/A,N/A,N/A,N/A
Where was the founder of the National Women's Party born?,Who is the founder of the National Women's Party?,Alice Paul,"<think>

</think>

Alice Paul",True,0,0.0,预测答案“Alice Paul”与标准答案完全一致，准确无误地指出了全国妇女党的创始人，包含了标准答案的所有关键信息，因此判定为正确。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,0,Alice Paul,True,预测答案与标准答案完全一致，均为“Alice Paul”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确且直接地回答了关于全国妇女党创始人是谁的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Alice Paul”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确且直接地回答了关于全国妇女党创始人是谁的问题。",1538,N/A,N/A,N/A,N/A,N/A
Where was the founder of the National Women's Party born?,Where was Alice Paul born?,"Mount Laurel Township, New Jersey.","Paulsdale, in Mount Laurel Township, New Jersey.",True,0.7142857142857143,0.0,"预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还进一步提供了更具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案准确且更详细地回答了Alice Paul的出生地问题。",musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,1,"Paulsdale, in Mount Laurel Township, New Jersey.",True,"预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还进一步提供了更具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案正确且更详细地回答了问题。","判断: 正确
原因: 预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还进一步提供了更具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案正确且更详细地回答了问题。",1539,N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,Where is Ciudad Deportiva located?,"Ciudad Deportiva is located in Nuevo Laredo, Mexico.","<think>

</think>

Ciudad Deportiva is located in Nuevo Laredo, Mexico.",True,0,0.0,预测答案与标准答案完全一致，都明确指出了Ciudad Deportiva位于墨西哥的Nuevo Laredo。预测答案准确无误地包含了标准答案的所有关键信息，语义完全等价，因此判定为正确。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,2,"Ciudad Deportiva is located in Nuevo Laredo, Mexico.",True,预测答案与标准答案完全一致，都明确指出了Ciudad Deportiva位于墨西哥的Nuevo Laredo，包含了所有关键信息，语义完全等价，准确回答了问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，都明确指出了Ciudad Deportiva位于墨西哥的Nuevo Laredo，包含了所有关键信息，语义完全等价，准确回答了问题。",1540,N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",The Ciudad Deportiva sports complex is owned by the Nuevo Laredo Municipality.,"<think>

</think>

Answer: Nuevo Laredo Municipality",True,0,0.0,预测答案“Nuevo Laredo Municipality”准确提取了标准答案中的核心行政领土实体名称。它直接回答了问题所问的拥有该体育综合设施的行政实体，与标准答案在语义上完全等价，符合正确回答的标准。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,3,Nuevo Laredo Municipality,True,预测答案“Nuevo Laredo Municipality”准确包含了标准答案中的核心实体信息，直接回答了问题所问的行政领土实体。虽然缺少了标准答案的完整句子结构，但在语义上与标准答案完全等价，符合评估标准。,"判断: 正确
原因: 预测答案“Nuevo Laredo Municipality”准确包含了标准答案中的核心实体信息，直接回答了问题所问的行政领土实体。虽然缺少了标准答案的完整句子结构，但在语义上与标准答案完全等价，符合评估标准。",1541,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Which company distributed the film UHF?,Orion Pictures,"<think>

</think>

The film UHF was distributed by Orion Pictures.",True,0,0.0,预测答案明确指出了电影 UHF 的发行公司是 Orion Pictures，这与标准答案完全一致，包含了标准答案的关键信息，语义上完全等价，因此判断为正确。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,4,The film UHF was distributed by Orion Pictures.,True,预测答案明确指出了电影UHF是由Orion Pictures发行的，包含了标准答案中的关键信息，且在语义上与标准答案完全等价，准确回答了问题。,"判断: 正确
原因: 预测答案明确指出了电影UHF是由Orion Pictures发行的，包含了标准答案中的关键信息，且在语义上与标准答案完全等价，准确回答了问题。",1542,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Who founded Orion Pictures?,Morris Mike Medavoy was a co-founder of Orion Pictures.,Answer: Morris Mike Medavoy founded Orion Pictures.,True,0.7272727272727272,0.0,预测答案明确指出了Morris Mike Medavoy创立了Orion Pictures，这与标准答案中他是联合创始人（co-founder）的核心语义高度一致。两者在关键信息上完全匹配，仅存在“创立”与“联合创立”这种措辞上的细微差异，不影响对问题核心事实的正确回答。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,5,Morris Mike Medavoy founded Orion Pictures.,True,预测答案“Morris Mike Medavoy founded Orion Pictures.”包含了标准答案中的核心人物和事件，且“founded”与“was a co-founder of”在语义上高度一致，准确传达了Morris Mike Medavoy是Orion Pictures创立者这一关键信息，符合语义等价的要求。,"判断: 正确
原因: 预测答案“Morris Mike Medavoy founded Orion Pictures.”包含了标准答案中的核心人物和事件，且“founded”与“was a co-founder of”在语义上高度一致，准确传达了Morris Mike Medavoy是Orion Pictures创立者这一关键信息，符合语义等价的要求。",1543,N/A,N/A,N/A,N/A,N/A
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,"Alice Paul, the head of the National Women's Party, revised the proposed Equal Rights Amendment in 1923.",Answer: Alice Paul,True,0.10526315789473684,0.0,预测答案明确指出了“Alice Paul”，这完全包含了标准答案中关于谁在1923年向国会提交第一版《平等权利修正案》的关键信息。虽然预测答案省略了关于她身份和修订法案的补充细节，但针对问题所问的“Who”，其核心语义与标准答案完全一致。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,6,Alice Paul,True,预测答案“Alice Paul”准确包含了标准答案中的核心关键信息。问题询问的是谁在1923年向国会提交了第一版平等权利修正案，预测答案正确指出了提交者，与标准答案在语义上完全一致，符合正确回答的标准。,"判断: 正确
原因: 预测答案“Alice Paul”准确包含了标准答案中的核心关键信息。问题询问的是谁在1923年向国会提交了第一版平等权利修正案，预测答案正确指出了提交者，与标准答案在语义上完全一致，符合正确回答的标准。",1544,N/A,N/A,N/A,N/A,N/A
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,What is the place of birth of Alice Paul?,"Paulsdale, Mount Laurel Township, New Jersey","</think>

Paulsdale, in Mount Laurel Township, New Jersey.",True,0,0.0,预测答案包含了标准答案中的所有关键信息，即“Paulsdale”、“Mount Laurel Township”和“New Jersey”。虽然预测答案在表达上增加了“in”等连接词，但这属于措辞上的细微差异，其核心语义与标准答案完全等价，准确地回答了问题。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,7,"Paulsdale, in Mount Laurel Township, New Jersey.",True,预测答案包含了标准答案中的所有关键信息，即“Paulsdale”、“Mount Laurel Township”和“New Jersey”。两者在语义上完全等价，预测答案仅增加了介词“in”使语句更连贯，属于允许的措辞细微差异，因此判断为正确。,"判断: 正确
原因: 预测答案包含了标准答案中的所有关键信息，即“Paulsdale”、“Mount Laurel Township”和“New Jersey”。两者在语义上完全等价，预测答案仅增加了介词“in”使语句更连贯，属于允许的措辞细微差异，因此判断为正确。",1545,N/A,N/A,N/A,N/A,N/A
"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",What is the location of the devolved body responsible for non-reserved matters since 2004?,"The devolved body is the Scottish Parliament, located in the Holyrood area of Edinburgh since September 2004.",Answer: Holyrood area of Edinburgh,True,0.4666666666666667,0.0,预测答案准确地提取了标准答案中的核心地理位置信息“Holyrood area of Edinburgh”，直接且正确地回答了问题中关于该机构所在地的询问，语义与标准答案完全一致。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,8,Holyrood area of Edinburgh,True,预测答案“Holyrood area of Edinburgh”准确包含了标准答案中的核心地理位置信息，直接回答了问题所询问的地点，与标准答案在语义上完全等价，符合正确回答的标准。,"判断: 正确
原因: 预测答案“Holyrood area of Edinburgh”准确包含了标准答案中的核心地理位置信息，直接回答了问题所询问的地点，与标准答案在语义上完全等价，符合正确回答的标准。",1546,N/A,N/A,N/A,N/A,N/A
When did the person who first brought a postal service into Umayyad lands become caliph?,Who first introduced the postal service in the Umayyad Caliphate?,Mu'awiyah introduced the postal service in the Umayyad Caliphate.,"<think>

</think>

Answer: Mu'awiyah introduced the postal service in the Umayyad Caliphate.",False,0,0.0,预测答案部分为空白，没有提供任何实质性的内容或文字信息，因此未能包含标准答案中的关键信息（Mu'awiyah），无法正确回答所提出的问题。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,9,Mu'awiyah introduced the postal service in the Umayyad Caliphate.,True,预测答案与标准答案完全一致，准确包含了“Mu'awiyah”这一关键人物信息，且语义上完全等价，正确回答了谁在倭马亚哈里发国引入邮政服务的问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，准确包含了“Mu'awiyah”这一关键人物信息，且语义上完全等价，正确回答了谁在倭马亚哈里发国引入邮政服务的问题。",1547,N/A,N/A,N/A,N/A,N/A
When did the person who first brought a postal service into Umayyad lands become caliph?,When did Mu'awiyah become caliph of the Umayyad Caliphate?,Mu'awiyah became caliph in 661 CE.,"661
</think>

Answer: 661",True,0.2857142857142857,0.0,预测答案“661”准确提供了问题所询问的关键时间信息，与标准答案“661 CE”在语义上完全等价。尽管预测答案省略了“CE”和完整的句子结构，但核心事实信息完全一致，正确回答了穆阿威叶成为哈里发的时间。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,10,"661


Answer: 661",True,预测答案“661”准确给出了穆阿威叶成为哈里发的年份，与标准答案“661 CE”在核心信息和语义上完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案“661”准确给出了穆阿威叶成为哈里发的年份，与标准答案“661 CE”在核心信息和语义上完全等价，正确回答了问题。",1548,N/A,N/A,N/A,N/A,N/A
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,Who was named commander in chief of Texas forces by the new national government of Texas?,Sam Houston was named commander in chief of the Texas forces by the new national government of Texas.,"<think>

</think>

Sam Houston",True,0,0.0,预测答案“Sam Houston”准确提取并提供了标准答案中最核心的人物实体信息，正确回答了关于谁被任命为德克萨斯军队总司令的问题，语义上与标准答案完全一致。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,11,Sam Houston,True,预测答案“Sam Houston”准确给出了问题所询问的核心人物，包含了标准答案中最关键的信息。虽然它没有包含完整的句子结构，但在语义上与标准答案完全等价，正确回答了该问题。,"判断: 正确
原因: 预测答案“Sam Houston”准确给出了问题所询问的核心人物，包含了标准答案中最关键的信息。虽然它没有包含完整的句子结构，但在语义上与标准答案完全等价，正确回答了该问题。",1549,N/A,N/A,N/A,N/A,N/A
What university did the author of The Secret World of Og go to?,Who is the author of The Secret World of Og?,Pierre Berton,Pierre Berton,True,1.0,1.0,预测答案与标准答案完全一致，都明确指出了《The Secret World of Og》的作者是Pierre Berton，准确且完整地回答了问题，符合所有判断标准。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,12,Pierre Berton,True,预测答案“Pierre Berton”与标准答案完全一致，准确包含了问题所问的《The Secret World of Og》一书作者的关键信息，语义完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“Pierre Berton”与标准答案完全一致，准确包含了问题所问的《The Secret World of Og》一书作者的关键信息，语义完全等价，因此判断为正确。",1550,N/A,N/A,N/A,N/A,N/A
What university did the author of The Secret World of Og go to?,Which university did Pierre Berton attend?,Pierre Berton attended the University of British Columbia.,"<think>

</think>

University of British Columbia",True,0,0.0,预测答案“University of British Columbia”准确包含了标准答案中的核心信息，即皮埃尔·伯顿就读的大学名称。虽然省略了主语，但语义与标准答案完全一致，正确回答了问题。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,13,University of British Columbia,True,预测答案明确指出了“University of British Columbia”，这与标准答案中的核心信息完全一致。虽然预测答案省略了主语，但直接回答了问题所问的大学名称，语义上完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案明确指出了“University of British Columbia”，这与标准答案中的核心信息完全一致。虽然预测答案省略了主语，但直接回答了问题所问的大学名称，语义上完全等价，因此判断为正确。",1551,N/A,N/A,N/A,N/A,N/A
Who is the child of Caroline LeRoy's spouse?,Who is Caroline LeRoy's spouse?,Daniel Webster,"<think>

</think>

Caroline LeRoy's spouse was Daniel Webster.",True,0,0.0,预测答案明确指出了Caroline LeRoy的配偶是Daniel Webster，这与标准答案完全一致，准确无误地回答了所提出的问题。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,14,Caroline LeRoy's spouse was Daniel Webster.,True,预测答案明确指出了Caroline LeRoy的配偶是Daniel Webster，包含了标准答案中的所有关键信息，且两者在语义上完全等价，符合正确回答问题的标准。,"判断: 正确
原因: 预测答案明确指出了Caroline LeRoy的配偶是Daniel Webster，包含了标准答案中的所有关键信息，且两者在语义上完全等价，符合正确回答问题的标准。",1552,N/A,N/A,N/A,N/A,N/A
Who is the child of Caroline LeRoy's spouse?,Who is Daniel Webster's child?,Daniel Webster's child is Daniel Fletcher Webster.,"<think>

</think>

Fletcher Webster",True,0,0.0,预测答案“Fletcher Webster”与标准答案“Daniel Fletcher Webster”指代的是同一个人，即丹尼尔·韦伯斯特的孩子。预测答案虽然省略了名字中的“Daniel”，但保留了核心的姓名信息，在语义上与标准答案完全等价，因此判断为正确。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,15,Fletcher Webster,True,预测答案“Fletcher Webster”与标准答案“Daniel Fletcher Webster”指代的是同一个人，只是省略了名字中的“Daniel”，在语义上完全等价，包含了标准答案的关键信息，正确回答了问题。,"判断: 正确
原因: 预测答案“Fletcher Webster”与标准答案“Daniel Fletcher Webster”指代的是同一个人，只是省略了名字中的“Daniel”，在语义上完全等价，包含了标准答案的关键信息，正确回答了问题。",1553,N/A,N/A,N/A,N/A,N/A
Where was the person featured on the Chester Arthur coin born?,Who is featured on the Chester Arthur coin?,The coin for Chester A. Arthur features suffragette Alice Paul.,"<think>

</think>

Answer: Suffragette Alice Paul is featured on the Chester Arthur coin.",True,0,0.0,预测答案明确指出了切斯特·阿瑟硬币上的人物是女权主义者爱丽丝·保罗，这与标准答案的核心信息完全一致，准确无误地回答了问题。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,16,Suffragette Alice Paul is featured on the Chester Arthur coin.,True,预测答案明确指出了切斯特·阿瑟硬币上印有争取妇女参政权者爱丽丝·保罗，这与标准答案的关键信息完全一致。两者在语义上完全等价，仅仅是语序和措辞上存在细微差异，意思保持一致。,"判断: 正确
原因: 预测答案明确指出了切斯特·阿瑟硬币上印有争取妇女参政权者爱丽丝·保罗，这与标准答案的关键信息完全一致。两者在语义上完全等价，仅仅是语序和措辞上存在细微差异，意思保持一致。",1554,N/A,N/A,N/A,N/A,N/A
Where was the person featured on the Chester Arthur coin born?,Where was suffragette Alice Paul born?,"Alice Paul was born in Paulsdale, Mount Laurel Township, New Jersey.","Answer: Paulsdale, in Mount Laurel Township, New Jersey.",True,0.8571428571428571,0.0,"预测答案准确地给出了“Paulsdale, in Mount Laurel Township, New Jersey”这一地点信息，包含了标准答案的所有关键要素。两者在语义上完全等价，仅存在细微的措辞差异，正确回答了关于Alice Paul出生地的问题。",musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,17,"Paulsdale, in Mount Laurel Township, New Jersey.",True,"预测答案包含了标准答案中的所有关键信息，即出生地点“Paulsdale, Mount Laurel Township, New Jersey”。虽然省略了主语，但语义上与标准答案完全等价，准确回答了问题。","判断: 正确
原因: 预测答案包含了标准答案中的所有关键信息，即出生地点“Paulsdale, Mount Laurel Township, New Jersey”。虽然省略了主语，但语义上与标准答案完全等价，准确回答了问题。",1555,N/A,N/A,N/A,N/A,N/A
Where did the author of The National Dream go to university?,Who is the author of The National Dream?,Pierre Berton,"<think>

</think>

Pierre Berton",True,0,0.0,预测答案“Pierre Berton”与标准答案完全一致，准确无误地给出了《The National Dream》的作者，符合所有判断标准，因此判定为正确。,musique,draft32b_smart_top2_mean_global,0.15,/raid/home/hming/FusionRAG-pca-analysis/MOTIVATION_EXPERIMENTS/offline_draft32b_teacher_rate015/accuracy_runs_control_qwen3_32b/draft32b_smart_top2_mean_global/seg_100_125/Qwen3-32B/musique/FusionRAG_global_topk10_bge/rate_0.15_revert_rope.csv,seg_100_125,18,Pierre Berton,True,预测答案明确给出了“Pierre Berton”，与标准答案完全一致。该预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于《The National Dream》作者的问题。,"判断: 正确
原因: 预测答案明确给出了“Pierre Berton”，与标准答案完全一致。该预测答案准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于《The National Dream》作者的问题。",1556,N/A,N/A,N/A,N/A,N/A
