offline_n,online_n,hit_n,jaccard,offline_covered_by_online,online_covered_by_offline,dataset,level,topk,example_id,sub_q_idx,source_chunk_id,online_chunk_ids,offline_doc_ids,offline_available
5,10,2,0.15384615384615385,0.4,0.2,musique,chunk,5,154,0,4,1 2 3 4 5 6 7 8 9 10,Q155-Doc9 Q176-Doc17 Q155-Doc5 Q148-Doc5 Q63-Doc5,1
5,10,2,0.15384615384615385,0.4,0.2,musique,chunk,5,154,0,10,1 2 3 4 5 6 7 8 9 10,Q49-Doc6 Q155-Doc7 Q135-Doc12 Q155-Doc3 Q176-Doc1,1
5,10,2,0.15384615384615385,0.4,0.2,musique,chunk,5,154,0,7,1 2 3 4 5 6 7 8 9 10,Q135-Doc12 Q175-Doc19 Q135-Doc7 Q155-Doc6 Q155-Doc10,1
5,10,3,0.25,0.6,0.3,musique,chunk,5,154,0,3,1 2 3 4 5 6 7 8 9 10,Q155-Doc6 Q111-Doc5 Q124-Doc4 Q155-Doc8 Q155-Doc10,1
5,10,3,0.25,0.6,0.3,musique,chunk,5,154,0,6,1 2 3 4 5 6 7 8 9 10,Q155-Doc3 Q155-Doc7 Q135-Doc12 Q176-Doc1 Q155-Doc1,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,154,0,9,1 2 3 4 5 6 7 8 9 10,Q155-Doc4 Q131-Doc13 Q26-Doc12 Q124-Doc4 Q99-Doc2,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,154,0,2,1 2 3 4 5 6 7 8 9 10,Q176-Doc28 Q151-Doc16 Q156-Doc3 Q184-Doc4 Q176-Doc1,1
5,10,2,0.15384615384615385,0.4,0.2,musique,chunk,5,154,0,8,1 2 3 4 5 6 7 8 9 10,Q176-Doc1 Q155-Doc1 Q151-Doc3 Q155-Doc3 Q175-Doc19,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,154,0,5,1 2 3 4 5 6 7 8 9 10,Q176-Doc17 Q148-Doc5 Q63-Doc5 Q102-Doc9 Q155-Doc4,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,154,0,1,1 2 3 4 5 6 7 8 9 10,Q176-Doc1 Q151-Doc3 Q155-Doc8 Q176-Doc24 Q151-Doc11,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,154,0,4,1 2 3 4 5 6 7 8 9 10,Q155-Doc9 Q176-Doc17 Q155-Doc5 Q148-Doc5 Q63-Doc5 Q99-Doc2 Q59-Doc15 Q125-Doc8 Q123-Doc8,1
9,10,4,0.26666666666666666,0.4444444444444444,0.4,musique,chunk,10,154,0,10,1 2 3 4 5 6 7 8 9 10,Q49-Doc6 Q155-Doc7 Q135-Doc12 Q155-Doc3 Q176-Doc1 Q155-Doc1 Q151-Doc3 Q155-Doc6 Q175-Doc19,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,154,0,7,1 2 3 4 5 6 7 8 9 10,Q135-Doc12 Q175-Doc19 Q135-Doc7 Q155-Doc6 Q155-Doc10 Q49-Doc6 Q166-Doc2 Q165-Doc18 Q154-Doc6,1
9,10,4,0.26666666666666666,0.4444444444444444,0.4,musique,chunk,10,154,0,3,1 2 3 4 5 6 7 8 9 10,Q155-Doc6 Q111-Doc5 Q124-Doc4 Q155-Doc8 Q155-Doc10 Q49-Doc6 Q176-Doc1 Q155-Doc1 Q151-Doc3,1
9,10,5,0.35714285714285715,0.5555555555555556,0.5,musique,chunk,10,154,0,6,1 2 3 4 5 6 7 8 9 10,Q155-Doc3 Q155-Doc7 Q135-Doc12 Q176-Doc1 Q155-Doc1 Q151-Doc3 Q155-Doc8 Q124-Doc4 Q155-Doc10,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,154,0,9,1 2 3 4 5 6 7 8 9 10,Q155-Doc4 Q131-Doc13 Q26-Doc12 Q124-Doc4 Q99-Doc2 Q155-Doc3 Q175-Doc19 Q135-Doc8 Q59-Doc15,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,154,0,2,1 2 3 4 5 6 7 8 9 10,Q176-Doc28 Q151-Doc16 Q156-Doc3 Q184-Doc4 Q176-Doc1 Q155-Doc1 Q151-Doc3 Q184-Doc10 Q176-Doc2,1
9,10,3,0.1875,0.3333333333333333,0.3,musique,chunk,10,154,0,8,1 2 3 4 5 6 7 8 9 10,Q176-Doc1 Q155-Doc1 Q151-Doc3 Q155-Doc3 Q175-Doc19 Q155-Doc6 Q197-Doc16 Q148-Doc1 Q63-Doc1,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,154,0,5,1 2 3 4 5 6 7 8 9 10,Q176-Doc17 Q148-Doc5 Q63-Doc5 Q102-Doc9 Q155-Doc4 Q148-Doc1 Q63-Doc1 Q176-Doc21 Q148-Doc4,1
9,10,3,0.1875,0.3333333333333333,0.3,musique,chunk,10,154,0,1,1 2 3 4 5 6 7 8 9 10,Q176-Doc1 Q151-Doc3 Q155-Doc8 Q176-Doc24 Q151-Doc11 Q137-Doc10 Q155-Doc6 Q155-Doc10 Q49-Doc6,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,0,1,1 2 3 4 5 6 7 8 9 10,Q156-Doc2,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,0,4,1 2 3 4 5 6 7 8 9 10,Q36-Doc10,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,0,10,1 2 3 4 5 6 7 8 9 10,Q11-Doc15,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,0,7,1 2 3 4 5 6 7 8 9 10,Q50-Doc11,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,0,3,1 2 3 4 5 6 7 8 9 10,Q156-Doc6,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,0,6,1 2 3 4 5 6 7 8 9 10,Q156-Doc3,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,0,9,1 2 3 4 5 6 7 8 9 10,Q156-Doc10,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,0,5,1 2 3 4 5 6 7 8 9 10,Q156-Doc7,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,0,2,1 2 3 4 5 6 7 8 9 10,Q156-Doc4,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,0,8,1 2 3 4 5 6 7 8 9 10,Q184-Doc10,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,1,1 2 3 4 5 6 7 8 9 10,Q156-Doc2 Q195-Doc7,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,4,1 2 3 4 5 6 7 8 9 10,Q36-Doc10 Q156-Doc2,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,0,10,1 2 3 4 5 6 7 8 9 10,Q11-Doc15 Q31-Doc18,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,7,1 2 3 4 5 6 7 8 9 10,Q50-Doc11 Q156-Doc5,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,3,1 2 3 4 5 6 7 8 9 10,Q156-Doc6 Q184-Doc4,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,6,1 2 3 4 5 6 7 8 9 10,Q156-Doc3 Q184-Doc4,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,9,1 2 3 4 5 6 7 8 9 10,Q156-Doc10 Q11-Doc15,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,5,1 2 3 4 5 6 7 8 9 10,Q156-Doc7 Q50-Doc11,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,0,2,1 2 3 4 5 6 7 8 9 10,Q156-Doc4 Q36-Doc10,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,0,8,1 2 3 4 5 6 7 8 9 10,Q184-Doc10 Q143-Doc14,1
3,10,2,0.18181818181818182,0.6666666666666666,0.2,musique,chunk,3,155,0,1,1 2 3 4 5 6 7 8 9 10,Q156-Doc2 Q195-Doc7 Q156-Doc4,1
3,10,2,0.18181818181818182,0.6666666666666666,0.2,musique,chunk,3,155,0,4,1 2 3 4 5 6 7 8 9 10,Q36-Doc10 Q156-Doc2 Q156-Doc6,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,0,10,1 2 3 4 5 6 7 8 9 10,Q11-Doc15 Q31-Doc18 Q11-Doc8,1
3,10,2,0.18181818181818182,0.6666666666666666,0.2,musique,chunk,3,155,0,7,1 2 3 4 5 6 7 8 9 10,Q50-Doc11 Q156-Doc5 Q156-Doc2,1
3,10,2,0.18181818181818182,0.6666666666666666,0.2,musique,chunk,3,155,0,3,1 2 3 4 5 6 7 8 9 10,Q156-Doc6 Q184-Doc4 Q156-Doc4,1
3,10,2,0.18181818181818182,0.6666666666666666,0.2,musique,chunk,3,155,0,6,1 2 3 4 5 6 7 8 9 10,Q156-Doc3 Q184-Doc4 Q156-Doc4,1
3,10,1,0.08333333333333333,0.3333333333333333,0.1,musique,chunk,3,155,0,9,1 2 3 4 5 6 7 8 9 10,Q156-Doc10 Q11-Doc15 Q94-Doc5,1
3,10,2,0.18181818181818182,0.6666666666666666,0.2,musique,chunk,3,155,0,5,1 2 3 4 5 6 7 8 9 10,Q156-Doc7 Q50-Doc11 Q156-Doc2,1
3,10,2,0.18181818181818182,0.6666666666666666,0.2,musique,chunk,3,155,0,2,1 2 3 4 5 6 7 8 9 10,Q156-Doc4 Q36-Doc10 Q156-Doc5,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,0,8,1 2 3 4 5 6 7 8 9 10,Q184-Doc10 Q143-Doc14 Q184-Doc4,1
5,10,3,0.25,0.6,0.3,musique,chunk,5,155,0,1,1 2 3 4 5 6 7 8 9 10,Q156-Doc2 Q195-Doc7 Q156-Doc4 Q36-Doc10 Q156-Doc3,1
5,10,4,0.36363636363636365,0.8,0.4,musique,chunk,5,155,0,4,1 2 3 4 5 6 7 8 9 10,Q36-Doc10 Q156-Doc2 Q156-Doc6 Q156-Doc3 Q156-Doc1,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,0,10,1 2 3 4 5 6 7 8 9 10,Q11-Doc15 Q31-Doc18 Q11-Doc8 Q94-Doc2 Q90-Doc16,1
5,10,2,0.15384615384615385,0.4,0.2,musique,chunk,5,155,0,7,1 2 3 4 5 6 7 8 9 10,Q50-Doc11 Q156-Doc5 Q156-Doc2 Q66-Doc14 Q55-Doc14,1
5,10,3,0.25,0.6,0.3,musique,chunk,5,155,0,3,1 2 3 4 5 6 7 8 9 10,Q156-Doc6 Q184-Doc4 Q156-Doc4 Q36-Doc10 Q156-Doc1,1
5,10,2,0.15384615384615385,0.4,0.2,musique,chunk,5,155,0,6,1 2 3 4 5 6 7 8 9 10,Q156-Doc3 Q184-Doc4 Q156-Doc4 Q36-Doc10 Q35-Doc6,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,155,0,9,1 2 3 4 5 6 7 8 9 10,Q156-Doc10 Q11-Doc15 Q94-Doc5 Q59-Doc8 Q28-Doc16,1
5,10,2,0.15384615384615385,0.4,0.2,musique,chunk,5,155,0,5,1 2 3 4 5 6 7 8 9 10,Q156-Doc7 Q50-Doc11 Q156-Doc2 Q60-Doc2 Q169-Doc13,1
5,10,4,0.36363636363636365,0.8,0.4,musique,chunk,5,155,0,2,1 2 3 4 5 6 7 8 9 10,Q156-Doc4 Q36-Doc10 Q156-Doc5 Q156-Doc1 Q156-Doc7,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,0,8,1 2 3 4 5 6 7 8 9 10,Q184-Doc10 Q143-Doc14 Q184-Doc4 Q184-Doc3 Q195-Doc11,1
9,10,3,0.1875,0.3333333333333333,0.3,musique,chunk,10,155,0,1,1 2 3 4 5 6 7 8 9 10,Q156-Doc2 Q195-Doc7 Q156-Doc4 Q36-Doc10 Q156-Doc3 Q163-Doc1 Q195-Doc11 Q195-Doc14 Q163-Doc2,1
9,10,5,0.35714285714285715,0.5555555555555556,0.5,musique,chunk,10,155,0,4,1 2 3 4 5 6 7 8 9 10,Q36-Doc10 Q156-Doc2 Q156-Doc6 Q156-Doc3 Q156-Doc1 Q156-Doc8 Q184-Doc6 Q106-Doc13 Q10-Doc14,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,155,0,10,1 2 3 4 5 6 7 8 9 10,Q11-Doc15 Q31-Doc18 Q11-Doc8 Q94-Doc2 Q90-Doc16 Q156-Doc9 Q152-Doc7 Q129-Doc6 Q94-Doc9,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,155,0,7,1 2 3 4 5 6 7 8 9 10,Q50-Doc11 Q156-Doc5 Q156-Doc2 Q66-Doc14 Q55-Doc14 Q53-Doc14 Q108-Doc12 Q108-Doc10 Q20-Doc8,1
9,10,3,0.1875,0.3333333333333333,0.3,musique,chunk,10,155,0,3,1 2 3 4 5 6 7 8 9 10,Q156-Doc6 Q184-Doc4 Q156-Doc4 Q36-Doc10 Q156-Doc1 Q176-Doc28 Q155-Doc2 Q151-Doc16 Q184-Doc1,1
9,10,3,0.1875,0.3333333333333333,0.3,musique,chunk,10,155,0,6,1 2 3 4 5 6 7 8 9 10,Q156-Doc3 Q184-Doc4 Q156-Doc4 Q36-Doc10 Q35-Doc6 Q156-Doc2 Q164-Doc11 Q190-Doc14 Q63-Doc15,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,155,0,9,1 2 3 4 5 6 7 8 9 10,Q156-Doc10 Q11-Doc15 Q94-Doc5 Q59-Doc8 Q28-Doc16 Q194-Doc3 Q166-Doc3 Q85-Doc15 Q67-Doc9,1
9,10,2,0.11764705882352941,0.2222222222222222,0.2,musique,chunk,10,155,0,5,1 2 3 4 5 6 7 8 9 10,Q156-Doc7 Q50-Doc11 Q156-Doc2 Q60-Doc2 Q169-Doc13 Q158-Doc3 Q129-Doc1 Q66-Doc14 Q55-Doc14,1
9,10,6,0.46153846153846156,0.6666666666666666,0.6,musique,chunk,10,155,0,2,1 2 3 4 5 6 7 8 9 10,Q156-Doc4 Q36-Doc10 Q156-Doc5 Q156-Doc1 Q156-Doc7 Q50-Doc11 Q156-Doc6 Q176-Doc16 Q156-Doc8,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,155,0,8,1 2 3 4 5 6 7 8 9 10,Q184-Doc10 Q143-Doc14 Q184-Doc4 Q184-Doc3 Q195-Doc11 Q143-Doc8 Q126-Doc6 Q118-Doc8 Q156-Doc4,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,1,17,1 11 12 13 14 15 16 17 18 19,Q156-Doc13,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,1,1 11 12 13 14 15 16 17 18 19,Q156-Doc2,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,14,1 11 12 13 14 15 16 17 18 19,Q8-Doc14,1
1,10,1,0.1,1.0,0.1,musique,chunk,1,155,1,13,1 11 12 13 14 15 16 17 18 19,Q156-Doc17,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,16,1 11 12 13 14 15 16 17 18 19,Q120-Doc5,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,19,1 11 12 13 14 15 16 17 18 19,Q49-Doc11,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,15,1 11 12 13 14 15 16 17 18 19,Q190-Doc20,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,12,1 11 12 13 14 15 16 17 18 19,Q85-Doc3,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,18,1 11 12 13 14 15 16 17 18 19,Q134-Doc4,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,155,1,11,1 11 12 13 14 15 16 17 18 19,Q200-Doc11,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,1,17,1 11 12 13 14 15 16 17 18 19,Q156-Doc13 Q49-Doc13,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,1,1 11 12 13 14 15 16 17 18 19,Q156-Doc2 Q195-Doc7,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,14,1 11 12 13 14 15 16 17 18 19,Q8-Doc14 Q7-Doc10,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,155,1,13,1 11 12 13 14 15 16 17 18 19,Q156-Doc17 Q196-Doc9,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,16,1 11 12 13 14 15 16 17 18 19,Q120-Doc5 Q118-Doc5,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,19,1 11 12 13 14 15 16 17 18 19,Q49-Doc11 Q8-Doc12,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,15,1 11 12 13 14 15 16 17 18 19,Q190-Doc20 Q122-Doc3,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,12,1 11 12 13 14 15 16 17 18 19,Q85-Doc3 Q148-Doc17,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,18,1 11 12 13 14 15 16 17 18 19,Q134-Doc4 Q134-Doc10,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,155,1,11,1 11 12 13 14 15 16 17 18 19,Q200-Doc11 Q178-Doc22,1
3,10,1,0.08333333333333333,0.3333333333333333,0.1,musique,chunk,3,155,1,17,1 11 12 13 14 15 16 17 18 19,Q156-Doc13 Q49-Doc13 Q24-Doc8,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,1,1 11 12 13 14 15 16 17 18 19,Q156-Doc2 Q195-Doc7 Q156-Doc4,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,14,1 11 12 13 14 15 16 17 18 19,Q8-Doc14 Q7-Doc10 Q140-Doc3,1
3,10,1,0.08333333333333333,0.3333333333333333,0.1,musique,chunk,3,155,1,13,1 11 12 13 14 15 16 17 18 19,Q156-Doc17 Q196-Doc9 Q170-Doc9,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,16,1 11 12 13 14 15 16 17 18 19,Q120-Doc5 Q118-Doc5 Q118-Doc8,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,19,1 11 12 13 14 15 16 17 18 19,Q49-Doc11 Q8-Doc12 Q7-Doc8,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,15,1 11 12 13 14 15 16 17 18 19,Q190-Doc20 Q122-Doc3 Q196-Doc12,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,12,1 11 12 13 14 15 16 17 18 19,Q85-Doc3 Q148-Doc17 Q63-Doc19,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,18,1 11 12 13 14 15 16 17 18 19,Q134-Doc4 Q134-Doc10 Q91-Doc2,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,155,1,11,1 11 12 13 14 15 16 17 18 19,Q200-Doc11 Q178-Doc22 Q62-Doc15,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,155,1,17,1 11 12 13 14 15 16 17 18 19,Q156-Doc13 Q49-Doc13 Q24-Doc8 Q137-Doc6 Q63-Doc13,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,1,1 11 12 13 14 15 16 17 18 19,Q156-Doc2 Q195-Doc7 Q156-Doc4 Q36-Doc10 Q156-Doc3,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,14,1 11 12 13 14 15 16 17 18 19,Q8-Doc14 Q7-Doc10 Q140-Doc3 Q93-Doc7 Q191-Doc20,1
5,10,1,0.07142857142857142,0.2,0.1,musique,chunk,5,155,1,13,1 11 12 13 14 15 16 17 18 19,Q156-Doc17 Q196-Doc9 Q170-Doc9 Q161-Doc9 Q94-Doc5,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,16,1 11 12 13 14 15 16 17 18 19,Q120-Doc5 Q118-Doc5 Q118-Doc8 Q118-Doc9 Q8-Doc15,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,19,1 11 12 13 14 15 16 17 18 19,Q49-Doc11 Q8-Doc12 Q7-Doc8 Q8-Doc15 Q8-Doc14,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,15,1 11 12 13 14 15 16 17 18 19,Q190-Doc20 Q122-Doc3 Q196-Doc12 Q170-Doc13 Q161-Doc14,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,12,1 11 12 13 14 15 16 17 18 19,Q85-Doc3 Q148-Doc17 Q63-Doc19 Q163-Doc3 Q31-Doc2,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,18,1 11 12 13 14 15 16 17 18 19,Q134-Doc4 Q134-Doc10 Q91-Doc2 Q83-Doc1 Q96-Doc9,1
5,10,0,0.0,0.0,0.0,musique,chunk,5,155,1,11,1 11 12 13 14 15 16 17 18 19,Q200-Doc11 Q178-Doc22 Q62-Doc15 Q191-Doc19 Q186-Doc15,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,155,1,17,1 11 12 13 14 15 16 17 18 19,Q156-Doc13 Q49-Doc13 Q24-Doc8 Q137-Doc6 Q63-Doc13 Q163-Doc3 Q31-Doc2 Q170-Doc9 Q161-Doc9,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,155,1,1,1 11 12 13 14 15 16 17 18 19,Q156-Doc2 Q195-Doc7 Q156-Doc4 Q36-Doc10 Q156-Doc3 Q163-Doc1 Q195-Doc11 Q195-Doc14 Q163-Doc2,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,155,1,14,1 11 12 13 14 15 16 17 18 19,Q8-Doc14 Q7-Doc10 Q140-Doc3 Q93-Doc7 Q191-Doc20 Q191-Doc11 Q186-Doc3 Q182-Doc2 Q157-Doc17,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,155,1,13,1 11 12 13 14 15 16 17 18 19,Q156-Doc17 Q196-Doc9 Q170-Doc9 Q161-Doc9 Q94-Doc5 Q59-Doc8 Q28-Doc16 Q31-Doc19 Q163-Doc10,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,155,1,16,1 11 12 13 14 15 16 17 18 19,Q120-Doc5 Q118-Doc5 Q118-Doc8 Q118-Doc9 Q8-Doc15 Q156-Doc19 Q49-Doc11 Q8-Doc12 Q7-Doc8,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,155,1,19,1 11 12 13 14 15 16 17 18 19,Q49-Doc11 Q8-Doc12 Q7-Doc8 Q8-Doc15 Q8-Doc14 Q7-Doc10 Q49-Doc4 Q8-Doc8 Q7-Doc1,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,155,1,15,1 11 12 13 14 15 16 17 18 19,Q190-Doc20 Q122-Doc3 Q196-Doc12 Q170-Doc13 Q161-Doc14 Q163-Doc3 Q31-Doc2 Q170-Doc12 Q161-Doc13,1
9,10,1,0.05555555555555555,0.1111111111111111,0.1,musique,chunk,10,155,1,12,1 11 12 13 14 15 16 17 18 19,Q85-Doc3 Q148-Doc17 Q63-Doc19 Q163-Doc3 Q31-Doc2 Q85-Doc9 Q152-Doc7 Q156-Doc16 Q120-Doc5,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,155,1,18,1 11 12 13 14 15 16 17 18 19,Q134-Doc4 Q134-Doc10 Q91-Doc2 Q83-Doc1 Q96-Doc9 Q4-Doc3 Q138-Doc6 Q134-Doc1 Q35-Doc3,1
9,10,0,0.0,0.0,0.0,musique,chunk,10,155,1,11,1 11 12 13 14 15 16 17 18 19,Q200-Doc11 Q178-Doc22 Q62-Doc15 Q191-Doc19 Q186-Doc15 Q182-Doc15 Q200-Doc9 Q62-Doc19 Q178-Doc24,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,1,1 2 3 4 5 6 7 8 9 10,Q89-Doc22,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,4,1 2 3 4 5 6 7 8 9 10,Q83-Doc3,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,10,1 2 3 4 5 6 7 8 9 10,Q74-Doc19,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,7,1 2 3 4 5 6 7 8 9 10,Q117-Doc11,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,3,1 2 3 4 5 6 7 8 9 10,Q111-Doc9,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,6,1 2 3 4 5 6 7 8 9 10,Q62-Doc14,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,9,1 2 3 4 5 6 7 8 9 10,Q199-Doc6,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,5,1 2 3 4 5 6 7 8 9 10,Q178-Doc20,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,2,1 2 3 4 5 6 7 8 9 10,Q69-Doc6,1
1,10,0,0.0,0.0,0.0,musique,chunk,1,156,0,8,1 2 3 4 5 6 7 8 9 10,Q169-Doc22,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,1,1 2 3 4 5 6 7 8 9 10,Q89-Doc22 Q69-Doc8,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,4,1 2 3 4 5 6 7 8 9 10,Q83-Doc3 Q114-Doc8,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,10,1 2 3 4 5 6 7 8 9 10,Q74-Doc19 Q11-Doc6,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,7,1 2 3 4 5 6 7 8 9 10,Q117-Doc11 Q108-Doc9,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,156,0,3,1 2 3 4 5 6 7 8 9 10,Q111-Doc9 Q157-Doc4,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,6,1 2 3 4 5 6 7 8 9 10,Q62-Doc14 Q91-Doc8,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,9,1 2 3 4 5 6 7 8 9 10,Q199-Doc6 Q168-Doc17,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,5,1 2 3 4 5 6 7 8 9 10,Q178-Doc20 Q79-Doc7,1
2,10,1,0.09090909090909091,0.5,0.1,musique,chunk,2,156,0,2,1 2 3 4 5 6 7 8 9 10,Q69-Doc6 Q157-Doc1,1
2,10,0,0.0,0.0,0.0,musique,chunk,2,156,0,8,1 2 3 4 5 6 7 8 9 10,Q169-Doc22 Q11-Doc16,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,156,0,1,1 2 3 4 5 6 7 8 9 10,Q89-Doc22 Q69-Doc8 Q19-Doc13,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,156,0,4,1 2 3 4 5 6 7 8 9 10,Q83-Doc3 Q114-Doc8 Q89-Doc23,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,156,0,10,1 2 3 4 5 6 7 8 9 10,Q74-Doc19 Q11-Doc6 Q108-Doc7,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,156,0,7,1 2 3 4 5 6 7 8 9 10,Q117-Doc11 Q108-Doc9 Q28-Doc8,1
3,10,1,0.08333333333333333,0.3333333333333333,0.1,musique,chunk,3,156,0,3,1 2 3 4 5 6 7 8 9 10,Q111-Doc9 Q157-Doc4 Q194-Doc3,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,156,0,6,1 2 3 4 5 6 7 8 9 10,Q62-Doc14 Q91-Doc8 Q62-Doc16,1
3,10,0,0.0,0.0,0.0,musique,chunk,3,156,0,9,1 2 3 4 5 6 7 8 9 10,Q199-Doc6 Q168-Doc17 Q141-Doc3,1
