example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens,question,glm_correct,glm_reason
40,1,fusionrag_qk,0.15,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,227,When did military instruction begin at the University of the Philippines?,1,预测答案“1912”准确提供了问题所询问的时间，包含了标准答案的核心关键信息，在语义上与标准答案完全等价。
40,1,draft_selected_set,0.15,Military instruction began at the University of the Philippines in 1912.,1912,0.375,0.0,227,When did military instruction begin at the University of the Philippines?,1,预测答案“1912”准确提供了问题所询问的时间，包含了标准答案的核心关键信息，在语义上与标准答案完全等价。
43,0,oracle_full_attention,0.15,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is located in Lincoln County, south-central Kentucky, and is a tributary to the Dix River. It was a section of Cedar Creek that was impounded to form Cedar Creek Lake in 2002.",0.2898550724637681,0.0,125,Where is Cedar Springs located?,0,预测答案指出Cedar Springs位于肯塔基州，而标准答案指出其位于美国德克萨斯州。两者在地理位置上完全不同，预测答案未包含标准答案的核心信息。
43,0,fusionrag_qk,0.15,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is located in west Falls County, Texas, United States. It is an unincorporated community on U.S. Routes 62 and 180, and it is the closest settlement to the headquarters of Guadalupe Mountains National Park.",0.5714285714285714,0.0,125,Where is Cedar Springs located?,0,"预测答案虽然提到了“west Falls County, Texas”，但错误地添加了关于U.S. Routes 62和180以及Guadalupe Mountains National Park的信息，这与标准答案中的Farm-to-market road #2027不符，导致语义不一致。"
43,0,draft_selected_set,0.15,"Cedar Springs is an unincorporated community in west Falls County, Texas, United States, located on Farm-to-market road #2027.","Cedar Springs is an unincorporated community in west Falls County, Texas, United States. It is located on Farm-to-market road #27.",0.9230769230769231,0.0,125,Where is Cedar Springs located?,0,预测答案中提到的道路编号是“Farm-to-market road #27”，而标准答案中明确指出是“Farm-to-market road #2027”。由于道路编号这一关键信息存在明显差异，两者在语义上并不等价，因此判断为错误。
43,1,oracle_full_attention,0.15,Bell County shares a border with Falls County.,"Bell County and Knox County share a border with Falls County, Texas.",0.5882352941176471,0.0,148,"Which counties share a border with Falls County, Texas?",0,预测答案虽然包含了标准答案中的Bell County，但额外添加了Knox County这一错误信息。实际上，Knox County并不与Falls County接壤，因此预测答案包含了与事实不符的内容，未能正确回答问题。
43,1,fusionrag_qk,0.15,Bell County shares a border with Falls County.,"Bell County and Knox County share a border with Falls County, Texas. This can be inferred from the information that Troy Independent School District serves a small portion of Falls County and extends into Bell County, and that Cedar Springs, an unincorporated community in Falls County, is near the border with Knox County based on",0.16393442622950818,0.0,148,"Which counties share a border with Falls County, Texas?",0,预测答案虽然包含了标准答案中的“Bell County”，但额外添加了“Knox County”这一错误信息。实际上Knox County并不与Falls County接壤，预测答案引入了与事实不符的实体，导致整体语义与标准答案不等价，因此判断为错误。
43,1,draft_selected_set,0.15,Bell County shares a border with Falls County.,"Bell County and Knox County share a border with Falls County, Texas.",0.5882352941176471,0.0,148,"Which counties share a border with Falls County, Texas?",0,预测答案虽然包含了标准答案中的Bell County，但额外添加了Knox County。事实上，Knox County并不与Falls County接壤，这引入了错误信息，导致预测答案与标准答案在语义上并不等价。
44,0,oracle_full_attention,0.15,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada. Specifically, it is in the West Kootenay region and is the location of North Hastings High School, which is described as being on the west side of the Fraser River just south of the town of Yale, in British Columbia, Canada. However, Bancro",0.28125,0.0,149,Where is Bancroft located?,0,预测答案虽然开头包含了标准答案的信息，但随后加入了大量错误和矛盾的内容，声称Bancroft位于British Columbia等地，这严重破坏了答案的准确性和语义一致性。
44,0,fusionrag_qk,0.15,"Bancroft is located in Ontario, Canada.","Bancroft is located in the Boundary Country of Ontario, Canada. It is the location of North Hastings High School, which serves students in the northern portion of Hastings County and is part of the Hastings and Prince Edward District School Board.",0.339622641509434,0.0,149,Where is Bancroft located?,1,"预测答案明确指出了Bancroft位于“Ontario, Canada”，包含了标准答案的核心地理信息。虽然它额外补充了Boundary Country及周边学校等细节，但与标准答案在核心语义上完全一致，正确回答了问题。"
44,0,draft_selected_set,0.15,"Bancroft is located in Ontario, Canada.","Bancroft is located in Ontario, Canada and serves students in the northern portion of Hastings County.",0.6428571428571429,0.0,149,Where is Bancroft located?,1,"预测答案包含了标准答案中的核心信息“Ontario, Canada”，准确回答了Bancroft的地理位置。虽然它额外补充了关于服务区域的信息，但核心语义与标准答案完全一致。"
44,1,oracle_full_attention,0.15,"Bancroft, Ontario is located in Hastings County.",Hastings County,0.28571428571428575,0.0,166,"Which county is Bancroft, Ontario located in?",1,预测答案直接给出了“Hastings County”，包含了标准答案的核心实体和关键信息，在语义上与标准答案完全等价，正确回答了问题。
44,1,fusionrag_qk,0.15,"Bancroft, Ontario is located in Hastings County.",Hastings County,0.28571428571428575,0.0,166,"Which county is Bancroft, Ontario located in?",1,预测答案直接给出了“Hastings County”，包含了标准答案的核心实体和关键信息，在语义上与标准答案完全等价，正确回答了问题。
44,1,draft_selected_set,0.15,"Bancroft, Ontario is located in Hastings County.",Hastings County,0.28571428571428575,0.0,166,"Which county is Bancroft, Ontario located in?",1,预测答案直接给出了“Hastings County”，包含了标准答案的核心实体和关键信息，在语义上与标准答案完全等价，正确回答了问题。
44,2,oracle_full_attention,0.15,Renfrew County and Haliburton County border Hastings County in Ontario.,Renfrew County and Haliburton County,0.6956521739130436,0.0,240,Which counties border Hastings County in Ontario?,1,预测答案包含了标准答案中的核心实体“Renfrew County”和“Haliburton County”，虽然省略了部分修饰性语句，但在语义上与标准答案完全等价，正确回答了问题。
44,2,fusionrag_qk,0.15,Renfrew County and Haliburton County border Hastings County in Ontario.,"Renfrew County, Haliburton County",0.6363636363636364,0.0,240,Which counties border Hastings County in Ontario?,1,预测答案包含了标准答案中的核心实体“Renfrew County”和“Haliburton County”，虽然缺少了完整的句子结构，但在语义上与标准答案完全等价，正确回答了问题。
44,2,draft_selected_set,0.15,Renfrew County and Haliburton County border Hastings County in Ontario.,"Renfrew County, Haliburton County",0.6363636363636364,0.0,240,Which counties border Hastings County in Ontario?,1,预测答案包含了标准答案中的核心实体“Renfrew County”和“Haliburton County”，虽然缺少了完整的句子结构，但在语义上与标准答案完全等价，正确回答了问题。
45,0,oracle_full_attention,0.15,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.","Empress Wang's husband is Emperor Ming, specifically Liu Yu, who succeeded as Emperor Houfei. However, based on the provided documents, there is no direct statement about Empress Wang's husband. The closest match is Empress Dowager Wang (苟太后) whose husband is mentioned as Fu Xiong",0.17073170731707316,0.0,230,Who is Empress Wang's husband?,0,预测答案给出的丈夫是刘裕（明帝）或苻雄，完全没有包含标准答案中的核心实体“杨溥（睿帝）”，两者在语义上完全不一致，因此预测错误。
45,0,fusionrag_qk,0.15,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Fu Jiān,0,0.0,230,Who is Empress Wang's husband?,0,预测答案给出的名字是“Fu Jiān”，而标准答案明确指出Empress Wang的丈夫是Yang Pu（Emperor Rui）。两者完全不一致，预测答案缺少标准答案的核心实体，因此判断为错误。
45,0,draft_selected_set,0.15,"Empress Wang's husband was Yang Pu (Emperor Rui), the final ruler of the Chinese state Wu during the Five Dynasties and Ten Kingdoms period.",Yang Pu,0.07407407407407407,0.0,230,Who is Empress Wang's husband?,1,预测答案“Yang Pu”准确给出了标准答案中的核心实体，即吴国皇帝杨溥，直接且正确地回答了王皇后的丈夫是谁的问题。
45,1,oracle_full_attention,0.15,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,0.25,0.0,273,Who was the father of Yang Pu (Emperor Rui of Wu)?,1,预测答案“Yang Xingmi”准确给出了问题所问的核心实体，与标准答案中的关键信息完全一致，正确回答了杨溥的父亲是谁。
45,1,fusionrag_qk,0.15,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,0.25,0.0,273,Who was the father of Yang Pu (Emperor Rui of Wu)?,1,预测答案“Yang Xingmi”准确给出了问题所问的核心实体，与标准答案中的关键信息完全一致，正确回答了杨溥的父亲是谁。
45,1,draft_selected_set,0.15,"Yang Pu's father was Yang Xingmi, a late-Tang Dynasty warlord and military governor of Huainan Circuit.",Yang Xingmi,0.25,0.0,273,Who was the father of Yang Pu (Emperor Rui of Wu)?,1,预测答案“Yang Xingmi”准确给出了问题所问的核心实体，与标准答案中的关键信息完全一致，正确回答了杨溥的父亲是谁。
46,0,oracle_full_attention,0.15,George VI was the King of the United Kingdom in 1951.,George VI,0.2666666666666667,0.0,228,Who was the king of England in 1951?,1,预测答案“George VI”准确给出了问题所问的国王名字，包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了问题。
46,0,fusionrag_qk,0.15,George VI was the King of the United Kingdom in 1951.,George VI,0.2666666666666667,0.0,228,Who was the king of England in 1951?,1,预测答案“George VI”准确给出了问题所问的国王名字，包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了问题。
46,0,draft_selected_set,0.15,George VI was the King of the United Kingdom in 1951.,George VI,0.2666666666666667,0.0,228,Who was the king of England in 1951?,1,预测答案“George VI”准确给出了问题所问的国王名字，包含了标准答案的核心实体，与标准答案在语义上完全等价，正确回答了问题。
46,1,oracle_full_attention,0.15,Colin Firth,Colin Firth,1.0,1.0,290,Which actor played King George VI in the film 'The King's Speech'?,1,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世国王的演员信息，符合所有判断标准。
46,1,fusionrag_qk,0.15,Colin Firth,George VI,0,0.0,290,Which actor played King George VI in the film 'The King's Speech'?,0,预测答案“George VI”是电影中角色的名字，而问题询问的是扮演该角色的演员。标准答案应为“Colin Firth”，预测答案缺少了这一核心实体信息，因此判断为错误。
46,1,draft_selected_set,0.15,Colin Firth,Colin Firth,1.0,1.0,290,Which actor played King George VI in the film 'The King's Speech'?,1,预测答案“Colin Firth”与标准答案完全一致，准确包含了问题所询问的在电影《国王的演讲》中饰演乔治六世国王的演员信息，符合所有判断标准。
50,0,oracle_full_attention,0.15,Henry III,"John III, Margrave of Brandenburg-Salzwedel",0.15384615384615385,0.0,250,Who is John's eldest son?,0,"预测答案给出的核心实体是“John III, Margrave of Brandenburg-Salzwedel”，这与标准答案“Henry III”完全不同。预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此判断为错误。"
50,0,fusionrag_qk,0.15,Henry III,John I,0,0.0,250,Who is John's eldest son?,0,预测答案“John I”与标准答案“Henry III”完全不同，两者既不包含相同的关键信息，在语义上也不等价，因此未能正确回答问题。
50,0,draft_selected_set,0.15,Henry III,John's eldest son is Henry III.,0.4444444444444445,0.0,250,Who is John's eldest son?,1,预测答案明确指出了John的长子是Henry III，包含了标准答案的核心实体，且两者在语义上完全等价，仅存在措辞上的细微差异。
50,1,oracle_full_attention,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,288,When was John's eldest son crowned?,1,预测答案“1284”准确包含了标准答案中关于加冕时间的核心年份信息，虽然缺少了具体的月日，但已经正确回答了问题所问的时间，语义上与标准答案的核心要点一致。
50,1,fusionrag_qk,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,288,When was John's eldest son crowned?,1,预测答案“1284”准确包含了标准答案中关于加冕时间的核心年份信息，虽然缺少了具体的月日，但已经正确回答了问题所问的时间，语义上与标准答案的核心要点一致。
50,1,draft_selected_set,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1199,0.08333333333333333,0.0,288,When was John's eldest son crowned?,0,预测答案给出的时间是1199年，而标准答案明确指出加冕时间是1284年5月11日。两者在时间信息上完全不一致，因此预测答案未能正确回答问题。
50,2,oracle_full_attention,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,288,When was John's eldest son crowned?,1,预测答案“1284”准确包含了标准答案中关于加冕时间的核心年份信息，虽然缺少了具体的月日，但已经正确回答了问题所问的时间，语义上与标准答案的核心要点一致。
50,2,fusionrag_qk,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,288,When was John's eldest son crowned?,1,预测答案“1284”准确包含了标准答案中关于加冕时间的核心年份信息，虽然缺少了具体的月日，但已经正确回答了问题所问的时间，语义上与标准答案的核心要点一致。
50,2,draft_selected_set,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1199,0.08333333333333333,0.0,288,When was John's eldest son crowned?,0,预测答案给出的时间是1199年，而标准答案明确指出John的长子加冕时间是1284年5月11日。两者在时间信息上完全不一致，因此预测答案是错误的。
50,3,oracle_full_attention,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,424,When was John's eldest son crowned?,1,预测答案“1284”准确包含了标准答案中关于加冕时间的核心年份信息，虽然缺少了具体的月日，但已经正确回答了问题所问的时间，语义上与标准答案的核心要点一致。
50,3,fusionrag_qk,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,424,When was John's eldest son crowned?,1,预测答案“1284”准确包含了标准答案中关于加冕时间的核心年份信息，虽然缺少了具体的月日，但已经正确回答了问题所问的时间，语义上与标准答案的核心要点一致。
50,3,draft_selected_set,0.15,"John I of Cyprus (John II of Jerusalem) was crowned on May 11, 1284.",1284,0.25,0.0,424,When was John's eldest son crowned?,1,预测答案“1284”准确包含了标准答案中关于加冕时间的核心年份信息，虽然缺少了具体的月日，但已经正确回答了问题所问的时间，语义上与标准答案的核心要点一致。
51,0,oracle_full_attention,0.15,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,160,Who played Thelma in Thelma and Louise?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma这一问题，语义上与标准答案完全等价。
51,0,fusionrag_qk,0.15,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,160,Who played Thelma in Thelma and Louise?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma这一问题，语义上与标准答案完全等价。
51,0,draft_selected_set,0.15,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,160,Who played Thelma in Thelma and Louise?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma这一问题，语义上与标准答案完全等价。
51,1,oracle_full_attention,0.15,Geena Davis played the character Dottie Hinson.,Thelma,0,0.0,229,What character did Geena Davis play in the movie A League of Their Own?,0,预测答案“Thelma”与标准答案“Dottie Hinson”不一致。Thelma是吉娜·戴维斯在另一部电影《末路狂花》中扮演的角色，而非《红粉联盟》中的角色，因此预测答案缺少标准答案的核心信息。
51,1,fusionrag_qk,0.15,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,229,What character did Geena Davis play in the movie A League of Their Own?,1,预测答案“Dottie Hinson”准确给出了问题所问的角色名称，包含了标准答案的核心实体，与标准答案在语义上完全等价。
51,1,draft_selected_set,0.15,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,229,What character did Geena Davis play in the movie A League of Their Own?,1,预测答案“Dottie Hinson”准确给出了问题所询问的角色名称，包含了标准答案的核心实体，与标准答案在语义上完全等价。
52,0,oracle_full_attention,0.15,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,160,Who played Thelma in Thelma and Louise?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma这一问题，语义上与标准答案完全等价。
52,0,fusionrag_qk,0.15,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,160,Who played Thelma in Thelma and Louise?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma这一问题，语义上与标准答案完全等价。
52,0,draft_selected_set,0.15,Geena Davis played Thelma in Thelma and Louise.,Geena Davis,0.35294117647058826,0.0,160,Who played Thelma in Thelma and Louise?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma这一问题，语义上与标准答案完全等价。
52,1,oracle_full_attention,0.15,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,200,Which character did Geena Davis play in the film A League of Their Own?,1,预测答案“Dottie Hinson”准确包含了标准答案中的核心实体，即吉娜·戴维斯在电影《红粉联盟》中扮演的角色名称，两者在语义上完全等价，正确回答了问题。
52,1,fusionrag_qk,0.15,Geena Davis played the character Dottie Hinson.,Dottie,0.19999999999999998,0.0,200,Which character did Geena Davis play in the film A League of Their Own?,1,预测答案“Dottie”准确包含了标准答案中的核心实体和关键信息，即角色名Dottie Hinson的简写。在语义上与标准答案完全等价，正确回答了问题。
52,1,draft_selected_set,0.15,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,200,Which character did Geena Davis play in the film A League of Their Own?,1,预测答案准确地给出了“Dottie Hinson”这一核心实体，与标准答案的关键信息完全一致，正确回答了问题。
52,2,oracle_full_attention,0.15,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,259,Who played the husband of Dottie Hinson in the film A League of Their Own?,1,预测答案“Bill Pullman”准确包含了标准答案中的核心实体信息，即扮演Dottie Hinson丈夫的演员名字，虽然缺少了角色的补充细节，但已正确回答了问题的核心要求。
52,2,fusionrag_qk,0.15,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,259,Who played the husband of Dottie Hinson in the film A League of Their Own?,1,预测答案“Bill Pullman”准确包含了标准答案中的核心实体信息，即扮演Dottie Hinson丈夫的演员名字，虽然缺少了角色的补充细节，但已正确回答了问题的核心要求。
52,2,draft_selected_set,0.15,"Bill Pullman played Bob, the husband of Dottie Hinson.",Bill Pullman,0.33333333333333337,0.0,259,Who played the husband of Dottie Hinson in the film A League of Their Own?,1,预测答案“Bill Pullman”准确包含了标准答案中的核心实体信息，即扮演Dottie Hinson丈夫的演员名字，虽然缺少了角色的补充细节，但已正确回答了问题的核心要求。
53,0,oracle_full_attention,0.15,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,212,Who is Chiang Hsiao-wen's father?,1,预测答案“Chiang Ching-kuo”直接给出了问题所问的人物，包含了标准答案的核心实体，且与标准答案在语义上完全等价，正确回答了问题。
53,0,fusionrag_qk,0.15,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,212,Who is Chiang Hsiao-wen's father?,1,预测答案“Chiang Ching-kuo”直接给出了问题所问的人物，包含了标准答案的核心实体，且与标准答案在语义上完全等价，正确回答了问题。
53,0,draft_selected_set,0.15,Chiang Hsiao-wen's father is Chiang Ching-kuo.,Chiang Ching-kuo,0.5555555555555556,0.0,212,Who is Chiang Hsiao-wen's father?,1,预测答案“Chiang Ching-kuo”直接给出了问题所问的人物，包含了标准答案的核心实体，且与标准答案在语义上完全等价，正确回答了问题。
54,0,oracle_full_attention,0.15,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Susan Sarandon,0,0.0,146,Who played Thelma in the movie 'Thelma and Louise'?,0,预测答案给出的演员是Susan Sarandon，而标准答案明确指出扮演Thelma的演员是Geena Davis。两者并非同一人，预测答案缺少标准答案的核心实体，因此判断为错误。
54,0,fusionrag_qk,0.15,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,0.35294117647058826,0.0,146,Who played Thelma in the movie 'Thelma and Louise'?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma的问题，语义上与标准答案完全等价。
54,0,draft_selected_set,0.15,Geena Davis played Thelma in the movie 'Thelma & Louise'.,Geena Davis,0.35294117647058826,0.0,146,Who played Thelma in the movie 'Thelma and Louise'?,1,预测答案“Geena Davis”准确包含了标准答案中的核心实体信息，直接回答了谁在电影中扮演了Thelma的问题，语义上与标准答案完全等价。
54,1,oracle_full_attention,0.15,Geena Davis played the character Dottie Hinson.,Thelma,0,0.0,269,Which character did Geena Davis play in the movie 'A League of Their Own'?,0,预测答案“Thelma”与标准答案中的角色名“Dottie Hinson”不一致，未能包含标准答案的核心实体信息，因此回答错误。
54,1,fusionrag_qk,0.15,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,269,Which character did Geena Davis play in the movie 'A League of Their Own'?,1,预测答案“Dottie Hinson”准确包含了标准答案中的核心实体，即吉娜·戴维斯在电影中扮演的角色名称，与标准答案在语义上完全等价，正确回答了问题。
54,1,draft_selected_set,0.15,Geena Davis played the character Dottie Hinson.,Dottie Hinson,0.5,0.0,269,Which character did Geena Davis play in the movie 'A League of Their Own'?,1,预测答案“Dottie Hinson”准确包含了标准答案中的核心实体，即吉娜·戴维斯在电影中扮演的角色名称，与标准答案在语义上完全等价，正确回答了问题。
55,0,oracle_full_attention,0.15,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Yeh Raaste Hain Pyaar Ke, Dil Kya Kare, Love Kiya Aur Lag Gayi",0.32,0.0,224,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",0,预测答案虽然包含了标准答案中的核心电影名称“Yeh Raaste Hain Pyaar Ke”，但同时也包含了“Dil Kya Kare”和“Love Kiya Aur Lag Gayi”等错误信息。根据电影资料，“Dil Kya Kare”并未由玛杜丽·迪克西特主演，且“Love Kiya Aur Lag Gayi”并非三人共同出演的电影。预测答案提供了不准确的多余信息，未能与标准答案在语义上完全等价，因此判断为错误。
55,0,fusionrag_qk,0.15,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Yeh Raaste Hain Pyaar Ke, Love Kiya Aur Lag Gayi",0.3555555555555555,0.0,224,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",0,预测答案虽然包含了标准答案中的核心电影名称“Yeh Raaste Hain Pyaar Ke”，但额外包含了“Love Kiya aur Lag Gayi”这一无关且未在标准答案中提及的电影，导致预测答案与标准答案在语义上并不等价，包含了多余的错误信息。
55,0,draft_selected_set,0.15,"The movie 'Yeh Raaste Hain Pyaar Ke' (2001) stars Preity Zinta, Madhuri Dixit, and Ajay Devgn.","Yeh Raaste Hain Pyaar Ke, Love Kiya Aur Lag Gayi",0.3555555555555555,0.0,224,"Movies starring Preity Zinta, Madhuri Dixit, and Ajay Devgn",0,预测答案虽然包含了标准答案中的核心电影名称“Yeh Raaste Hain Pyaar Ke”，但额外包含了“Love Kiya Aur Lag Gayi”这一无关信息，导致整体语义与标准答案不等价，未能准确回答问题。
56,0,oracle_full_attention,0.15,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.","Bansaan is a boomerang-shaped island located in the off the mid-northern coast of Bohol Island, Philippines.",0.7843137254901961,0.0,193,Where is Bansaan Island located?,0,预测答案缺少了标准答案中的核心实体信息，即“part of the municipality of Talibon”，未能完整回答Bansaan Island所在的行政区域位置。
56,0,fusionrag_qk,0.15,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.",Bansaan is a boomerang-shaped island located off the mid-northern coast of Bohol Island.,0.7755102040816326,0.0,193,Where is Bansaan Island located?,1,预测答案包含了标准答案的核心信息，准确指出了Bansaan Island位于Bohol Island中北部海岸附近。虽然缺少了“Philippines”和“municipality of Talibon”等部分细节，但已经正确回答了问题所问的核心地理位置，语义上与标准答案的核心内容保持一致。
56,0,draft_selected_set,0.15,"Bansaan Island is a boomerang-shaped island located off the mid-northern coast of Bohol Island, Philippines, and is part of the municipality of Talibon.","Bansaan is a boomerang-shaped island located off the mid-northern coast of Bohol Island, part of the municipality of Talibon, province.",0.912280701754386,0.0,193,Where is Bansaan Island located?,0,预测答案虽然包含了大部分关键信息，但结尾处的“province”显得语义不通且不完整，且遗漏了标准答案中明确指出的“Philippines”这一核心地理位置实体，未能完整且准确地回答该岛屿的所在位置。
57,0,oracle_full_attention,0.15,Woolhampton in Berkshire,Berkshire,0.25,0.0,175,Where was Ernie Watts born?,0,预测答案“Berkshire”只提供了出生地所在的郡，而缺少了标准答案中的核心实体“Woolhampton”。虽然两者相关，但未包含标准答案的关键信息，因此判断为错误。
57,0,fusionrag_qk,0.15,Woolhampton in Berkshire,Woolhampton in Berkshire,1.0,1.0,175,Where was Ernie Watts born?,1,预测答案与标准答案完全一致，均包含了“Woolhampton in Berkshire”这一关键信息，准确回答了Ernie Watts的出生地，语义完全等价。
57,0,draft_selected_set,0.15,Woolhampton in Berkshire,Woolhampton in Berkshire,1.0,1.0,175,Where was Ernie Watts born?,1,预测答案与标准答案完全一致，均包含了“Woolhampton in Berkshire”这一关键信息，准确回答了Ernie Watts的出生地，语义完全等价。
58,0,oracle_full_attention,0.15,"Lynn Haven, Florida",1620,0,0.0,171,Where was James Finch born?,0,"预测答案“1620”看起来像是一个年份，完全没有包含标准答案中的地点信息“Lynn Haven, Florida”，两者在语义上没有任何关联，因此是错误的。"
58,0,fusionrag_qk,0.15,"Lynn Haven, Florida","1950, Lynn Haven, Florida",0.4,0.0,171,Where was James Finch born?,1,"预测答案包含了标准答案中的核心地点信息“Lynn Haven, Florida”，准确回答了James Finch的出生地。虽然多出了出生年份“1950”，但并未改变对问题核心的回答，语义上与标准答案完全一致。"
58,0,draft_selected_set,0.15,"Lynn Haven, Florida","1950, Lynn Haven, Florida",0.4,0.0,171,Where was James Finch born?,1,"预测答案包含了标准答案中的核心地点信息“Lynn Haven, Florida”，准确回答了James Finch的出生地。虽然多出了出生年份“1950”，但并未改变对问题核心的回答，语义上与标准答案完全一致。"
58,1,oracle_full_attention,0.15,Bay County,Bay County,1.0,1.0,177,"Which county is Lynn Haven, Florida located in?",1,预测答案“Bay County”与标准答案完全一致，准确地包含了问题所询问的县名这一核心实体信息，语义上完全等价，因此判断为正确。
58,1,fusionrag_qk,0.15,Bay County,Bay County,1.0,1.0,177,"Which county is Lynn Haven, Florida located in?",1,预测答案“Bay County”与标准答案完全一致，准确地包含了问题所询问的县名这一核心实体信息，语义上完全等价，因此判断为正确。
58,1,draft_selected_set,0.15,Bay County,"Lynn Haven, Florida is located in Bay County.",0.2222222222222222,0.0,177,"Which county is Lynn Haven, Florida located in?",1,"预测答案明确指出了Lynn Haven, Florida位于Bay County，包含了标准答案的核心信息，且在语义上与标准答案完全等价，符合正确回答的标准。"
59,0,oracle_full_attention,0.15,"Valerie Hobson, Leslie Perrins, and Robert Cochran starred in the movie No Escape.",Hrithik Roshan and Katrina Kaif,0.07407407407407407,0.0,192,Who starred in the movie No Escape?,0,"预测答案给出的是Hrithik Roshan和Katrina Kaif，而标准答案明确指出主演为Valerie Hobson, Leslie Perrins和Robert Cochran。两者完全不一致，缺少标准答案的核心实体。"
