example_id,sub_q_idx,offline,online_ref,rate,offline_size,online_size,inter,union,jaccard,online_recall_by_offline,offline_precision_vs_online
53,0,docgen_draft_smart_freq,pure_online_draft10,0.1,137,141,52,226,0.23008849557522124,0.36879432624113473,0.3795620437956204
54,0,docgen_draft_smart_freq,pure_online_draft10,0.1,93,97,35,155,0.22580645161290322,0.36082474226804123,0.3763440860215054
54,1,docgen_draft_smart_freq,pure_online_draft10,0.1,174,179,71,282,0.25177304964539005,0.39664804469273746,0.40804597701149425
55,0,docgen_draft_smart_freq,pure_online_draft10,0.1,143,149,39,253,0.1541501976284585,0.26174496644295303,0.2727272727272727
56,0,docgen_draft_smart_freq,pure_online_draft10,0.1,123,129,49,203,0.2413793103448276,0.3798449612403101,0.3983739837398374
57,0,docgen_draft_smart_freq,pure_online_draft10,0.1,111,116,54,173,0.31213872832369943,0.46551724137931033,0.4864864864864865
58,0,docgen_draft_smart_freq,pure_online_draft10,0.1,110,114,52,172,0.3023255813953488,0.45614035087719296,0.4727272727272727
58,1,docgen_draft_smart_freq,pure_online_draft10,0.1,112,118,33,197,0.16751269035532995,0.2796610169491525,0.29464285714285715
59,0,docgen_draft_smart_freq,pure_online_draft10,0.1,124,128,44,208,0.21153846153846154,0.34375,0.3548387096774194
59,1,docgen_draft_smart_freq,pure_online_draft10,0.1,102,105,18,189,0.09523809523809523,0.17142857142857143,0.17647058823529413
60,0,docgen_draft_smart_freq,pure_online_draft10,0.1,119,123,75,167,0.4491017964071856,0.6097560975609756,0.6302521008403361
60,1,docgen_draft_smart_freq,pure_online_draft10,0.1,191,196,93,294,0.3163265306122449,0.4744897959183674,0.4869109947643979
63,0,docgen_draft_smart_freq,pure_online_draft10,0.1,143,147,52,238,0.2184873949579832,0.35374149659863946,0.36363636363636365
63,1,docgen_draft_smart_freq,pure_online_draft10,0.1,79,83,11,151,0.0728476821192053,0.13253012048192772,0.13924050632911392
64,0,docgen_draft_smart_freq,pure_online_draft10,0.1,88,91,25,154,0.16233766233766234,0.27472527472527475,0.2840909090909091
64,1,docgen_draft_smart_freq,pure_online_draft10,0.1,105,109,33,181,0.18232044198895028,0.30275229357798167,0.3142857142857143
66,0,docgen_draft_smart_freq,pure_online_draft10,0.1,152,156,73,235,0.31063829787234043,0.46794871794871795,0.48026315789473684
68,0,docgen_draft_smart_freq,pure_online_draft10,0.1,100,102,46,156,0.2948717948717949,0.45098039215686275,0.46
68,1,docgen_draft_smart_freq,pure_online_draft10,0.1,99,105,23,181,0.1270718232044199,0.21904761904761905,0.23232323232323232
71,0,docgen_draft_smart_freq,pure_online_draft10,0.1,157,162,74,245,0.3020408163265306,0.4567901234567901,0.4713375796178344
71,1,docgen_draft_smart_freq,pure_online_draft10,0.1,217,222,135,304,0.4440789473684211,0.6081081081081081,0.6221198156682027
72,0,docgen_draft_smart_freq,pure_online_draft10,0.1,157,159,78,238,0.3277310924369748,0.49056603773584906,0.4968152866242038
72,1,docgen_draft_smart_freq,pure_online_draft10,0.1,112,117,30,199,0.1507537688442211,0.2564102564102564,0.26785714285714285
74,0,docgen_draft_smart_freq,pure_online_draft10,0.1,121,125,45,201,0.22388059701492538,0.36,0.371900826446281
74,1,docgen_draft_smart_freq,pure_online_draft10,0.1,148,155,31,272,0.11397058823529412,0.2,0.20945945945945946
75,0,docgen_draft_smart_freq,pure_online_draft10,0.1,151,157,36,272,0.1323529411764706,0.22929936305732485,0.23841059602649006
77,0,docgen_draft_smart_freq,pure_online_draft10,0.1,182,186,95,273,0.34798534798534797,0.510752688172043,0.521978021978022
77,1,docgen_draft_smart_freq,pure_online_draft10,0.1,216,220,93,343,0.27113702623906705,0.42272727272727273,0.4305555555555556
78,0,docgen_draft_smart_freq,pure_online_draft10,0.1,83,88,40,131,0.3053435114503817,0.45454545454545453,0.4819277108433735
78,1,docgen_draft_smart_freq,pure_online_draft10,0.1,174,179,87,266,0.32706766917293234,0.4860335195530726,0.5
79,0,docgen_draft_smart_freq,pure_online_draft10,0.1,121,126,44,203,0.21674876847290642,0.3492063492063492,0.36363636363636365
79,1,docgen_draft_smart_freq,pure_online_draft10,0.1,152,156,43,265,0.16226415094339622,0.27564102564102566,0.28289473684210525
79,2,docgen_draft_smart_freq,pure_online_draft10,0.1,131,137,53,215,0.24651162790697675,0.38686131386861317,0.40458015267175573
80,0,docgen_draft_smart_freq,pure_online_draft10,0.1,128,133,40,221,0.18099547511312217,0.3007518796992481,0.3125
81,0,docgen_draft_smart_freq,pure_online_draft10,0.1,130,133,71,192,0.3697916666666667,0.5338345864661654,0.5461538461538461
81,1,docgen_draft_smart_freq,pure_online_draft10,0.1,158,163,59,262,0.22519083969465647,0.3619631901840491,0.37341772151898733
82,0,docgen_draft_smart_freq,pure_online_draft10,0.1,126,131,56,201,0.27860696517412936,0.42748091603053434,0.4444444444444444
82,1,docgen_draft_smart_freq,pure_online_draft10,0.1,157,164,57,264,0.2159090909090909,0.3475609756097561,0.3630573248407643
84,0,docgen_draft_smart_freq,pure_online_draft10,0.1,124,127,70,181,0.3867403314917127,0.5511811023622047,0.5645161290322581
84,1,docgen_draft_smart_freq,pure_online_draft10,0.1,122,125,40,207,0.1932367149758454,0.32,0.32786885245901637
85,0,docgen_draft_smart_freq,pure_online_draft10,0.1,199,205,114,290,0.3931034482758621,0.5560975609756098,0.5728643216080402
86,0,docgen_draft_smart_freq,pure_online_draft10,0.1,81,84,19,146,0.13013698630136986,0.2261904761904762,0.2345679012345679
86,1,docgen_draft_smart_freq,pure_online_draft10,0.1,133,139,50,222,0.22522522522522523,0.3597122302158273,0.37593984962406013
88,0,docgen_draft_smart_freq,pure_online_draft10,0.1,136,139,28,247,0.11336032388663968,0.2014388489208633,0.20588235294117646
88,1,docgen_draft_smart_freq,pure_online_draft10,0.1,92,94,38,148,0.25675675675675674,0.40425531914893614,0.41304347826086957
88,2,docgen_draft_smart_freq,pure_online_draft10,0.1,105,108,17,196,0.08673469387755102,0.1574074074074074,0.1619047619047619
89,0,docgen_draft_smart_freq,pure_online_draft10,0.1,125,130,54,201,0.26865671641791045,0.4153846153846154,0.432
89,1,docgen_draft_smart_freq,pure_online_draft10,0.1,156,162,53,265,0.2,0.3271604938271605,0.33974358974358976
90,0,docgen_draft_smart_freq,pure_online_draft10,0.1,156,162,73,245,0.2979591836734694,0.4506172839506173,0.46794871794871795
90,1,docgen_draft_smart_freq,pure_online_draft10,0.1,113,119,34,198,0.1717171717171717,0.2857142857142857,0.3008849557522124
90,2,docgen_draft_smart_freq,pure_online_draft10,0.1,169,176,37,308,0.12012987012987013,0.21022727272727273,0.21893491124260356
91,0,docgen_draft_smart_freq,pure_online_draft10,0.1,93,98,36,155,0.23225806451612904,0.3673469387755102,0.3870967741935484
91,1,docgen_draft_smart_freq,pure_online_draft10,0.1,118,124,35,207,0.16908212560386474,0.28225806451612906,0.2966101694915254
93,0,docgen_draft_smart_freq,pure_online_draft10,0.1,123,126,54,195,0.27692307692307694,0.42857142857142855,0.43902439024390244
93,1,docgen_draft_smart_freq,pure_online_draft10,0.1,147,152,39,260,0.15,0.2565789473684211,0.2653061224489796
95,0,docgen_draft_smart_freq,pure_online_draft10,0.1,101,105,40,166,0.24096385542168675,0.38095238095238093,0.39603960396039606
96,0,docgen_draft_smart_freq,pure_online_draft10,0.1,104,108,54,158,0.34177215189873417,0.5,0.5192307692307693
96,1,docgen_draft_smart_freq,pure_online_draft10,0.1,115,119,27,207,0.13043478260869565,0.226890756302521,0.23478260869565218
97,0,docgen_draft_smart_freq,pure_online_draft10,0.1,111,115,43,183,0.23497267759562843,0.3739130434782609,0.38738738738738737
97,1,docgen_draft_smart_freq,pure_online_draft10,0.1,114,118,32,200,0.16,0.2711864406779661,0.2807017543859649
98,0,docgen_draft_smart_freq,pure_online_draft10,0.1,115,119,34,200,0.17,0.2857142857142857,0.2956521739130435
98,1,docgen_draft_smart_freq,pure_online_draft10,0.1,119,124,37,206,0.1796116504854369,0.29838709677419356,0.31092436974789917
100,0,docgen_draft_smart_freq,pure_online_draft10,0.1,128,133,44,217,0.20276497695852536,0.3308270676691729,0.34375
100,1,docgen_draft_smart_freq,pure_online_draft10,0.1,132,138,33,237,0.13924050632911392,0.2391304347826087,0.25
101,0,docgen_draft_smart_freq,pure_online_draft10,0.1,84,89,32,141,0.22695035460992907,0.3595505617977528,0.38095238095238093
101,1,docgen_draft_smart_freq,pure_online_draft10,0.1,151,157,74,234,0.3162393162393162,0.4713375796178344,0.4900662251655629
102,0,docgen_draft_smart_freq,pure_online_draft10,0.1,119,126,47,198,0.23737373737373738,0.373015873015873,0.3949579831932773
102,1,docgen_draft_smart_freq,pure_online_draft10,0.1,165,168,51,282,0.18085106382978725,0.30357142857142855,0.3090909090909091
103,0,docgen_draft_smart_freq,pure_online_draft10,0.1,132,137,43,226,0.1902654867256637,0.31386861313868614,0.32575757575757575
103,1,docgen_draft_smart_freq,pure_online_draft10,0.1,106,112,19,199,0.09547738693467336,0.16964285714285715,0.1792452830188679
104,0,docgen_draft_smart_freq,pure_online_draft10,0.1,210,216,79,347,0.2276657060518732,0.36574074074074076,0.3761904761904762
105,0,docgen_draft_smart_freq,pure_online_draft10,0.1,237,241,131,347,0.37752161383285304,0.5435684647302904,0.5527426160337553
105,1,docgen_draft_smart_freq,pure_online_draft10,0.1,303,307,159,451,0.352549889135255,0.5179153094462541,0.5247524752475248
109,0,docgen_draft_smart_freq,pure_online_draft10,0.1,186,188,65,309,0.21035598705501618,0.34574468085106386,0.34946236559139787
112,0,docgen_draft_smart_freq,pure_online_draft10,0.1,77,82,27,132,0.20454545454545456,0.32926829268292684,0.35064935064935066
112,1,docgen_draft_smart_freq,pure_online_draft10,0.1,111,116,17,210,0.08095238095238096,0.14655172413793102,0.15315315315315314
113,0,docgen_draft_smart_freq,pure_online_draft10,0.1,143,145,59,229,0.2576419213973799,0.4068965517241379,0.4125874125874126
113,1,docgen_draft_smart_freq,pure_online_draft10,0.1,129,133,66,196,0.336734693877551,0.49624060150375937,0.5116279069767442
114,0,docgen_draft_smart_freq,pure_online_draft10,0.1,169,172,90,251,0.35856573705179284,0.5232558139534884,0.5325443786982249
114,1,docgen_draft_smart_freq,pure_online_draft10,0.1,128,134,23,239,0.09623430962343096,0.17164179104477612,0.1796875
117,0,docgen_draft_smart_freq,pure_online_draft10,0.1,129,134,69,194,0.3556701030927835,0.5149253731343284,0.5348837209302325
117,1,docgen_draft_smart_freq,pure_online_draft10,0.1,97,102,13,186,0.06989247311827956,0.12745098039215685,0.13402061855670103
118,0,docgen_draft_smart_freq,pure_online_draft10,0.1,135,141,62,214,0.2897196261682243,0.4397163120567376,0.45925925925925926
119,0,docgen_draft_smart_freq,pure_online_draft10,0.1,136,141,54,223,0.242152466367713,0.3829787234042553,0.39705882352941174
119,1,docgen_draft_smart_freq,pure_online_draft10,0.1,113,118,20,211,0.0947867298578199,0.1694915254237288,0.17699115044247787
120,0,docgen_draft_smart_freq,pure_online_draft10,0.1,211,215,123,303,0.40594059405940597,0.5720930232558139,0.5829383886255924
121,0,docgen_draft_smart_freq,pure_online_draft10,0.1,176,179,77,278,0.27697841726618705,0.4301675977653631,0.4375
121,1,docgen_draft_smart_freq,pure_online_draft10,0.1,182,187,73,296,0.24662162162162163,0.39037433155080214,0.4010989010989011
123,0,docgen_draft_smart_freq,pure_online_draft10,0.1,191,194,76,309,0.2459546925566343,0.3917525773195876,0.39790575916230364
123,1,docgen_draft_smart_freq,pure_online_draft10,0.1,150,155,72,233,0.3090128755364807,0.4645161290322581,0.48
123,2,docgen_draft_smart_freq,pure_online_draft10,0.1,142,147,57,232,0.24568965517241378,0.3877551020408163,0.4014084507042254
123,3,docgen_draft_smart_freq,pure_online_draft10,0.1,162,168,68,262,0.2595419847328244,0.40476190476190477,0.41975308641975306
125,0,docgen_draft_smart_freq,pure_online_draft10,0.1,213,215,125,303,0.41254125412541254,0.5813953488372093,0.5868544600938967
126,0,docgen_draft_smart_freq,pure_online_draft10,0.1,128,131,43,216,0.19907407407407407,0.3282442748091603,0.3359375
126,1,docgen_draft_smart_freq,pure_online_draft10,0.1,147,151,38,260,0.14615384615384616,0.25165562913907286,0.2585034013605442
127,0,docgen_draft_smart_freq,pure_online_draft10,0.1,97,102,29,170,0.17058823529411765,0.28431372549019607,0.29896907216494845
128,0,docgen_draft_smart_freq,pure_online_draft10,0.1,163,166,56,273,0.20512820512820512,0.3373493975903614,0.34355828220858897
129,0,docgen_draft_smart_freq,pure_online_draft10,0.1,192,197,93,296,0.3141891891891892,0.4720812182741117,0.484375
130,0,docgen_draft_smart_freq,pure_online_draft10,0.1,90,95,27,158,0.17088607594936708,0.28421052631578947,0.3
130,1,docgen_draft_smart_freq,pure_online_draft10,0.1,143,147,44,246,0.17886178861788618,0.29931972789115646,0.3076923076923077
131,0,docgen_draft_smart_freq,pure_online_draft10,0.1,93,97,36,154,0.23376623376623376,0.3711340206185567,0.3870967741935484
131,1,docgen_draft_smart_freq,pure_online_draft10,0.1,116,122,53,185,0.2864864864864865,0.4344262295081967,0.45689655172413796
133,0,docgen_draft_smart_freq,pure_online_draft10,0.1,115,120,40,195,0.20512820512820512,0.3333333333333333,0.34782608695652173
133,1,docgen_draft_smart_freq,pure_online_draft10,0.1,127,131,38,220,0.17272727272727273,0.2900763358778626,0.2992125984251969
135,0,docgen_draft_smart_freq,pure_online_draft10,0.1,118,122,64,176,0.36363636363636365,0.5245901639344263,0.5423728813559322
135,1,docgen_draft_smart_freq,pure_online_draft10,0.1,117,124,11,230,0.04782608695652174,0.08870967741935484,0.09401709401709402
136,0,docgen_draft_smart_freq,pure_online_draft10,0.1,74,79,16,137,0.11678832116788321,0.20253164556962025,0.21621621621621623
136,1,docgen_draft_smart_freq,pure_online_draft10,0.1,132,138,36,234,0.15384615384615385,0.2608695652173913,0.2727272727272727
138,0,docgen_draft_smart_freq,pure_online_draft10,0.1,152,156,72,236,0.3050847457627119,0.46153846153846156,0.47368421052631576
138,1,docgen_draft_smart_freq,pure_online_draft10,0.1,189,195,77,307,0.250814332247557,0.39487179487179486,0.4074074074074074
141,0,docgen_draft_smart_freq,pure_online_draft10,0.1,90,94,24,160,0.15,0.2553191489361702,0.26666666666666666
141,1,docgen_draft_smart_freq,pure_online_draft10,0.1,139,145,49,235,0.20851063829787234,0.33793103448275863,0.35251798561151076
142,0,docgen_draft_smart_freq,pure_online_draft10,0.1,176,179,116,239,0.48535564853556484,0.6480446927374302,0.6590909090909091
142,1,docgen_draft_smart_freq,pure_online_draft10,0.1,231,233,161,303,0.5313531353135313,0.6909871244635193,0.696969696969697
143,0,docgen_draft_smart_freq,pure_online_draft10,0.1,124,129,55,198,0.2777777777777778,0.4263565891472868,0.4435483870967742
143,1,docgen_draft_smart_freq,pure_online_draft10,0.1,98,105,25,178,0.1404494382022472,0.23809523809523808,0.25510204081632654
144,0,docgen_draft_smart_freq,pure_online_draft10,0.1,96,99,35,160,0.21875,0.35353535353535354,0.3645833333333333
144,1,docgen_draft_smart_freq,pure_online_draft10,0.1,113,118,39,192,0.203125,0.3305084745762712,0.34513274336283184
145,0,docgen_draft_smart_freq,pure_online_draft10,0.1,97,102,25,174,0.14367816091954022,0.24509803921568626,0.25773195876288657
145,1,docgen_draft_smart_freq,pure_online_draft10,0.1,135,140,60,215,0.27906976744186046,0.42857142857142855,0.4444444444444444
146,0,docgen_draft_smart_freq,pure_online_draft10,0.1,98,101,35,164,0.21341463414634146,0.3465346534653465,0.35714285714285715
146,1,docgen_draft_smart_freq,pure_online_draft10,0.1,168,172,27,313,0.08626198083067092,0.1569767441860465,0.16071428571428573
147,0,docgen_draft_smart_freq,pure_online_draft10,0.1,88,91,30,149,0.20134228187919462,0.32967032967032966,0.3409090909090909
147,1,docgen_draft_smart_freq,pure_online_draft10,0.1,196,201,64,333,0.1921921921921922,0.31840796019900497,0.32653061224489793
149,0,docgen_draft_smart_freq,pure_online_draft10,0.1,175,179,88,266,0.3308270676691729,0.49162011173184356,0.5028571428571429
150,0,docgen_draft_smart_freq,pure_online_draft10,0.1,83,84,28,139,0.2014388489208633,0.3333333333333333,0.3373493975903614
150,1,docgen_draft_smart_freq,pure_online_draft10,0.1,169,173,69,273,0.25274725274725274,0.3988439306358382,0.40828402366863903
151,0,docgen_draft_smart_freq,pure_online_draft10,0.1,91,93,37,147,0.25170068027210885,0.3978494623655914,0.4065934065934066
151,1,docgen_draft_smart_freq,pure_online_draft10,0.1,129,133,33,229,0.14410480349344978,0.24812030075187969,0.2558139534883721
152,0,docgen_draft_smart_freq,pure_online_draft10,0.1,166,169,91,244,0.3729508196721312,0.5384615384615384,0.5481927710843374
152,1,docgen_draft_smart_freq,pure_online_draft10,0.1,169,172,95,246,0.3861788617886179,0.5523255813953488,0.5621301775147929
153,0,docgen_draft_smart_freq,pure_online_draft10,0.1,129,133,40,222,0.18018018018018017,0.3007518796992481,0.31007751937984496
154,0,docgen_draft_smart_freq,pure_online_draft10,0.1,145,148,38,255,0.14901960784313725,0.25675675675675674,0.2620689655172414
155,0,docgen_draft_smart_freq,pure_online_draft10,0.1,123,126,40,209,0.19138755980861244,0.31746031746031744,0.3252032520325203
155,1,docgen_draft_smart_freq,pure_online_draft10,0.1,150,153,57,246,0.23170731707317074,0.37254901960784315,0.38
156,0,docgen_draft_smart_freq,pure_online_draft10,0.1,101,104,40,165,0.24242424242424243,0.38461538461538464,0.39603960396039606
156,1,docgen_draft_smart_freq,pure_online_draft10,0.1,147,151,54,244,0.22131147540983606,0.3576158940397351,0.3673469387755102
158,0,docgen_draft_smart_freq,pure_online_draft10,0.1,134,139,81,192,0.421875,0.5827338129496403,0.6044776119402985
158,1,docgen_draft_smart_freq,pure_online_draft10,0.1,106,112,36,182,0.1978021978021978,0.32142857142857145,0.33962264150943394
160,0,docgen_draft_smart_freq,pure_online_draft10,0.1,104,109,42,171,0.24561403508771928,0.3853211009174312,0.40384615384615385
160,1,docgen_draft_smart_freq,pure_online_draft10,0.1,189,197,90,296,0.30405405405405406,0.45685279187817257,0.47619047619047616
161,0,docgen_draft_smart_freq,pure_online_draft10,0.1,111,115,34,192,0.17708333333333334,0.2956521739130435,0.3063063063063063
161,1,docgen_draft_smart_freq,pure_online_draft10,0.1,175,181,34,322,0.10559006211180125,0.1878453038674033,0.19428571428571428
162,0,docgen_draft_smart_freq,pure_online_draft10,0.1,132,140,60,212,0.2830188679245283,0.42857142857142855,0.45454545454545453
163,0,docgen_draft_smart_freq,pure_online_draft10,0.1,123,128,48,203,0.23645320197044334,0.375,0.3902439024390244
163,1,docgen_draft_smart_freq,pure_online_draft10,0.1,186,189,72,303,0.2376237623762376,0.38095238095238093,0.3870967741935484
164,0,docgen_draft_smart_freq,pure_online_draft10,0.1,165,168,88,245,0.35918367346938773,0.5238095238095238,0.5333333333333333
164,1,docgen_draft_smart_freq,pure_online_draft10,0.1,247,252,120,379,0.316622691292876,0.47619047619047616,0.48582995951417
165,0,docgen_draft_smart_freq,pure_online_draft10,0.1,162,167,53,276,0.19202898550724637,0.31736526946107785,0.3271604938271605
166,0,docgen_draft_smart_freq,pure_online_draft10,0.1,129,131,66,194,0.3402061855670103,0.5038167938931297,0.5116279069767442
166,1,docgen_draft_smart_freq,pure_online_draft10,0.1,154,158,59,253,0.233201581027668,0.37341772151898733,0.38311688311688313
167,0,docgen_draft_smart_freq,pure_online_draft10,0.1,121,124,58,187,0.31016042780748665,0.46774193548387094,0.4793388429752066
167,1,docgen_draft_smart_freq,pure_online_draft10,0.1,120,124,39,205,0.1902439024390244,0.31451612903225806,0.325
169,0,docgen_draft_smart_freq,pure_online_draft10,0.1,104,109,42,171,0.24561403508771928,0.3853211009174312,0.40384615384615385
169,1,docgen_draft_smart_freq,pure_online_draft10,0.1,150,156,23,283,0.0812720848056537,0.14743589743589744,0.15333333333333332
173,0,docgen_draft_smart_freq,pure_online_draft10,0.1,147,151,58,240,0.24166666666666667,0.3841059602649007,0.3945578231292517
173,1,docgen_draft_smart_freq,pure_online_draft10,0.1,139,144,31,252,0.12301587301587301,0.2152777777777778,0.22302158273381295
174,0,docgen_draft_smart_freq,pure_online_draft10,0.1,86,91,21,156,0.1346153846153846,0.23076923076923078,0.2441860465116279
174,1,docgen_draft_smart_freq,pure_online_draft10,0.1,116,122,28,210,0.13333333333333333,0.22950819672131148,0.2413793103448276
176,0,docgen_draft_smart_freq,pure_online_draft10,0.1,111,117,28,200,0.14,0.23931623931623933,0.25225225225225223
178,0,docgen_draft_smart_freq,pure_online_draft10,0.1,108,112,46,174,0.26436781609195403,0.4107142857142857,0.42592592592592593
178,1,docgen_draft_smart_freq,pure_online_draft10,0.1,90,94,12,172,0.06976744186046512,0.1276595744680851,0.13333333333333333
179,0,docgen_draft_smart_freq,pure_online_draft10,0.1,102,106,30,178,0.16853932584269662,0.2830188679245283,0.29411764705882354
179,1,docgen_draft_smart_freq,pure_online_draft10,0.1,106,114,18,202,0.0891089108910891,0.15789473684210525,0.16981132075471697
180,0,docgen_draft_smart_freq,pure_online_draft10,0.1,150,155,74,231,0.3203463203463203,0.4774193548387097,0.49333333333333335
180,1,docgen_draft_smart_freq,pure_online_draft10,0.1,126,133,24,235,0.10212765957446808,0.18045112781954886,0.19047619047619047
183,0,docgen_draft_smart_freq,pure_online_draft10,0.1,156,159,95,220,0.4318181818181818,0.5974842767295597,0.6089743589743589
183,1,docgen_draft_smart_freq,pure_online_draft10,0.1,156,159,40,275,0.14545454545454545,0.25157232704402516,0.2564102564102564
186,0,docgen_draft_smart_freq,pure_online_draft10,0.1,111,115,34,192,0.17708333333333334,0.2956521739130435,0.3063063063063063
186,1,docgen_draft_smart_freq,pure_online_draft10,0.1,162,169,46,285,0.16140350877192983,0.27218934911242604,0.2839506172839506
188,0,docgen_draft_smart_freq,pure_online_draft10,0.1,80,86,21,145,0.14482758620689656,0.2441860465116279,0.2625
188,1,docgen_draft_smart_freq,pure_online_draft10,0.1,113,118,35,196,0.17857142857142858,0.2966101694915254,0.30973451327433627
191,0,docgen_draft_smart_freq,pure_online_draft10,0.1,103,107,18,192,0.09375,0.16822429906542055,0.17475728155339806
191,1,docgen_draft_smart_freq,pure_online_draft10,0.1,149,153,29,273,0.10622710622710622,0.1895424836601307,0.19463087248322147
0,0,docgen_draft_smart_freq,pure_online_draft15,0.15,191,227,83,335,0.24776119402985075,0.3656387665198238,0.43455497382198954
1,0,docgen_draft_smart_freq,pure_online_draft15,0.15,188,223,110,301,0.3654485049833887,0.49327354260089684,0.5851063829787234
2,0,docgen_draft_smart_freq,pure_online_draft15,0.15,211,241,107,345,0.3101449275362319,0.44398340248962653,0.5071090047393365
3,0,docgen_draft_smart_freq,pure_online_draft15,0.15,169,203,74,298,0.2483221476510067,0.3645320197044335,0.4378698224852071
3,1,docgen_draft_smart_freq,pure_online_draft15,0.15,198,233,79,352,0.22443181818181818,0.33905579399141633,0.398989898989899
4,0,docgen_draft_smart_freq,pure_online_draft15,0.15,171,212,93,290,0.32068965517241377,0.4386792452830189,0.543859649122807
4,1,docgen_draft_smart_freq,pure_online_draft15,0.15,305,339,140,504,0.2777777777777778,0.41297935103244837,0.45901639344262296
6,0,docgen_draft_smart_freq,pure_online_draft15,0.15,218,248,101,365,0.27671232876712326,0.40725806451612906,0.463302752293578
7,0,docgen_draft_smart_freq,pure_online_draft15,0.15,234,269,117,386,0.30310880829015546,0.4349442379182156,0.5
7,1,docgen_draft_smart_freq,pure_online_draft15,0.15,215,251,106,360,0.29444444444444445,0.42231075697211157,0.4930232558139535
9,0,docgen_draft_smart_freq,pure_online_draft15,0.15,294,328,139,483,0.28778467908902694,0.42378048780487804,0.47278911564625853
9,1,docgen_draft_smart_freq,pure_online_draft15,0.15,401,445,182,664,0.2740963855421687,0.40898876404494383,0.4538653366583541
10,0,docgen_draft_smart_freq,pure_online_draft15,0.15,221,254,140,335,0.417910447761194,0.5511811023622047,0.6334841628959276
10,1,docgen_draft_smart_freq,pure_online_draft15,0.15,253,288,166,375,0.44266666666666665,0.5763888888888888,0.6561264822134387
11,0,docgen_draft_smart_freq,pure_online_draft15,0.15,180,215,104,291,0.35738831615120276,0.48372093023255813,0.5777777777777777
11,1,docgen_draft_smart_freq,pure_online_draft15,0.15,177,210,70,317,0.22082018927444794,0.3333333333333333,0.3954802259887006
12,0,docgen_draft_smart_freq,pure_online_draft15,0.15,297,337,133,501,0.2654690618762475,0.39465875370919884,0.4478114478114478
12,1,docgen_draft_smart_freq,pure_online_draft15,0.15,308,349,106,551,0.19237749546279492,0.3037249283667622,0.34415584415584416
13,0,docgen_draft_smart_freq,pure_online_draft15,0.15,165,196,86,275,0.31272727272727274,0.4387755102040816,0.5212121212121212
13,1,docgen_draft_smart_freq,pure_online_draft15,0.15,306,341,141,506,0.27865612648221344,0.41348973607038125,0.46078431372549017
14,0,docgen_draft_smart_freq,pure_online_draft15,0.15,152,198,77,273,0.28205128205128205,0.3888888888888889,0.506578947368421
14,1,docgen_draft_smart_freq,pure_online_draft15,0.15,246,280,98,428,0.22897196261682243,0.35,0.3983739837398374
15,0,docgen_draft_smart_freq,pure_online_draft15,0.15,97,128,39,186,0.20967741935483872,0.3046875,0.4020618556701031
15,1,docgen_draft_smart_freq,pure_online_draft15,0.15,163,200,72,291,0.24742268041237114,0.36,0.44171779141104295
16,0,docgen_draft_smart_freq,pure_online_draft15,0.15,223,259,99,383,0.2584856396866841,0.38223938223938225,0.4439461883408072
16,1,docgen_draft_smart_freq,pure_online_draft15,0.15,321,362,105,578,0.18166089965397925,0.2900552486187845,0.32710280373831774
17,0,docgen_draft_smart_freq,pure_online_draft15,0.15,207,244,96,355,0.2704225352112676,0.39344262295081966,0.463768115942029
17,1,docgen_draft_smart_freq,pure_online_draft15,0.15,283,324,132,475,0.27789473684210525,0.4074074074074074,0.4664310954063604
18,0,docgen_draft_smart_freq,pure_online_draft15,0.15,148,185,85,248,0.34274193548387094,0.4594594594594595,0.5743243243243243
18,1,docgen_draft_smart_freq,pure_online_draft15,0.15,173,206,91,288,0.3159722222222222,0.441747572815534,0.5260115606936416
19,0,docgen_draft_smart_freq,pure_online_draft15,0.15,151,181,76,256,0.296875,0.4198895027624309,0.5033112582781457
19,1,docgen_draft_smart_freq,pure_online_draft15,0.15,231,268,74,425,0.17411764705882352,0.27611940298507465,0.3203463203463203
20,0,docgen_draft_smart_freq,pure_online_draft15,0.15,223,257,149,331,0.4501510574018127,0.5797665369649806,0.6681614349775785
20,1,docgen_draft_smart_freq,pure_online_draft15,0.15,335,384,174,545,0.3192660550458716,0.453125,0.5194029850746269
21,0,docgen_draft_smart_freq,pure_online_draft15,0.15,258,293,148,403,0.36724565756823824,0.5051194539249146,0.5736434108527132
21,1,docgen_draft_smart_freq,pure_online_draft15,0.15,311,342,136,517,0.26305609284332687,0.39766081871345027,0.43729903536977494
24,0,docgen_draft_smart_freq,pure_online_draft15,0.15,230,263,165,328,0.5030487804878049,0.6273764258555133,0.717391304347826
24,1,docgen_draft_smart_freq,pure_online_draft15,0.15,295,328,179,444,0.40315315315315314,0.5457317073170732,0.6067796610169491
25,0,docgen_draft_smart_freq,pure_online_draft15,0.15,114,148,48,214,0.22429906542056074,0.32432432432432434,0.42105263157894735
25,1,docgen_draft_smart_freq,pure_online_draft15,0.15,162,198,66,294,0.22448979591836735,0.3333333333333333,0.4074074074074074
26,0,docgen_draft_smart_freq,pure_online_draft15,0.15,225,260,109,376,0.2898936170212766,0.41923076923076924,0.48444444444444446
27,0,docgen_draft_smart_freq,pure_online_draft15,0.15,196,230,103,323,0.3188854489164087,0.44782608695652176,0.5255102040816326
27,1,docgen_draft_smart_freq,pure_online_draft15,0.15,210,243,93,360,0.25833333333333336,0.38271604938271603,0.44285714285714284
